GEOID,year,d14,d16,state,st,poptotal,noncit,popu18,popu25,pop3o,pop324,vapacs,medage,incmed,incpc,gini,hs,ged,some1,some2,assoc,bacc,mast,prof,phd,enroll,pop_check,nothilat,white,black,amind,asian,hawpi,other,multi,hilat,white_prop,black_prop,amind_prop,asian_prop,hawpi_prop,other_prop,multi_prop,hilat_prop,nonwh_prop,lexp,health_index,hsplus,baccplus,mastplus,hsprop,baccprop,gradprop,attain_score,attain_index,enroll_prop,enroll_index,ed_index,inc_index,hdi,presvotes,tovep,tovap,toacs
42,2012,0,0,Pennsylvania,PA,12763536,335244,2737454,4007219,12347792,3591475,9690838,40.5,32233.707000000002,29171.0322,0.4642,2870894,349983,483219,958587,688751,1484305,665499,166599,119131,3108390,12763536,11982674,10035953,1340316,13403,366278,2336,13791,210597,780862,0.786298796822448,0.10501133855069629,0.0010501008497958559,0.028697219955347797,1.8302138216243525e-4,0.00108049994923037,0.0164998947000267,0.061179127790292595,0.21370120317755203,78.55,5.229166666666666,7786968,2435534,951229,0.889297178254282,0.2781459373844049,0.10863345856482812,1.276076574203515,5.173843828023434,0.8654911979061528,7.585462797318653,5.977716817788506,4.852137025259306,5.3329432163819215,5742040,0.595,0.5720000000000001,0.592522545521863
42,2014,1,0,Pennsylvania,PA,12787209,360664,2700178,3928344,12367779,3508914,9726367,40.7,31877.068800000005,29547.264000000003,0.4686,2871756,348571,477418,957508,700919,1554120,729846,159382,124377,3011245,12787209,11949722,9937668,1359575,16827,396372,2989,23044,213247,837487,0.7771569229845231,0.10632304516177064,0.0013159243741147893,0.03099753824309902,2.3374920985494177e-4,0.0018021133462352886,0.01667658673601096,0.0654941199443913,0.2228430770154769,78.76,5.316666666666668,7923897,2567725,1013605,0.8944596175695193,0.28984807873243357,0.11441702746345045,1.2987247237654034,5.324831491769356,0.8581700776935541,7.376287934101548,6.008650305880087,4.775001903772042,5.343141026538069,3495866,0.361,0.34600000000000003,0.35942155997198133
42,2016,0,1,Pennsylvania,PA,12784227,369261,2674845,3862252,12360468,3438493,9740121,40.6,32465,31272,0.4689,2787677,344767,480857,950374,730217,1676971,765331,175633,129802,2975685,12784227,11884225,9832127,1351705,13312,420202,2446,19352,245081,900002,0.7690826359700903,0.10573224333391452,0.00104128313741613,0.03286878432305684,1.9132951878905155e-4,0.0015137403301740495,0.01917057636726882,0.07039940701929026,0.2309173640299097,78.21,5.087499999999997,8041629,2747737,1070766,0.9013283493845253,0.3079740752467923,0.12001445868207432,1.3293168833133922,5.52877922208928,0.8654038266182307,7.582966474806591,6.213508306328384,4.901707102887839,5.371095661708461,6165478,0.636,0.61,0.6329980910914762
44,2012,0,0,Rhode Island,RI,1050292,62692,216962,338021,1018856,306585,770638,39.8,32701.090500000002,30867.2667,0.4647,165835,32704,35237,93355,62628,132903,64882,14832,11126,275680,1050292,911742,791560,52500,3643,33246,201,8828,21764,138550,0.7536570782220563,0.04998609910386826,0.0034685592197217538,0.0316540543010896,1.913753508548099e-4,0.008405281578837123,0.020721856398030262,0.13191569582554186,0.2463429217779437,80.16,5.899999999999999,613502,223743,90840,0.8613322738115128,0.31412622442862337,0.12753572727234438,1.3029942255124805,5.35329483674987,0.899195981538562,8.548456615387485,6.418348762962408,4.9519424729599955,5.723789297336947,446049,0.58,0.534,0.578804834435883
44,2014,1,0,Rhode Island,RI,1055173,63026,212555,329302,1024485,298614,779592,39.8,31669.772800000002,31175.296000000002,0.4827,173794,34572,37804,95861,59701,131408,61834,14100,13552,267358,1055173,907077,781398,58095,4386,34934,385,6084,21795,148096,0.7405401768240848,0.05505732235377516,0.00415666435740869,0.03310736722793324,3.648690783407081e-4,0.005765879149674982,0.020655380681651254,0.1403523403271312,0.2594598231759152,79.98,5.825000000000001,622626,220894,89486,0.8577639828564579,0.30431578062768727,0.12328085844454456,1.2853606219286897,5.235737479524598,0.8953297568097945,8.437993051708418,6.303156003585871,4.729769532755729,5.579106542278334,324055,0.41700000000000004,0.385,0.4156725569272132
44,2016,0,1,Rhode Island,RI,1056426,59841,208640,322381,1025170,291125,787945,40.2,35343,33008,0.4781,167783,36262,42281,93088,60183,151195,70435,17015,11620,264768,1056426,899074,768815,58523,2913,36176,1237,6210,25200,157352,0.7277509262361964,0.05539715985786037,0.0027574103628649808,0.03424376151287454,0.0011709291516869141,0.005878310454305365,0.023854013437760904,0.14894748898645055,0.2722490737638036,79.95,5.812500000000002,649862,250265,99070,0.8853162953224939,0.34093958817238723,0.1349644776546397,1.3612203611495208,5.741469074330139,0.9094650064405324,8.841857326872356,6.7749318251775446,5.49058018740332,6.001991526328194,464144,0.591,0.547,0.5890563427650407
45,2012,0,0,South Carolina,SC,4723723,128263,1080976,1572107,4557631,1406015,3514484,38.3,27902.269800000002,24572.8188,0.4684,796955,140843,192138,471966,281401,504036,212122,43582,31282,1201763,4723723,4473961,3016843,1295205,14189,59145,1738,5952,80889,249762,0.6386578975947573,0.27419156457734717,0.003003774776802111,0.012520844257802585,3.679301263008013e-4,0.001260023079253377,0.017123993087655647,0.052873972500080975,0.36134210240524267,77.02,4.591666666666665,2674325,791022,286986,0.8485567404150759,0.2509893337259362,0.09105995146616847,1.1906060256071807,4.604040170714538,0.8547298570783384,7.277995916523955,5.49535875265101,3.8516735475763637,4.597678766911701,1964118,0.563,0.536,0.5588638332113619
45,2014,1,0,South Carolina,SC,4832482,129819,1083684,1571553,4668976,1408047,3618979,38.8,27051.622400000004,24871.4752,0.4687,839898,149325,187997,486246,288524,543917,232819,46936,33301,1207095,4832482,4575078,3082187,1311369,13607,68331,2916,5476,91192,257404,0.6378062039341275,0.2713655218995125,0.0028157373374593014,0.01413993885543702,6.034166293842377e-4,0.0011331651105994807,0.018870634179289233,0.053265382054190784,0.36219379606587254,77.04,4.600000000000002,2808963,856973,313056,0.8613996195562675,0.26280026336053314,0.09600209020190259,1.2202019731187033,4.801346487458022,0.8572831730758987,7.3509478021685375,5.651213592361527,3.6370206906760143,4.555629974991913,1246301,0.348,0.331,0.3443791743472399
45,2016,0,1,South Carolina,SC,4961119,129824,1099964,1572643,4787590,1399114,3731331,39.1,29640,27016,0.4735,834907,146762,206995,506103,317549,591086,242201,53013,36206,1209286,4961119,4688328,3161469,1328097,13805,75511,2179,12827,94440,272791,0.6372491770505807,0.26770109727261127,0.0027826383523555875,0.015220558103927763,4.3921542700346434e-4,0.002585505407147057,0.019036027960627432,0.05498578042574669,0.3627508229494193,76.81,4.504166666666667,2934822,922506,331420,0.8661185736596629,0.27224805487776804,0.09780798211349291,1.236174610650924,4.9078307376728265,0.8643227070846264,7.552077345275042,5.789246273540231,4.270542622287374,4.811049728293776,2103027,0.5670000000000001,0.542,0.5636130914142969
46,2012,0,0,South Dakota,SD,833354,11903,204222,289062,799281,254989,617229,36.7,28580.763600000002,26546.3325,0.4335,153301,24705,31915,85933,53971,98719,29714,7488,7030,217047,833354,808585,698504,12629,70943,9516,460,1192,15341,24769,0.8381840130364767,0.015154424170280578,0.08512948878867804,0.011418916810863091,5.519863107394937e-4,0.0014303645269597314,0.018408743463162115,0.029722062892840257,0.16181598696352328,79.09,5.4541666666666675,492776,142951,44232,0.9053522741469653,0.262636599472342,0.08126520323649805,1.2492540768558054,4.995027179038702,0.8512014243751691,7.177183553576261,5.7224126372178885,4.018244635657394,5.005505964213679,363815,0.593,0.5760000000000001,0.5894327713053016
46,2014,1,0,South Dakota,SD,853175,10591,210893,297687,817645,262157,631691,36.6,29327.8336,27260.940800000004,0.4468,146637,23485,33854,88120,62802,111108,30003,7382,5723,223281,853175,824456,709585,14260,67725,11001,384,495,21006,28719,0.8316992410701204,0.016714038737656402,0.07937996307908694,0.012894189351539836,4.500835115890644e-4,5.801857766577783e-4,0.024620974594895536,0.03366132387845401,0.1683007589298796,79.24,5.516666666666664,509114,154216,43108,0.9165166484244485,0.2776225589031626,0.07760383662653379,1.2717430439541448,5.144953626360965,0.8517071831002033,7.191633802862953,5.827180351861628,4.197137578597009,5.128961858707715,279412,0.44299999999999995,0.431,0.44232385770891147
46,2016,0,1,South Dakota,SD,865454,16180,213901,299560,828912,263018,635373,36.8,31032,28585,0.4495,139760,24150,36532,87087,65093,111002,35829,9174,7256,218239,865454,833227,713315,14332,73570,12901,151,280,18678,32227,0.8242090278628327,0.016560094470647775,0.08500740651727301,0.014906627041991834,1.7447489987913858e-4,3.235296156699258e-4,0.02158173629101027,0.03723710330069536,0.17579097213716732,78.99,5.412499999999998,515883,163261,52259,0.9116247919221621,0.28850102669404515,0.09234768348842716,1.2924735021046343,5.283156680697561,0.8297492947250759,6.564265563573597,5.710192974989573,4.588726378311648,5.21491161538854,370093,0.586,0.5660000000000001,0.5824814715135833
47,2012,0,0,Tennessee,TN,6456243,164307,1494217,2119770,6226632,1890159,4797719,38.2,28236.2652,24883.7076,0.4732,1166971,266671,280224,641682,283901,680286,257964,69299,45255,1605001,6456243,6148485,4840886,1084643,12460,95459,2149,6115,106773,307758,0.7497992253389472,0.16799909792738593,0.0019299149675747955,0.014785533939785104,3.3285612081205743e-4,9.471452669919642e-4,0.01653794629477236,0.04766828014373065,0.25020077466105284,76.29,4.287500000000002,3692253,1052804,372518,0.8514414825135542,0.24277886660426573,0.0859034519527736,1.1801238010705934,4.534158673803956,0.8491354431029348,7.118155517226708,5.395490954944874,3.934170023306937,4.498103134723719,2458577,0.519,0.494,0.5124470607803416
47,2014,1,0,Tennessee,TN,6549352,183783,1492337,2124279,6312125,1887052,4873232,38.6,27278.131200000003,25201.1264,0.4811,1195880,277667,270428,637701,296099,717801,280082,67725,52699,1589191,6549352,6227013,4881929,1098287,14900,101866,3036,6263,120732,322339,0.7454064157797596,0.1676939947646729,0.0022750342323942887,0.01555359980651521,4.6355731070799066e-4,9.562778119117739e-4,0.01843419013056559,0.04921693016347266,0.25459358422024037,76.22,4.258333333333333,3796082,1118307,400506,0.8578574861928832,0.2527205765870981,0.09050833737658114,1.2010864001565624,4.673909334377083,0.8421553831055,6.918725231585715,5.422181300113293,3.694830391427368,4.402196242093055,1374065,0.28600000000000003,0.272,0.2819617453057847
47,2016,0,1,Tennessee,TN,6651194,179265,1503252,2123996,6412680,1885482,4968677,38.6,30164,27087,0.479,1199477,266460,291978,667520,328595,756055,303704,73385,49711,1578309,6651194,6303752,4929450,1105799,15049,115106,4732,8919,124697,347442,0.7411376062703929,0.16625571288403254,0.002262601271290538,0.01730606564776189,7.114512071065736e-4,0.0013409622392611012,0.018748062377973038,0.052237538102181354,0.25886239372960707,75.98,4.158333333333335,3936885,1182855,426800,0.8696074260502854,0.2612775054238847,0.09427464846909722,1.2251595799432675,4.834397199621783,0.8370851591264197,6.773861689326277,5.480885362856615,4.39203891591241,4.643143070267616,2508027,0.511,0.486,0.5047675668995992
48,2012,0,0,Texas,TX,26059203,2566227,6981175,9668824,24937723,8547344,16511801,33.9,30134.1573,26634.5577,0.4767,3385514,738983,1015898,2743789,1079819,2903294,1076580,240052,164154,7389940,26059203,16098293,11554528,3015396,61331,1037052,18488,31949,379549,9960910,0.44339529493668706,0.11571328562888128,0.0023535255471934424,0.03979599836572131,7.094614520635953e-4,0.001226016006705961,0.014564873683972607,0.3822415443787747,0.5566047050633129,78.62,5.258333333333335,13348083,4384080,1480786,0.8143852561310511,0.2674788667180911,0.09034482973212517,1.1722089525812673,4.481393017208449,0.8645890466090986,7.559687045974249,5.507491026797048,4.385176374641467,5.0264688138056055,7993851,0.496,0.41700000000000004,0.48412956285023057
48,2014,1,0,Texas,TX,26956958,2685393,7115836,9869070,25813524,8725636,17155729,34.3,30623.180800000002,27428.800000000003,0.4827,3526354,772500,1074624,2772573,1147113,3104847,1184625,266893,192664,7467266,26956958,16548720,11708178,3150560,62460,1151731,17270,34121,424400,10408238,0.43432860636574794,0.1168737214339986,0.0023170270176627495,0.04272481338584272,6.406509221107219e-4,0.0012657585473850573,0.01574361617508919,0.386105806152163,0.5656713936342521,78.63,5.2624999999999975,14042193,4749029,1644182,0.8217629352439576,0.2779178444989808,0.09621914656744004,1.1958999263103784,4.63933284206919,0.8557847244601998,7.308134984577139,5.528933556238506,4.496783322365182,5.076664700602271,4727208,0.28300000000000003,0.23800000000000002,0.2755469033114244
48,2016,0,1,Texas,TX,27862596,2729342,7291694,10087316,26661365,8886085,17841560,34.5,31288,28714,0.48,3701336,773375,1073287,2796013,1259574,3362678,1281070,295098,196841,7603170,27862596,16979317,11843864,3270776,67038,1281698,20254,38404,457283,10883279,0.42508113745036535,0.11738949235024619,0.0024060213197650356,0.04600066698738337,7.269243684256844e-4,0.0013783353137661687,0.016412074452789683,0.3906053477572585,0.5749188625496346,78.81,5.3375,14739272,5135687,1773009,0.8292005526776512,0.2889229874297339,0.09974577053075957,1.2178693106381449,4.785795404254299,0.8556265216909359,7.303614905455312,5.625068571321303,4.645685833226427,5.186071682813406,8969226,0.514,0.434,0.5027153455191138
49,2012,0,0,Utah,UT,2855287,138244,887188,1213952,2703854,1062519,1829855,29.9,27755.2278,24380.6139,0.4244,327025,51438,130416,321066,159358,333947,119791,27527,23256,932634,2855287,2475854,2278904,27856,25822,61740,25284,3273,52975,379433,0.7981348284778378,0.009755936968858122,0.009043574253656463,0.021623045249041514,0.008855151863893192,0.001146294575641608,0.018553301296857373,0.13288786731421395,0.2018651715221622,79.86,5.775,1493824,504521,170574,0.9101274267593148,0.30738453758678147,0.10392393996350532,1.3214359043096016,5.47623936206401,0.8777574801015323,7.9359280029009245,6.296135575676315,3.8150407913087414,5.176565916706469,1017440,0.555,0.514,0.5560221984802074
49,2014,1,0,Utah,UT,2942902,141093,905549,1238168,2795749,1091015,1896260,30.5,27756.4288,25155.622400000004,0.4283,346201,45661,137522,329813,168810,353832,127178,26075,23118,953887,2942902,2545802,2330356,31816,30223,64918,24808,5396,58285,397100,0.7918564736440425,0.010811097345409396,0.010269794916718259,0.02205917832126248,0.008429774419943307,0.0018335642845055662,0.019805280637955325,0.13493483643016316,0.20814352635595745,79.71,5.712499999999997,1558210,530203,176371,0.9140487606864179,0.31101802392631345,0.10345954266178771,1.3285263272745191,5.523508848496794,0.87431153558842,7.83747244538343,6.294830047459006,3.815340783313782,5.15760231790768,565970,0.297,0.275,0.29846645502199065
49,2016,0,1,Utah,UT,3051217,145996,921847,1267973,2900413,1117169,1983374,30.7,30209,26993,0.4263,354303,50302,145106,327002,178193,381130,140249,33569,25987,973643,3051217,2630777,2401230,30915,26769,69181,28870,3070,70742,420440,0.7869745088599074,0.010132022730602248,0.008773220652611729,0.02267324808428899,0.009461798357835578,0.001006155904348986,0.023184847226532888,0.1377941981838722,0.21302549114009262,79.49,5.620833333333332,1635841,580935,199805,0.9173399714228675,0.3257742630845807,0.11204579967744178,1.35516003418489,5.701066894565932,0.8715270473849525,7.757915639570071,6.386683142900646,4.402374159060876,5.40655978418196,1131430,0.568,0.528,0.5704572107933249
50,2012,0,0,Vermont,VT,626011,8885,123889,191063,608333,173385,493237,42.4,30069.0387,30267.5454,0.4392,117535,14987,21569,49804,39279,95120,42576,10145,7664,154731,626011,616184,588138,6188,1910,8217,0,301,11430,9827,0.9395010630803612,0.009884810330808883,0.0030510645979064267,0.01312596743507702,0,4.808222219737353e-4,0.01825846510684317,0.015697807227029556,0.06049893691963881,80.24,5.933333333333332,398679,155505,60385,0.9166130204070372,0.3575254973008268,0.1388326880454675,1.4129712057533315,6.08647470502221,0.8924128384808374,8.354652528023927,6.842533979356115,4.370178264511935,5.619162880608123,299290,0.607,0.596,0.6067874064597749
50,2014,1,0,Vermont,VT,626562,11363,121810,188283,608282,170003,493389,42.8,30616.102400000003,29504.793600000005,0.4406,120115,14237,24586,57369,34024,91472,43653,10253,7523,146261,626562,615787,584101,5899,2342,9933,365,1351,11796,10775,0.9322317663694893,0.009414870356006268,0.0037378583444256114,0.015853179733210758,5.825441057708575e-4,0.002156211196976516,0.018826548689515162,0.01719702120460545,0.06776823363051065,80.11,5.879166666666666,403232,152901,61429,0.9200349549031553,0.34886681771200534,0.1401595787158408,1.4090613513310015,6.060409008873343,0.8603436409945707,7.438389742702022,6.519735920149568,4.495180608975089,5.5645618541741895,193087,0.389,0.381,0.39134840865929316
50,2016,0,1,Vermont,VT,624594,11174,118684,185031,607520,167957,494736,43.1,32028,31836,0.4539,112116,16651,22489,53383,40499,92871,46671,12297,8016,143386,624594,612048,580616,7307,2113,9406,252,727,11627,12546,0.9295894613140696,0.011698799540181302,0.0033829975952378664,0.015059382574920668,4.034620889729969e-4,0.0011639561058863837,0.018615292494004104,0.020086648286727057,0.07041053868593039,79.7,5.708333333333334,404993,159855,66984,0.9213537081146502,0.36366800663386134,0.1523877123415756,1.437409427090087,6.249396180600581,0.8537066034758897,7.248760099311134,6.582517486837431,4.8077507034635385,5.653027467763335,315067,0.637,0.623,0.6368386371721484
51,2012,0,0,Virginia,VA,8185867,446436,1854632,2681101,7885760,2380994,5884799,37.5,35071.6176,34152.6051,0.4661,1176004,216287,325224,774019,395520,1132326,596854,133652,88672,2173528,8185867,7497895,5234502,1549541,15968,466958,5008,12497,213421,687972,0.6394560282985297,0.1892946709249002,0.0019506791400348918,0.05704441569842266,6.117861431171555e-4,0.001526655637087678,0.026071887070728123,0.08404387708717964,0.36054397170147034,79.2,5.500000000000002,4838558,1951504,819178,0.8789761453983693,0.35451170858125486,0.14881250174848487,1.382300355728109,5.882002371520727,0.9128658031057617,8.939022945878907,6.90100922964012,5.437139520992103,5.909470809363924,3854489,0.6609999999999999,0.607,0.654990765190111
51,2014,1,0,Virginia,VA,8326289,455843,1867537,2702994,8027413,2404118,6002909,37.7,35501.2096,34433.3824,0.4658,1164037,218339,339427,781292,408872,1173872,655001,137648,99818,2168651,8326289,7594318,5242578,1572488,17392,507648,4336,20639,229237,731971,0.6296416086446195,0.18885820561837333,0.0020888057092421364,0.06096929856746505,5.207602090198887e-4,0.002478775358385951,0.02753171310772422,0.08791083278516997,0.3703583913553805,79.38,5.5749999999999975,4978306,2066339,892467,0.8853005222027299,0.36746053692719305,0.15870890643297214,1.411469965562895,6.0764664370859665,0.9020568042001266,8.630194405717903,6.9277090932966114,5.521545827106932,5.974456432176001,2184473,0.366,0.337,0.3639024013190938
51,2016,0,1,Virginia,VA,8411808,450469,1867560,2690635,8116753,2395580,6093779,38.2,36282,36206,0.4705,1147310,225526,347347,769322,438669,1241751,695229,142532,99173,2146237,8411808,7651197,5235564,1575478,19718,527900,6769,23107,262661,760611,0.6224065028588385,0.18729362343981223,0.002344085837432333,0.06275701965617855,8.047021520224903e-4,0.002746971875725171,0.031225272854539715,0.09042182132545108,0.3775934971411615,79.25,5.520833333333334,5106859,2178685,936934,0.8926244670454817,0.3808108931507577,0.16376606685377282,1.4372014270500122,6.248009513666748,0.8959153941842894,8.454725548122557,6.983581525152017,5.6723729967497505,6.024891194989225,3984631,0.6609999999999999,0.608,0.6538850522803665
53,2012,0,0,Washington,WA,6897012,434197,1585029,2251153,6643366,1997507,4877786,37.5,33598.0467,31363.0083,0.4498,921721,179506,366665,812150,448208,944631,372069,91575,63240,1718203,6897012,6089416,4927042,239399,84746,504801,38963,8885,285580,807596,0.7143734127184351,0.03471053841866594,0.012287349942264852,0.07319126021529324,0.0056492579685231805,0.0012882390229276097,0.041406336541099244,0.11709360517279077,0.28562658728156487,80.15,5.895833333333336,4199765,1471515,526884,0.9039802972927073,0.3167369048436468,0.11340938241991416,1.3341265845562682,5.560843897041789,0.8601737065251837,7.433534472148105,6.185074088743894,5.139545879154433,5.722752325766761,3125516,0.648,0.586,0.6407652980266046
53,2014,1,0,Washington,WA,7061530,458231,1602653,2277046,6799458,2014974,5000646,37.5,33547.571200000006,32197.619200000005,0.4542,903776,186948,371353,799271,479799,1005685,410459,100407,68225,1725154,7061530,6202752,4960822,242656,80907,550240,43761,9989,314377,858778,0.7025137611820668,0.0343630912847499,0.01145743202960265,0.07792079053689498,0.006197098928985644,0.0014145659651661892,0.04451967208239574,0.12161358799013812,0.29748623881793324,80.26,5.941666666666668,4325923,1584776,579091,0.904156644687285,0.3312323753198882,0.12103520463230727,1.3564242246394804,5.70949483092987,0.856166878580071,7.319053673716316,6.246014445192019,5.12912237130307,5.752431329457317,2029189,0.41200000000000003,0.371,0.4057853725298691
53,2016,0,1,Washington,WA,7288000,485424,1629061,2291445,7024743,2028188,5173515,37.7,36353,35284,0.4591,917047,194739,374392,804380,491450,1098509,472318,109063,75820,1744806,7288000,6381549,5053546,254841,79382,591025,46683,10670,345402,906451,0.6934064215148189,0.034967206366630074,0.010892151481888036,0.08109563666300769,0.00640546103183315,0.0014640504939626784,0.047393249176728866,0.12437582327113063,0.3065935784851811,80.3,5.958333333333332,4537718,1755710,657201,0.9081693286674519,0.35138410364741307,0.13153082473824465,1.3910842570531097,5.940561713687398,0.8602782385064895,7.436521100185417,6.439214842520071,5.685926869603342,6.019859108429591,3317019,0.647,0.583,0.6411538383478157
54,2012,0,0,West Virginia,WV,1855413,11917,384220,559212,1793653,497452,1459276,41.5,27770.9823,23537.223,0.4638,439338,86894,74059,171674,81746,147257,66360,18384,9683,419145,1855413,1831692,1721901,60452,2016,12057,445,1114,33707,23721,0.9280418968714782,0.03258142526758193,0.0010865505415775356,0.006498283670535886,2.3983878521924767e-4,6.004054083915549e-4,0.018166844794124004,0.012784754661091628,0.0719581031285218,75.28,3.866666666666667,1095395,241684,94427,0.8450811255353143,0.1864556500110708,0.07284904115951153,1.1043858167058966,4.029238778039311,0.8425838070808842,6.930965916596693,4.996481157558438,3.8189750006503775,4.194201275400526,670438,0.46299999999999997,0.455,0.4594319374813264
54,2014,1,0,West Virginia,WV,1850326,11261,383200,553976,1790661,494311,1455865,41.9,27325.657600000002,22968.396800000002,0.4546,444699,88219,74701,164026,84402,152434,70397,14478,10948,411243,1850326,1825823,1713147,67307,3364,11642,90,1343,28930,24503,0.9258622534623628,0.03637575216475367,0.0018180580070755099,0.006291864244462868,4.864007747823897e-5,7.258180450363882e-4,0.01563508268272726,0.013242531316103217,0.07413774653763716,75.34,3.8916666666666684,1104304,248257,95823,0.8518563659505535,0.19150460909476608,0.07391753770200948,1.1172785127473288,4.115190084982192,0.8319519492788953,6.627198550825581,4.952526240263321,3.7068991642239717,4.149455047368354,451498,0.312,0.307,0.3101235348057684
54,2016,0,1,West Virginia,WV,1831102,15776,376883,539345,1769689,477932,1438443,42.3,27617,24769,0.4711,422721,89507,74822,158855,95794,162243,78802,16651,11061,394881,1831102,1804319,1684936,68738,3734,13777,404,3361,29369,26783,0.9201759377686224,0.03753914309525084,0.0020392091756767238,0.007523884524182706,2.2063216576684422e-4,0.0018355067057979294,0.016038975436649623,0.014626711128052944,0.07982406223137761,74.87,3.6958333333333355,1110456,268757,106514,0.8596477510863111,0.20805538502984694,0.08245668496474182,1.1501598210808999,4.334398807205999,0.8262284174317686,6.463669069479103,5.044155561297034,3.7804265224779847,4.130607067105492,714423,0.502,0.49200000000000005,0.49666410139296446
55,2012,0,0,Wisconsin,WI,5726398,141095,1316750,1872228,5522281,1668111,4268553,38.8,31549.9617,28351.7982,0.4401,1112713,135298,259585,557106,386784,688002,255462,61488,41201,1500226,5726398,5371999,4738842,352680,48138,135516,829,3096,92898,354399,0.8275432479544733,0.06158845403340809,0.008406331519394914,0.023665138189835913,1.4476814220737015e-4,5.406540027430856e-4,0.016222763419517817,0.06188864273841951,0.17245675204552668,79.73,5.720833333333335,3497639,1046153,358151,0.9074947394640092,0.27143405713811275,0.09292558449679178,1.2718543810989138,5.145695873992758,0.8993562179015665,8.553034797187616,6.281475515057711,4.7034913233621385,5.529006552932184,3068434,0.7290000000000001,0.695,0.7188464100129481
55,2014,1,0,Wisconsin,WI,5757564,141465,1299502,1859402,5560761,1662599,4316597,39.2,30960.9216,28528.985600000004,0.4397,1100818,143850,256185,549750,402829,736544,269393,60549,41608,1451402,5757564,5386582,4731591,357934,46200,149258,1197,2751,97651,370982,0.8218043255793596,0.06216761116333227,0.0080242269126318,0.025923810833887388,2.079004245545512e-4,4.7780623888852994e-4,0.016960471477173333,0.06443384737017252,0.17819567442064044,79.65,5.687500000000002,3561526,1108094,371550,0.9136423781258962,0.284260633601169,0.09531415061765006,1.2932171623447153,5.288114415631435,0.8729717749138548,7.799193568967281,6.125140800076717,4.572828228310542,5.420934061529094,2410314,0.5660000000000001,0.539,0.55838291135355
55,2016,0,1,Wisconsin,WI,5778709,141998,1284991,1845380,5576816,1643487,4351720,39.4,32038,30902,0.4498,1083082,139525,272788,539603,420412,758503,288536,69338,43798,1428041,5778709,5391694,4718160,355473,48653,154748,987,3230,110443,387015,0.8164730219154486,0.0615142586345843,0.008419354565180562,0.026778991639828203,1.7079939481292448e-4,5.589483741091652e-4,0.019112054266792116,0.06697257120924414,0.18352697808455143,79.37,5.570833333333335,3615585,1160175,401672,0.9192175381210166,0.294960070718722,0.1021201125052087,1.3162977213449472,5.441984808966315,0.8689092155885626,7.6831204453875035,6.189030021106711,4.809915032347006,5.494059854480472,2976150,0.695,0.662,0.6839019973711544
56,2012,0,0,Wyoming,WY,576412,10876,136610,195470,554038,173096,428926,36.9,30955.4919,29211.9939,0.4166,95341,20290,33188,68136,38055,64409,20963,4466,4440,154543,576412,522096,487672,5311,10328,5520,59,151,13055,54316,0.8460476187171676,0.009213895616329987,0.017917739394738487,0.009576483487505465,1.0235734162369972e-4,2.619653997487908e-4,0.022648730421989827,0.09423120962089616,0.1539523812828324,78.51,5.212500000000002,349288,94278,29869,0.91690598568811,0.24748649400696168,0.07840826162512929,1.2428007413202011,4.952004942134674,0.8928167028700836,8.36619151057382,6.090067131614389,4.571612263785055,5.255078150651527,249061,0.586,0.564,0.580661932361293
56,2014,1,0,Wyoming,WY,584153,13936,137764,195191,562284,173322,432453,36.6,31167.206400000003,30030.6176,0.427,86194,20565,35128,73289,41611,69557,23807,5370,4599,144582,584153,527088,490892,5912,13331,5515,837,149,10452,57065,0.8403483333989554,0.010120636203186494,0.022821075985229897,0.009441019732843964,0.001432843792636518,2.550701614131914e-4,0.017892572665038096,0.09768844806069643,0.15965166660104457,78.45,5.187500000000002,360120,103333,33776,0.9258487975689141,0.2656634838364673,0.08683624621428314,1.2783485276196647,5.188990184131098,0.8341814657112195,6.690899020320559,5.689626462860918,4.618867815136632,5.146663800237661,168390,0.39,0.373,0.38938335495417997
56,2016,0,1,Wyoming,WY,585501,10847,140860,194707,562405,171611,433794,37.2,31526,30042,0.436,93204,21420,30127,67834,45601,67845,26068,6551,5453,151204,585501,529237,494078,5400,12328,5815,173,211,11232,56264,0.8438550916223884,0.009222870669734125,0.021055472151200426,0.009931665360093322,2.954734492340747e-4,3.6037513172479634e-4,0.019183570993046982,0.09609548062257793,0.15614490837761164,78.93,5.387500000000003,364103,105917,38072,0.9317005890571504,0.2710302614676786,0.09742217127182096,1.3001530217966502,5.334353478644335,0.8810857112889033,8.031020322540098,6.233242426609589,4.698223822350177,5.403539550915382,255849,0.595,0.573,0.5897937730812322
