fips,state,st,year,d08,d10,d12,d14,d16,poptotal,malepop,femalepop,popu18,pop25o,pop324,pop60o,whitepop,blackpop,hisppop,asianpop,amindpop,multipop,otherpop,noncit,noncit18o,enroll,nohs,hs,bacc,grad,incmed,incmean,incpc,medage,meanage,maleprop,femaleprop,whiteprop,nonwhprop,blackprop,hispprop,asianprop,amindprop,multiprop,otherprop,lexp,health_index,hsplus,baccplus,hsprop,baccprop,gradprop,attain_score,attain_index,enrollprop,enroll_index,ed_index,inc_index,hdi,presvotes,tovep,tovap,toacs
51,Virginia,VA,2012,0,0,1,0,0,8185867,4009498,4176369,1855004,5505038,2387326,1524852,5236261,1552482,687008,473414,15957,210011,10734,494563,448068,1846292,653878,2883628,1137936,829596,34659.9,50560.93571927051,27743.28714098795,37,37.63271501967965,0.48980737165653926,0.5101926283434608,0.6396709108515933,0.36032908914840667,0.18965394868985777,0.08392611314110039,0.05783309208419829,0.0019493353605671824,0.025655315435738207,0.0013112844369447976,79.2,5.500000000000002,4851160,1967532,0.8812218916563337,0.3574057072812213,0.15069759736445051,1.3893251963020055,5.92883464201337,0.7733723839978285,4.953496685652244,5.603721989892994,5.355269250872714,5.48538179119941,3854489,0.6609999999999999,0.607,0.6552138906761157
51,Virginia,VA,2014,0,0,0,1,0,8326289,4095103,4231186,1867159,5622289,2408098,1630902,5243870,1576765,732435,511663,16532,222387,22637,523006,465735,1859140,642809,2919879,1155024,904577,35392,50205.464766036006,27655.60017325097,37,37.972594753797296,0.49182811213975397,0.508171887860246,0.6297967798139122,0.37020322018608776,0.1893718798374642,0.08796655989240824,0.061451506187210174,0.001985518398412546,0.026709017666814112,0.002718738203778418,79.38,5.5749999999999975,4979480,2059601,0.8856677413772219,0.36632784262779805,0.16089123131165972,1.4128868153166796,6.085912102111197,0.7720366862145975,4.915333891845645,5.6957193653560125,5.500185525425203,5.5897227122881175,2184473,0.366,0.337,0.36448006513837317
51,Virginia,VA,2016,0,0,0,0,1,8411808,4136015,4275793,1864204,5724472,2392822,1736845,5235781,1575450,760097,533169,18647,264244,24420,491729,444982,1848137,623260,2917508,1245547,938157,35500,52444.747444253415,28972.06673012508,38,38.4475278085282,0.4916915602448368,0.5083084397551633,0.622432299928862,0.37756770007113805,0.18729029478561565,0.09036071674484249,0.06338340104767014,0.002216764814413263,0.03141346069715333,0.0029030619814432285,79.25,5.520833333333334,5101212,2183704,0.8911235831007646,0.38146819479595673,0.1638853330053846,1.436477110902106,6.243180739347372,0.7723671046153872,4.924774417582491,5.8037119654257445,5.521309601544474,5.613721490658773,3984631,0.6609999999999999,0.608,0.6529375406177869
53,Washington,WA,2008,1,0,0,0,0,6549224,3267465,3281759,1547510,4394303,1893258,1126392,4922150,215849,642959,450829,82720,220552,14165,457909,399331,1425065,452253,2588679,881394,471977,34366.799999999996,46946.56184428918,26292.73077819074,37,37.164919843938755,0.49890872567498074,0.5010912743250193,0.7515623224980548,0.24843767750194523,0.032957950438097704,0.09817331030363292,0.06883701030839684,0.01263050401085686,0.033676050780978024,0.0021628516599829233,79.36,5.566666666666666,3942050,1353371,0.8970819718166908,0.3079830862823979,0.10740656709380304,1.3124716251928918,5.416477501285946,0.752705125239138,4.363003578261087,5.065319526944325,5.296391368935214,5.305512930622084,3036878,0.6659999999999999,0.603,0.6598490390738885
53,Washington,WA,2010,0,1,0,0,0,6744496,3359249,3385247,1582129,4509876,1968092,1222787,4887928,229204,760228,519206,86248,254653,7029,483388,422631,1475076,465651,2633100,910011,501114,33174,46418.81415089853,24646.21486909699,37,37.350302824703284,0.49807265064728334,0.5019273493527167,0.7247284304119982,0.2752715695880018,0.03398385883837725,0.11271828169221243,0.07698217924660346,0.012787908837072481,0.037757157836552944,0.0010421831371832677,80.08,5.866666666666665,4044225,1411125,0.8967486024005982,0.31289662953039066,0.1111148067042198,1.3207600386352085,5.4717335909013896,0.7494954504159358,4.271298583312452,5.0715885883717435,5.051486483811071,5.316814905297789,2511094,0.532,0.484,0.529796174301691
53,Washington,WA,2012,0,0,1,0,0,6897012,3438532,3458480,1580454,4656057,1989907,1333080,4931892,244540,807998,530423,79600,296476,6083,483512,436573,1479064,437794,2736393,958714,523156,33609.6,47324.9761568854,25055.987506564277,37,37.79094787713868,0.4985538665149488,0.5014461334850512,0.7150766157866624,0.2849233842133376,0.035455933670986796,0.11715189128277578,0.07690620228005983,0.011541229738327264,0.042986151104275304,8.819761369126224e-4,80.15,5.895833333333336,4218263,1481870,0.9059732301387203,0.3182671517981846,0.1123603083037858,1.3366006902406908,5.5773379349379395,0.7432829775461869,4.093799358462483,5.082825076112787,5.141929505776764,5.361160717707508,3125516,0.648,0.586,0.6404765588418817
53,Washington,WA,2014,0,0,0,1,0,7061530,3532012,3529518,1600541,4787375,2012494,1423227,4960258,237278,858440,591331,78392,325284,10547,500444,453698,1499444,457610,2738300,1018017,573448,33369.600000000006,47871.63260088688,25521.969917445997,37,38.08983024925193,0.5001765906255443,0.4998234093744557,0.702433891805317,0.297566108194683,0.033601499958224354,0.12156572300903629,0.08373978443765019,0.011101276918741406,0.046064238203335536,0.0014935856676952445,80.26,5.941666666666668,4329765,1591465,0.9044131700566594,0.332429567351628,0.11978338860022456,1.3566261260085122,5.710840840056748,0.7450675629343492,4.144787512409977,5.188823064174491,5.092244653203939,5.394635866297079,2029189,0.41200000000000003,0.371,0.4052468690156015
53,Washington,WA,2016,0,0,0,0,1,7288000,3636099,3651901,1624757,5001679,2021677,1538410,5055730,255873,905438,628204,80234,352970,9551,535901,485252,1507773,462792,2794004,1098486,646397,35400,51256.76902736716,27706.748199917674,37,38.44201673984632,0.4989158891328211,0.501084110867179,0.6937060922063666,0.3062939077936334,0.035108809001097696,0.12423682766191,0.08619703622392975,0.011009055982436882,0.04843166849615807,0.001310510428100988,80.3,5.958333333333332,4538887,1744883,0.9074726706771866,0.34885945299568405,0.1292360025503436,1.3855681262232142,5.903787508154762,0.7458031129601811,4.165803227433747,5.32445941458109,5.501752480942345,5.5885669093116785,3317019,0.647,0.583,0.6405996070676832
54,West Virginia,WV,2008,1,0,0,0,0,1814468,888168,926300,378509,1270892,487340,395723,1692929,61702,21400,9359,2398,25668,1012,12931,10532,364457,224244,831066,130725,84857,26435.999999999996,35082.664059741976,17295.386929490352,40,39.88721432397816,0.48949223684297544,0.5105077631570245,0.9330167299726421,0.06698327002735793,0.034005559756358335,0.011794090609478922,0.005157985701594076,0.0013215994991369372,0.014146295222621726,5.577392381678817e-4,75.23,3.845833333333335,1046648,215582,0.8235538503665142,0.16963046427233786,0.0667696389622407,1.0599539536010927,3.733026357340618,0.7478495506217425,4.22427287490693,3.8967751965293886,3.477421325430421,3.7352330893021795,713362,0.499,0.491,0.5004549513935123
54,West Virginia,WV,2010,0,1,0,0,0,1853973,912658,941315,386304,1295277,500985,426694,1727520,55735,22566,11480,1906,34083,683,12796,11434,378980,217739,854209,137396,85933,27644.999999999996,36757.08947993712,16837.01858068677,41,40.16431684819574,0.49227146242151315,0.5077285375784869,0.9317935050834074,0.06820649491659259,0.030062465850365674,0.012171698293340841,0.006192107436300313,0.0010280624367237279,0.018383762870333064,3.6839802952901685e-4,75.51,3.962500000000002,1077538,223329,0.8318977330717676,0.17241794612272124,0.06634333814311533,1.0706590173376043,3.804393448917362,0.7564697545834705,4.470564416670587,4.026450438168437,3.787452104866702,3.9241559723370676,529948,0.368,0.361,0.3639165381961016
54,West Virginia,WV,2012,0,0,1,0,0,1855413,913069,942344,385073,1295017,498922,445236,1722266,63225,23764,11706,2044,31410,998,12712,11433,374908,208190,850853,143199,92775,27307.8,37610.13168365657,17375.887045606018,41,40.40638661042043,0.4921109208569736,0.5078890791430264,0.9282386185717142,0.07176138142828581,0.03407597122581334,0.012807930094270116,0.00630910746017194,0.001101641521321668,0.016928845491542853,5.378856351658634e-4,75.28,3.866666666666667,1086827,235974,0.8392376316295461,0.1822169129826095,0.07163998619323143,1.0930945308053872,3.953963538702581,0.7514360962234578,4.326745606384508,4.07822422792989,3.7023668993731484,3.8793809586829577,670438,0.46299999999999997,0.455,0.45954814117692216
54,West Virginia,WV,2014,0,0,0,1,0,1850326,914321,936005,383010,1295633,495428,460825,1712971,69640,23024,11653,3438,28075,1525,14458,11862,371747,186538,858494,151602,98999,26291.200000000004,36266.230966272124,16544.479042431227,41,40.69423766406568,0.49414049199978816,0.5058595080002118,0.9257671350886276,0.07423286491137238,0.037636611062050684,0.012443212709544156,0.006297809142821319,0.0018580509596687286,0.01517300194668399,8.241790906034936e-4,75.34,3.8916666666666684,1109095,250601,0.8560255874927545,0.19341974154718194,0.07640975492288325,1.1258550839628196,4.172367226418798,0.75035524839129,4.295864239751143,4.213532897529579,3.439342301704374,3.834886148234322,451498,0.312,0.307,0.3102111093857999
54,West Virginia,WV,2016,0,0,0,0,1,1831102,905297,925805,376524,1291927,475686,476817,1684552,69754,26154,14480,2446,29152,4564,18409,17159,353284,178887,840444,162084,110512,27800,37782.74977426489,17433.896039652624,42,41.0556522793378,0.4944000934956108,0.5055999065043891,0.9199662279872994,0.08003377201270057,0.03809400022500112,0.014283202137292188,0.007907806337385902,0.001335807617489359,0.015920467565433274,0.0024924881300987054,74.87,3.6958333333333355,1113040,272596,0.8615347461582582,0.2109995378995872,0.08554043688226966,1.158074720940115,4.3871648062674335,0.7426831985805763,4.076662816587895,4.28366414304092,3.8262154548943226,3.9273451546109706,714423,0.502,0.49200000000000005,0.49701791892273584
55,Wisconsin,WI,2008,1,0,0,0,0,5627968,2797950,2830018,1307645,3754961,1662035,1027116,4780021,315466,286382,120465,39966,79194,6474,146490,130209,1287540,383538,2415931,633675,321817,31392.749999999996,40128.97141437222,23593.157549444044,38,37.79122091667899,0.497151014362555,0.502848985637445,0.8493333650795456,0.1506666349204544,0.05605326824885998,0.05088550610095864,0.021404705925833267,0.007101319694781491,0.01407150858000614,0.001150326370014897,79.31,5.545833333333334,3371423,955492,0.897858326624431,0.254461231421578,0.08570448534618602,1.238024043392195,4.9201602892812994,0.7746768269019606,4.990766482913161,4.943695687158586,4.668858238352403,5.039758704566111,2983417,0.7240000000000001,0.693,0.7120133246971323
55,Wisconsin,WI,2010,0,1,0,0,0,5691047,2824484,2866563,1334502,3797325,1684891,1087160,4742201,350052,335404,127083,45271,87101,3935,150695,132355,1311092,367200,2429789,663384,336952,30962.399999999998,40116.730483016254,22368.17342240698,38,38.10741186990724,0.4963030528477449,0.5036969471522551,0.8332739125155705,0.16672608748442952,0.0615092442568125,0.05893537691746352,0.02233033745811623,0.007954775281244383,0.015304916652419141,6.914369183737193e-4,79.64,5.683333333333334,3430125,1000336,0.9033003495881969,0.26343175788219336,0.08873404304345822,1.2554661505138485,5.036441003425657,0.7781464795052024,5.089899414434357,5.05426047376189,4.573159274483023,5.0834554891206745,2171331,0.52,0.49700000000000005,0.514023043471056
55,Wisconsin,WI,2012,0,0,1,0,0,5726398,2840795,2885603,1318588,3856083,1671503,1171038,4739503,346606,353159,139459,49207,96351,2113,150743,136026,1313071,351959,2444454,692010,367660,30458.7,39572.39786267869,21921.79151889877,39,38.56705401894873,0.4960875929336382,0.5039124070663618,0.8276586782825783,0.17234132171742167,0.06052775234973189,0.06167210172956892,0.02435370367201162,0.008593010824605625,0.016825760277228374,3.68992864275239e-4,79.73,5.720833333333335,3504124,1059670,0.9087262903832724,0.2748047695031461,0.09534545807234958,1.278876517958768,5.19251011972512,0.7855630531324204,5.301801518069155,5.228940585839798,4.459445007016364,5.1095729630307005,3068434,0.7290000000000001,0.695,0.7183027044438577
55,Wisconsin,WI,2014,0,0,0,1,0,5757564,2857577,2899987,1296910,3896021,1659031,1243948,4730482,349088,369688,152928,43170,108892,3316,148314,134500,1279187,332084,2453036,732155,378746,30336.000000000004,39840.36603039514,22297.290062022064,39,39.0390760745343,0.49631701879475415,0.5036829812052458,0.8216117093965434,0.17838829060345662,0.06063119749949805,0.06420909954279275,0.02656123318820251,0.007497962680050104,0.018912859674681863,5.759380182313214e-4,79.65,5.687500000000002,3563937,1110901,0.9147632931136664,0.2851373234384517,0.09721354171345585,1.297114158265574,5.3140943884371605,0.7710446640237585,4.886990400678815,5.171726392517712,4.431459685948607,5.070310833140297,2410314,0.5660000000000001,0.539,0.5571493756348017
55,Wisconsin,WI,2016,0,0,0,0,1,5778709,2865240,2913469,1282032,3934559,1640235,1306216,4717930,354144,388055,158567,47798,108106,4109,163536,145076,1268429,306272,2454469,773932,399886,32000,42693.406468571186,24225.347657063194,39,39.37283206335533,0.49582700911224287,0.5041729908877571,0.8164332206380353,0.18356677936196475,0.06128427647074805,0.06715254220276536,0.027439865893921982,0.008271397642622254,0.018707638678466074,7.110584734410402e-4,79.37,5.570833333333335,3628287,1173818,0.9221584934931717,0.29833534075864665,0.1016342619338025,1.3221280961856208,5.480853974570805,0.7733215057598454,4.952043021709869,5.304583656950493,4.801686985629295,5.215810104765425,2976150,0.695,0.662,0.6839206995310462
56,Wyoming,WY,2008,1,0,0,0,0,532668,269288,263380,127953,347559,161594,92966,459892,5263,43385,3369,9062,11211,486,8402,8003,115169,29043,241134,51301,26081,30841.999999999996,41616.82844158962,25010.29429826083,36,37.007745913026504,0.5055456682211058,0.4944543317788942,0.8633745597633047,0.13662544023669532,0.009880450862450908,0.08144848198127164,0.006324765144517786,0.017012473060142527,0.021046880984027575,9.123882042848453e-4,77.91,4.962499999999999,318516,77382,0.9164372092220313,0.22264421292499978,0.07504049672141996,1.2141219188684511,4.760812792456341,0.7127059172989096,3.2201690656831334,4.247264883531939,4.546147164907017,4.57598352647661,254658,0.628,0.609,0.6419215955151344
56,Wyoming,WY,2010,0,1,0,0,0,564460,286708,277752,136499,371172,170057,102166,484504,4992,50125,4177,12172,8490,0,9829,8174,123775,26072,253209,59402,32489,32068.199999999997,41260.79394645851,23926.270546123018,36,37.066971973213334,0.5079332459341672,0.49206675406583283,0.8583495730432625,0.14165042695673746,0.008843850760018425,0.08880168656769302,0.0073999929135811215,0.02156397264642313,0.01504092406902172,0,78.09,5.037500000000001,345100,91891,0.9297576325800437,0.2475698597954587,0.08753084823208647,1.2648583406075888,5.099055604050592,0.7278441934175012,3.6526912405000345,4.616934149533739,4.816447207210065,4.820571342409985,188463,0.455,0.43799999999999994,0.4489491099057379
56,Wyoming,WY,2012,0,0,1,0,0,576412,292001,284411,136250,381940,171950,111032,487559,5089,54253,5216,9950,14345,0,10600,9276,134307,32329,252661,65314,31636,29408.4,39704.54869719183,23068.30765002637,37,37.52570036709853,0.50658383239766,0.49341616760234,0.8458515783849052,0.1541484216150948,0.008828754432593353,0.09412191279848442,0.009049082947613859,0.017261958460268,0.024886712976135126,0,78.51,5.212500000000002,349611,96950,0.9153558150494843,0.25383568099701526,0.08282976383725192,1.2520212598837515,5.013475065891676,0.7810817097993603,5.173763137124582,5.06690442296931,4.216157074289321,4.810998123545519,249061,0.586,0.564,0.5780206365488784
56,Wyoming,WY,2014,0,0,0,1,0,584153,296430,287723,137343,389771,173469,119085,490803,6801,57227,6610,11649,11041,22,15582,14094,128996,30557,258354,65881,34979,30336.000000000004,41777.41354135438,24258.488852699895,36,37.66569717180259,0.5074526707900157,0.4925473292099844,0.8401959760542187,0.1598040239457813,0.011642497770275938,0.09796577266572284,0.01131552863718923,0.019941693357733332,0.018900870148745277,3.76613661146994e-5,78.45,5.187500000000002,359214,100860,0.9216026846532964,0.25876732748203435,0.0897424385087654,1.2701124506440964,5.134083004293975,0.7436256622220685,4.103590349201958,4.790585452596636,4.431459685948607,4.793261997174423,168390,0.39,0.373,0.38914669205668384
56,Wyoming,WY,2016,0,0,0,0,1,585501,296804,288697,140140,390977,170570,129432,493453,4539,56875,5855,13684,11095,0,12463,11737,132207,26402,260832,67042,36701,30000,41008.1366576114,22479.434969368114,37,38.0773183991146,0.5069231307888458,0.49307686921115423,0.8427876297393173,0.1572123702606827,0.007752335179615407,0.09713903135946822,0.00999998292060987,0.02337143745271144,0.018949583348277798,0,78.93,5.387500000000003,364575,103743,0.9324717310736949,0.26534297413914376,0.09386997189092965,1.2916846771037682,5.277897847358455,0.7750894061089288,5.00255446025511,5.186116718324007,4.354241763469901,4.955042338003098,255849,0.595,0.573,0.5900249986163127
