fips,year,gini,ginican
06075,2012,0.561428794428781,0.5616135163652416
06075,2016,0.554669818503488,0.5548342748800223
06077,2008,0.5098238867448306,0.5101090899146357
06077,2012,0.5238685309348,0.5241004632350723
06077,2016,0.5093322322690377,0.5095790894905576
06079,2008,0.5189312100444731,0.5192071456537519
06079,2012,0.5344990284910653,0.5347340126468225
06079,2016,0.5239969048364111,0.5242240132841971
06081,2008,0.5472992020268419,0.5475164244985535
06081,2012,0.5420007733898604,0.542199528346373
06081,2016,0.5617933337925016,0.5619997129324474
06083,2008,0.5518045785691895,0.5520353816424404
06083,2012,0.549032289006643,0.5492406027300376
06083,2016,0.5446457410263513,0.5449084510614739
06085,2008,0.5397170352035302,0.5399075622954115
06085,2012,0.5470816435849183,0.5472319034702195
06085,2016,0.5591812894472996,0.5593389141395164
06087,2008,0.5494459236670324,0.5496674894824878
06087,2012,0.5532230939810264,0.5533864797770889
06087,2016,0.5889091397651944,0.5891487014767449
06089,2008,0.5154768474013325,0.5157728879528349
06089,2012,0.4943460900152795,0.4945756978733016
06089,2016,0.5116359556547974,0.5118623095709154
06095,2008,0.4778056182403547,0.4780100586839353
06095,2012,0.4944515721619446,0.49465601983763463
06095,2016,0.5164969081229374,0.5167171418570433
06097,2008,0.5243169057027247,0.5245224328449467
06097,2012,0.5220142681961342,0.5222276186907493
06097,2016,0.5188841506143327,0.5191155772821503
06099,2008,0.504905477585395,0.5051449112551154
06099,2012,0.5156261701635305,0.5158862028292788
06099,2016,0.5089994895571881,0.5092585431128782
06107,2008,0.4940126852682991,0.494279008270496
06107,2012,0.512822900526454,0.5130859818987119
06107,2016,0.49561103580753596,0.49591209477694065
06111,2008,0.5321020783122896,0.5323271512229439
06111,2012,0.5324746641134932,0.5326978961850273
06111,2016,0.5330153135297844,0.5332549909323916
06113,2008,0.5350394313314291,0.535319789675782
06113,2012,0.5565660996392319,0.5568090719329177
06113,2016,0.5683746570174459,0.5685894172164581
09001,2008,0.6104082315246113,0.6106483491379322
09001,2012,0.6115626231096547,0.6118324243450388
09001,2016,0.610882364432044,0.6111177960476653
09003,2008,0.5138976693532303,0.5141795077427105
09003,2012,0.5101529494818431,0.5104309286552962
09003,2016,0.5042816812020564,0.5045513157599544
09005,2008,0.48483593613069464,0.48510673850944386
09005,2012,0.49238502176542887,0.49265803389204166
09005,2016,0.4946037379915593,0.4948750338872401
09007,2008,0.5027493530071895,0.5030427114407416
09007,2012,0.4892348144185409,0.48951005464138575
09007,2016,0.5346506614010575,0.5349392163811046
09009,2008,0.5008338371225971,0.5010883394654684
09009,2012,0.5056058166035587,0.5059102297343543
09009,2016,0.49859339138516856,0.49887646981869693
09011,2008,0.4774697331922796,0.4777280510169817
09011,2012,0.4932686234900452,0.49359344779713865
09011,2016,0.5151314293806136,0.5154145180807177
09013,2008,0.5197110971848092,0.5199957602484062
09013,2012,0.48988287799686525,0.49002853137804436
09013,2016,0.511920695726984,0.5121190491784944
09015,2008,0.4556232780291476,0.45590822787463026
09015,2012,0.4554715053913829,0.455579342473726
09015,2016,0.4961689017857266,0.4963957666101919
10001,2008,0.4246974067105703,0.4249432022565145
10001,2012,0.46439399180645546,0.4645659939960467
10001,2016,0.4686928619619396,0.4689143636057338
10003,2008,0.5181105549586118,0.51834435169053
10003,2012,0.49949065271355775,0.49966673829169395
10003,2016,0.49398284337049425,0.4941043514033936
10005,2008,0.4941324946449642,0.49441183857732085
10005,2012,0.49476169756173194,0.49493135994913473
10005,2016,0.484789208765806,0.48495693610152557
11001,2008,0.5615093874214818,0.5617554618701206
11001,2012,0.5530346531712671,0.5532518151934482
11001,2016,0.5541214333685728,0.5543562936425133
12001,2008,0.5460425353276628,0.5462733313191848
12001,2012,0.5611505289594299,0.5614100374186819
12001,2016,0.5406643612403352,0.5409198208962493
12009,2008,0.49633569962976987,0.4965688242051556
12009,2012,0.5113204495003083,0.5115173741037324
12009,2016,0.512246923410647,0.5124946897316249
12011,2008,0.5082781650293422,0.5084723172335543
12011,2012,0.5220538010623756,0.5222767583336463
12011,2016,0.526168082994596,0.5264038787272511
12015,2008,0.4839125560324854,0.48414894307546774
12015,2012,0.4653526169090416,0.46554672618026416
12015,2016,0.5162259517123707,0.516514927347373
12019,2008,0.4712285982014308,0.4714519142353879
12019,2012,0.4794935901284495,0.479661799557789
12019,2016,0.47813269613630716,0.4783560294779079
12021,2008,0.5575646734757301,0.5577941901697727
12021,2012,0.5752219816641213,0.5754738225083997
12021,2016,0.5720720996236439,0.5723347696511496
12033,2008,0.4899937775680536,0.49025200123054447
12033,2012,0.47322331904305137,0.47349036962725677
12033,2016,0.49578356686609204,0.49605032790373116
12053,2008,0.44657479532913846,0.44679838252659465
12053,2012,0.4464475799222376,0.4467053454434904
12053,2016,0.46465730117699333,0.4648811874276362
12057,2008,0.5092745129274021,0.5094723634165348
12057,2012,0.5248751045366931,0.5251158539440439
12057,2016,0.5276819584590418,0.5278917282885232
12071,2008,0.5150148740712049,0.5152496312634867
12071,2012,0.5108576532956112,0.5111406324040217
12071,2016,0.5119892232710768,0.5122575865834733
12081,2008,0.4997804528922254,0.5000439047546479
12081,2012,0.5215237091381539,0.5217255341293026
12081,2016,0.514880339313416,0.515160578141149
12083,2008,0.48142571473525075,0.4816856283978268
12083,2012,0.4689482746860538,0.4692733323752236
12083,2016,0.4612165748335014,0.46162431107779867
12085,2008,0.5625255606460846,0.5627495527591861
12085,2012,0.5708134179675373,0.5710505275827416
12085,2016,0.5723952570463218,0.5726440743540309
12091,2008,0.47715602060786533,0.47735644930338594
12091,2012,0.4978135143188166,0.49803642083247723
12091,2016,0.5091278368474452,0.5094017055254767
12095,2008,0.5022561638713708,0.502486515945975
12095,2012,0.5174769905072727,0.5176576419685261
12095,2016,0.5115873598922909,0.5117751985158066
12097,2008,0.44786159626702327,0.4481671591885288
12097,2012,0.46938937910557066,0.4696124226279039
12097,2016,0.4488840555068385,0.44915982734141835
12099,2008,0.5502477350956427,0.5505190648800635
12099,2012,0.5509317683192644,0.5511521393336807
12099,2016,0.5516538866451166,0.5519034722597098
12101,2008,0.4746774269592111,0.47495711617330016
12101,2012,0.4796149252613623,0.47983452819403283
12101,2016,0.49876707352857297,0.4989998844666843
12103,2008,0.49509264969663114,0.49533765455475987
12103,2012,0.5011774082455164,0.5014121656461157
12103,2016,0.5019721967801777,0.5021910933555773
12105,2008,0.47623872964358105,0.4765365826373227
12105,2012,0.47129352375957856,0.47152728905825825
12105,2016,0.4699309280479842,0.4701853506724092
12113,2008,0.4987901125686468,0.4990594417949126
12113,2012,0.5027925175077645,0.5030926384361578
12113,2016,0.488133738946259,0.4883234953545923
12115,2008,0.5194124174974428,0.5196785270784403
12115,2012,0.5127469620136685,0.5129779479542549
12115,2016,0.5366083542880327,0.5368366525650572
12117,2008,0.5105811745305417,0.5108228858747452
12117,2012,0.5011564975542981,0.5013318527663841
12117,2016,0.5044760114841693,0.5046828689214635
12111,2008,0.4574069683524059,0.45767585739224614
12111,2012,0.4935711963862398,0.4937625187881167
12111,2016,0.49050437864093444,0.49076340570991306
13021,2008,0.5597705962233042,0.5600113295302833
13021,2012,0.5071338048508206,0.5073604514516035
13021,2016,0.5371735947866416,0.53739604525299
13051,2008,0.5221088186578255,0.5223723537111482
13051,2012,0.5319761166042107,0.5321318468566005
13051,2016,0.5287363770154958,0.5289776850997896
13057,2008,0.5080765163412844,0.5082387617191557
13057,2012,0.4851483581923799,0.485323688773434
13057,2016,0.5000808807254316,0.5002064588269377
13063,2008,0.419907963098766,0.42011238210881174
13063,2012,0.4650176344529775,0.4652445310285316
13063,2016,0.4462578245442448,0.4465244047798933
13067,2008,0.5214660646324076,0.5216381527312706
13067,2012,0.5230022556328787,0.5231572606675172
13067,2016,0.5207062879786277,0.5209028454582949
13135,2008,0.49812824606318784,0.49829250631751165
13135,2012,0.4940967777944375,0.494260531488635
13135,2016,0.5107162676525071,0.5109187425995287
13139,2008,0.5079701503417371,0.5082170512654614
13139,2012,0.4877013591715368,0.4879198695291507
13139,2016,0.4890629984039908,0.48930623095571946
13151,2008,0.4503850930436295,0.4506049148295119
13151,2012,0.4833536399711543,0.483548873762345
13151,2016,0.4813024968888896,0.4814819065537108
13245,2008,0.48464268059523263,0.48490956001000995
13245,2012,0.5057115495953013,0.505967890302486
13245,2016,0.4914641883486609,0.49175513575499963
15001,2008,0.48285290364538,0.48309154251495556
15001,2012,0.48406076425039,0.48420750479368735
15001,2016,0.4885958315951414,0.4888218604334611
15003,2008,0.483409072090366,0.48357443444433557
15003,2012,0.47156359278321014,0.47170696202420004
15003,2016,0.4779112704899767,0.47806728782211394
17019,2008,0.546963178063876,0.547229323807187
17019,2012,0.5411835262893749,0.5413981273173931
17019,2016,0.5457368656842194,0.5459866162492517
17031,2008,0.5286603342682352,0.5288712797637345
17031,2012,0.5280648148059547,0.5282593629744952
17031,2016,0.5338046378250907,0.5339673765884072
17043,2008,0.5335809836684395,0.5338260648600226
17043,2012,0.5287642860402212,0.5289540324404243
17043,2016,0.5282488294069947,0.528468956639017
17091,2008,0.4579369287439381,0.45817164486470574
17091,2012,0.46663636358419425,0.46679118467542935
17091,2016,0.4892558601908765,0.48959434748590525
17097,2008,0.5553818201150249,0.5556313180253483
17097,2012,0.5589595517679231,0.5591485172078592
17097,2016,0.5831417779181385,0.5833703308059057
17099,2008,0.46172639811001615,0.4620265505677139
17099,2012,0.4638501784329705,0.46415508055738997
17099,2016,0.4787791448843637,0.47905334862744553
17115,2008,0.48785629890984006,0.4881284940740045
17115,2012,0.4748415065889855,0.475095508185575
17115,2016,0.4721573306505267,0.47241864297129155
17113,2008,0.5093899928847194,0.5096914497365219
17113,2012,0.5247946062494047,0.5249608786467661
17113,2016,0.519234842727692,0.5194637126764974
17179,2008,0.4612449931275635,0.4614556083107857
17179,2012,0.45516530234352637,0.45536789210945017
17179,2016,0.47442937859258416,0.4746216022143983
18003,2008,0.47174039390107025,0.4719454544909354
18003,2012,0.47570858487531265,0.47587262637716776
18003,2016,0.4896222458773143,0.48982549849051793
18035,2008,0.5034316370525513,0.50367642064748
18035,2012,0.511417219418361,0.5117298101714312
18035,2016,0.5115053132264431,0.5117973871799393
18039,2008,0.49015710044993355,0.49037555228051133
18039,2012,0.4725462183034943,0.47277978194210846
18039,2016,0.4683725883711046,0.4685310786439061
18081,2008,0.4749964014429242,0.4752200190720828
18081,2012,0.4484616223425565,0.448606419576123
18081,2016,0.47974257927676445,0.47992634355415476
18089,2008,0.48003874545532077,0.48025003622979057
18089,2012,0.49244111580236194,0.492635555759648
18089,2016,0.4985558654089206,0.49872067738806436
18091,2008,0.4755503249990596,0.475778391558606
18091,2012,0.46287742819813027,0.46303164562669963
18091,2016,0.47216132283566525,0.4723640066540611
18097,2008,0.5015797989506643,0.5017671021098522
18097,2012,0.4866608864601826,0.486825077338608
18097,2016,0.4991107102741006,0.4993393031661526
18105,2008,0.5546423929982085,0.5548305082297418
18105,2012,0.591051216690555,0.5912753128794748
18105,2016,0.5932606440988487,0.5935706162856036
18127,2008,0.49521269873104257,0.49537126416137767
18127,2012,0.4612090283331902,0.4613465405482202
18127,2016,0.5077199917784463,0.5078899931137926
18141,2008,0.5059582769349488,0.506169273471869
18141,2012,0.5271231851539804,0.527374684868164
18141,2016,0.5455786017245285,0.5458065659684053
19013,2008,0.4969858906520188,0.4971567352970965
19013,2012,0.45885306041449325,0.45907646819796355
19013,2016,0.4939295780924202,0.4941405160635952
19103,2008,0.5324553376321413,0.5325915084486041
19103,2012,0.556899396917385,0.5570263006087259
19103,2016,0.5321238805449351,0.5323234633906395
19113,2008,0.47837554610416155,0.47855542531422657
19113,2012,0.47492605898767815,0.4751125760938919
19113,2016,0.469544177187729,0.46972854235045247
19163,2008,0.4941655508044396,0.49433344668275936
19163,2012,0.5154785182286032,0.5156502003217724
19163,2016,0.49713934525104164,0.4972744114774912
20091,2008,0.5051672832731435,0.5053321713653531
20091,2012,0.513408849181972,0.5135930558861901
20091,2016,0.5054601222346462,0.5056169148857634
20209,2008,0.4587854231907358,0.45912772516743416
20209,2012,0.4652812250809595,0.4654692694676328
20209,2016,0.44054610927988136,0.44073303456028157
21067,2008,0.5278792841242195,0.5280780844394712
21067,2012,0.5501216230115853,0.550289583607082
21067,2016,0.533521541597993,0.533782002512055
21111,2008,0.49132813218263827,0.49150422345155675
21111,2012,0.5031208466195654,0.5033333149183363
21111,2016,0.520307225996986,0.5205399751691857
21117,2008,0.5068947169951268,0.507112821554955
21117,2012,0.4858254014332035,0.48598532700802366
21117,2016,0.467812635530346,0.4679959682864592
22017,2008,0.5362242458801761,0.5366025768061036
22017,2012,0.5304312942567231,0.5306380230745162
22017,2016,0.5498561407284706,0.5501565244649669
22073,2008,0.5649287534738148,0.5652960372414952
22073,2012,0.4854636362308993,0.4856088226903239
22073,2016,0.5090629942401037,0.5093997320365702
22109,2008,0.5196449511456418,0.5198341529059718
22109,2012,0.5271185394582021,0.5274210829324346
22109,2016,0.5505348107970804,0.5509484401551958
23001,2008,0.4701957033136759,0.47037993471093387
23001,2012,0.43639246423550615,0.43657711519770714
23001,2016,0.4564964538885987,0.4566823817281005
23011,2008,0.45901133102005687,0.4591899727441273
23011,2012,0.4700797771456404,0.4703096908494615
23011,2016,0.461771380130616,0.46196589772731045
24003,2008,0.48195697859782016,0.48216338902102507
24003,2012,0.4939839318925239,0.4941700273554943
24003,2016,0.5028270247253723,0.5029823113953853
24510,2008,0.5098358328459662,0.5101305857666603
24510,2012,0.5109537732647772,0.5112279790982939
24510,2016,0.5147179251055233,0.5150013491582968
24005,2008,0.4864138501820763,0.486652473252434
24005,2012,0.492354313933939,0.49254833842064727
24005,2016,0.4866093006555521,0.48682655726065605
24013,2008,0.4876308594982881,0.48783158803422566
24013,2012,0.4754786408585596,0.475667415616158
24013,2016,0.48273001723135756,0.4829813372053309
24017,2008,0.4307308952572214,0.4309287912529669
24017,2012,0.4338756251791628,0.43404241811629163
24017,2016,0.4631190631959756,0.4633693993162069
24021,2008,0.49425807403852373,0.49443688422627474
24021,2012,0.4711838000768348,0.47133260365149
24021,2016,0.4969102929136735,0.4970951827870067
24025,2008,0.4678252722593258,0.46804369847171756
24025,2012,0.47907711337909487,0.4792622605845054
24025,2016,0.47042032818922974,0.4706150689067954
24027,2008,0.485391678931007,0.48551002378275143
24027,2012,0.4786690300460037,0.47878336569630164
24027,2016,0.5026891091310774,0.5028988879217877
24031,2008,0.5367482890473767,0.5369258857770092
24031,2012,0.5268335685626675,0.5270071633510724
24031,2016,0.5350377767448647,0.5352019932481653
24033,2008,0.4346163957624678,0.43475206068933403
24033,2012,0.4648704903152465,0.46504514743264735
24033,2016,0.4584331000799543,0.45860209630905047
24043,2008,0.4755198757588156,0.47577239501302415
24043,2012,0.4551055812543031,0.4552894150214115
24043,2016,0.48252903952481263,0.48276948704173606
25025,2008,0.5536178210926856,0.5539142649309952
25025,2012,0.5662970300324349,0.5665163758601466
25025,2016,0.5485772663267101,0.5488041674079795
26021,2008,0.5137326491139792,0.5139364534402944
26021,2012,0.517739295681755,0.5178928065131458
26021,2016,0.5197334670706251,0.5199286852799219
26075,2008,0.4686741928892185,0.46888335067509956
26075,2012,0.49145526160914943,0.4916642709518442
26075,2016,0.4614918457735928,0.461730798870434
26081,2008,0.509118246486373,0.5093032247250449
26081,2012,0.5118723372779959,0.5120490661812482
26081,2016,0.5181393328745785,0.5183598803931773
26093,2008,0.5083628821909161,0.5085080870829017
26093,2012,0.4938460057371078,0.4939688110210909
26093,2016,0.5021744339295614,0.5023428355492001
26099,2008,0.4774386301361313,0.4776326568122613
26099,2012,0.47984285826747963,0.48004111856198506
26099,2016,0.4811176586928405,0.4813535781212295
26115,2008,0.47236916292439224,0.4725605226000198
26115,2012,0.47639517563420997,0.4765964548986119
26115,2016,0.4486069035505661,0.4487305652285727
26121,2008,0.4786467283703003,0.4788546297751566
26121,2012,0.49656310698898176,0.4968664758663408
26121,2016,0.44013855725367734,0.4403295518496293
26125,2008,0.5325476538959277,0.5327241098455033
26125,2012,0.5297856568056564,0.5299412301137636
26125,2016,0.5364602273446241,0.5366590032560907
26139,2008,0.48865787280330675,0.4888904056722936
26139,2012,0.49161551851970653,0.4918419341657909
26139,2016,0.5111130099045678,0.5113721538814957
26145,2008,0.5138298298602518,0.5140158452677497
26145,2012,0.46418535313280795,0.46439935596907844
26145,2016,0.5168268742751841,0.5171418653596334
26161,2008,0.5462281984313713,0.5463832657996477
26161,2012,0.5249962326250492,0.5251390910302689
26161,2016,0.5494192104142427,0.5496116289438078
26163,2008,0.5067856581216563,0.5069738500774292
26163,2012,0.5189813460267672,0.5191968114252177
26163,2016,0.5115828709207999,0.5118265062617411
27003,2008,0.4256010971750904,0.4257912673825217
27003,2012,0.44389956575598366,0.4440937568520553
27003,2016,0.4512283791985875,0.45144328240013465
27037,2008,0.45722527952256975,0.4574420701567874
27037,2012,0.4760142675397241,0.47617908105746665
27037,2016,0.4793230549488252,0.47944614819033404
27053,2008,0.5364987295343395,0.5367358549385699
27053,2012,0.5236965852764371,0.5239137603441577
27053,2016,0.5191393191044562,0.5193631024999377
27109,2008,0.4965005085436791,0.49670089679497664
27109,2012,0.473468131611646,0.4735983170264433
27109,2016,0.4820768262873505,0.4822675123005524
27123,2008,0.5126509900622983,0.5129580972385952
27123,2012,0.5186497525700134,0.5188329674634247
27123,2016,0.5037014811962286,0.5039359493351299
27163,2008,0.5159240724984536,0.516133494049825
27163,2012,0.4975338453099526,0.49771240368775693
27163,2016,0.4897339487312048,0.4899181540775146
28033,2008,0.4354200723438466,0.4355906164097405
28033,2012,0.45743370183395504,0.45758676595016823
28033,2016,0.4810514794827627,0.48119559325306227
28047,2008,0.483543873905833,0.4836915493205822
28047,2012,0.482552597414485,0.48273497587484826
28047,2016,0.4903773309079519,0.4906215241042844
28059,2008,0.4815689531977563,0.48175023260043304
28059,2012,0.5092329985521663,0.5093934666539894
28059,2016,0.4649676101010971,0.46513975159771803
29019,2008,0.5429084546474376,0.5431629861597571
29019,2012,0.5403764335052409,0.5405737270174598
29019,2016,0.536089794346344,0.5362856701848102
29099,2008,0.4063335052529099,0.40651464266193216
29099,2012,0.4649499384884198,0.4651208159256157
29099,2016,0.43263642871339647,0.43284417965747934
29183,2008,0.4617160433327546,0.4618657828548294
29183,2012,0.4725227839155267,0.47264056277163036
29183,2016,0.48534217532940394,0.4854948366390772
29510,2008,0.4943561196976475,0.49462042238968706
29510,2012,0.5119052092644205,0.5121501771720318
29510,2016,0.5158545518066446,0.5160985302666745
29189,2008,0.5336306793138692,0.5337981183176908
29189,2012,0.5284005977031828,0.5285702901371678
29189,2016,0.5421923595370635,0.5423713790137299
31055,2008,0.5128983085026193,0.5130905505225201
31055,2012,0.5103218639623273,0.5105674032984098
31055,2016,0.5158374736085455,0.5160435964850194
31109,2008,0.4812810602853911,0.48153063145059605
31109,2012,0.49218218434733496,0.4923424450835796
31109,2016,0.49893300205098134,0.49916745721969846
32003,2008,0.4729055844661896,0.4731023191479835
32003,2012,0.4808768754140126,0.4811195868519462
32003,2016,0.49210585965037557,0.49230397073279164
32031,2008,0.4967343546153994,0.496954153862589
32031,2012,0.5105046205638435,0.5107554964639576
32031,2016,0.5112364152553218,0.511425450845195
34003,2008,0.5248519889267205,0.5250224307221742
34003,2012,0.541897840469032,0.5420860863323469
34003,2016,0.5382332497328401,0.5384301854478508
34005,2008,0.48483804832390887,0.4850817423276794
34005,2012,0.5016082455465113,0.5018058036235971
34005,2016,0.4931504655361697,0.49337632735773695
34007,2008,0.5003025651320103,0.5006129812259132
34007,2012,0.5147734032994775,0.5149990898150918
34007,2016,0.5060963380112292,0.5063494724913653
34013,2008,0.5528658745173318,0.553128040802676
34013,2012,0.5598833420976612,0.5600913807534198
34013,2016,0.5676007554693332,0.5678104265161892
34017,2008,0.5141033803514374,0.5143630901703773
34017,2012,0.5143537133450959,0.5145966266254618
34017,2016,0.5368913762740977,0.5371091442819989
34019,2008,0.53001838624036,0.5302771326838922
34019,2012,0.5405959891548834,0.5407520411674795
34019,2016,0.534826524525804,0.5349934743528877
34021,2008,0.5457171952618232,0.5459490271491632
34021,2012,0.5631157677308172,0.5633595796466011
34021,2016,0.5543032591858084,0.5545073179616793
34023,2008,0.48605135856945014,0.48627735554487117
34023,2012,0.5088679528821831,0.5090816269691913
34023,2016,0.49459285000032716,0.4948017107576561
34025,2008,0.5442827644965366,0.5444646879367383
34025,2012,0.5340418651482726,0.5342675734210616
34025,2016,0.5337758642184474,0.5339551092325792
34027,2008,0.5401205855388438,0.5403151567024906
34027,2012,0.529697676242784,0.5298982841201223
34027,2016,0.5513737458760857,0.5515528495388935
34029,2008,0.4942547949563333,0.4945794658167415
34029,2012,0.48155617809849727,0.48177805622992764
34029,2016,0.49240594720718256,0.4926626409876462
34031,2008,0.5022683480166896,0.5025495383671341
34031,2012,0.5155063402690482,0.5157640955269471
34031,2016,0.5107604259394802,0.5109768875931877
34035,2008,0.546173926915401,0.5463769061526023
34035,2012,0.5377801041833354,0.5379809769175381
34035,2016,0.5404136373546842,0.5406345528064662
34037,2008,0.4829958036123192,0.48321851489538403
34037,2012,0.4886371179328781,0.4888563475076353
34037,2016,0.49457843124858814,0.49477488522245494
34039,2008,0.5372700247796118,0.5374942387931014
34039,2012,0.5336028429263984,0.5338159519836836
34039,2016,0.5498117581866331,0.5500059204072159
34041,2008,0.4996097253193569,0.49984767498793303
34041,2012,0.47084803565088906,0.47102169418738526
34041,2016,0.49046458798946546,0.49066897835839995
35013,2008,0.4967019098213876,0.49688381281711713
35013,2012,0.4890989723586444,0.4893142614789383
35013,2016,0.5016323822841642,0.5018800769709344
36001,2008,0.4846573334394081,0.4849062366727708
36001,2012,0.4965405072826332,0.49681590600698655
36001,2016,0.5263722201777774,0.5266706008099504
36005,2008,0.4891156899811,0.4893566863545402
36005,2012,0.5002254235097935,0.5005356711815239
36005,2016,0.48703886472924374,0.4873032920315836
36013,2008,0.4534919219572301,0.45365002592484416
36013,2012,0.5057616330859018,0.5062120999574518
36013,2016,0.44908845607131387,0.4492562290021169
36027,2008,0.5135144595958301,0.5138446365715481
36027,2012,0.5064790637075041,0.5067366699548188
36027,2016,0.5310314859404326,0.5312675879310405
36029,2008,0.49869809992482506,0.49900483154942776
36029,2012,0.48874346957648684,0.4890392669587982
36029,2016,0.49095648961073846,0.491298663432417
36047,2008,0.5115046606237708,0.5118397077867485
36047,2012,0.5147247990578716,0.5150160114203572
36047,2016,0.5409903241467797,0.5412628067529113
36059,2008,0.551653649997605,0.5518442337390752
36059,2012,0.5354614400360553,0.5356457064654023
36059,2016,0.5396199996073283,0.5398060334516686
36061,2008,0.6274697916414459,0.6276707844888278
