fips,year,state,st,county,poptotal,vap,vep,to.vap,to.vep,earnmed,earnpc,incmed,incpc,gini,femaleprop,whiteprop,nonwhprop,blackprop,hispprop,aapiprop,aianprop,multiprop,otherprop,oldprop,uninsprop,ur.6mo,ur.oct,ur.trend,hsprop,baccprop,gradprop,enrollprop,health_index,attain_index,enroll_index,ed_index,inc_index,hdi
01055,2008,Alabama,AL,Etowah County,103307,78949,77057,0.5666569557562477,0.5805702272343849,32258.180000000004,39478.71636051456,33486,43355.07823520017,0.48961753673357566,0.5187257397853001,0.8030336763239664,0.19696632367603362,0.15654311905291993,0.014393990726669054,0.005236818415015439,0.004752824106788504,0.016039571374640633,0,0.2210305206810768,0.16664892020869834,6.15,6.6,0.006592929023960006,0.9255290229350579,0.197759432275049,0.08411428898459074,0.7631348216092264,2.3142089856580537,4.7160182946313185,4.660994903120756,4.697677164127797,5.116386277642122,3.8172419645697926
01055,2012,Alabama,AL,Etowah County,104357,80883,78195,0.5258212479754707,0.5438966685849479,25080,33248.124951151905,26125,35501.13588153769,0.4883055331140921,0.5173011872706191,0.78655001581111,0.21344998418889005,0.1514991806970304,0.03611640809912128,0.0021943904098431347,0.006516093793420661,0.01712391118947459,0.008873386548099313,0.23443563920005367,0.14268328909416714,8.616666666666667,8.5,0.0011038037771492024,0.8911624526535005,0.1427732818986121,0.04636113324108628,0.7641769694492695,2.595155709342561,3.868645785287992,4.6907705556934145,4.142687375423133,3.3953762158982013,3.317247136582884
01055,2016,Alabama,AL,Etowah County,102361,79053,76168,0.5586631753380643,0.5798235479466443,25000,35320.33624340911,27000,37706.656884778284,0.46904286364879133,0.5135354285323512,0.7790760152792567,0.22092398472074326,0.1592012582917322,0.03804183233848829,0.00788386201776067,0.004865134181963834,0.00901710612440285,0.0019147917663954045,0.23601762389972744,0.07402233272437744,5.983333333333333,6.1,1.668014811167829e-4,0.9426050123543946,0.16385457112601481,0.05684433462760325,0.8127934479471882,2.5512165650573957,4.422026120720084,6.079812798491093,4.974621679977087,3.62377787145022,3.582803454927833
01055,Pooled,Alabama,AL,Etowah County,103307,78949,77057,0.5666569557562477,0.5805702272343849,32258.180000000004,39478.71636051456,33486,43355.07823520017,0.48961753673357566,0.5187257397853001,0.8030336763239664,0.19696632367603362,0.15654311905291993,0.014393990726669054,0.005236818415015439,0.004752824106788504,0.016039571374640633,0,0.2210305206810768,0.16664892020869834,6.15,6.6,0.006592929023960006,0.9255290229350579,0.197759432275049,0.08411428898459074,0.7631348216092264,2.3142089856580537,4.7160182946313185,4.660994903120756,4.697677164127797,5.116386277642122,3.8172419645697926
01055,Pooled,Alabama,AL,Etowah County,104357,80883,78195,0.5258212479754707,0.5438966685849479,25080,33248.124951151905,26125,35501.13588153769,0.4883055331140921,0.5173011872706191,0.78655001581111,0.21344998418889005,0.1514991806970304,0.03611640809912128,0.0021943904098431347,0.006516093793420661,0.01712391118947459,0.008873386548099313,0.23443563920005367,0.14268328909416714,8.616666666666667,8.5,0.0011038037771492024,0.8911624526535005,0.1427732818986121,0.04636113324108628,0.7641769694492695,2.595155709342561,3.868645785287992,4.6907705556934145,4.142687375423133,3.3953762158982013,3.317247136582884
01055,Pooled,Alabama,AL,Etowah County,102361,79053,76168,0.5586631753380643,0.5798235479466443,25000,35320.33624340911,27000,37706.656884778284,0.46904286364879133,0.5135354285323512,0.7790760152792567,0.22092398472074326,0.1592012582917322,0.03804183233848829,0.00788386201776067,0.004865134181963834,0.00901710612440285,0.0019147917663954045,0.23601762389972744,0.07402233272437744,5.983333333333333,6.1,1.668014811167829e-4,0.9426050123543946,0.16385457112601481,0.05684433462760325,0.8127934479471882,2.5512165650573957,4.422026120720084,6.079812798491093,4.974621679977087,3.62377787145022,3.582803454927833
01073,2008,Alabama,AL,Jefferson County,659587,499627,480567,0.6375235926000796,0.6628087238616052,33486,44646.16414242148,33932.48,48076.670778111955,0.514267045454913,0.5260321989366074,0.5328167474495404,0.46718325255045956,0.4094365110288711,0.03351794380422901,0.011240367078186805,0.0015358095292963628,0.010996274941743848,0.010679409994435913,0.18733995666985553,0.12308004857585125,5.616666666666667,6,0.006809720708001809,0.9985241249680645,0.3006633453775685,0.10337968538997773,0.7795803546080987,2.933539340034426,6.017114371570739,5.130867274517107,5.721698672552861,5.208215363918853,4.4381496740397886
01073,2012,Alabama,AL,Jefferson County,660859,506126,482615,0.6004789321236214,0.6297317737741264,31349.999999999996,42307.25220283154,31381.35,44915.50779776705,0.5103720439592716,0.5284924620834399,0.5099650606256403,0.4900349393743597,0.42384986812618125,0.03911273055220554,0.015818805524325158,0.0020836517320638745,0.00848441195474375,0.014919975365395645,0.19433948845366408,0.12670024922108952,7.733333333333333,7.1,-2.537191203734013e-4,1.0140060646214586,0.32157643978228867,0.12500084796161334,0.762689197594858,3.417436588731266,6.403889015769071,4.648262788424515,5.818680273320885,4.66634012531061,4.527242764518029
01073,2016,Alabama,AL,Jefferson County,660095,507971,485106,0.5988353665858878,0.627060889784913,30500,45429.016519151424,35000,49289.5216229528,0.5443208158379939,0.5268665873851491,0.501556594126603,0.49844340587339697,0.42241798528999613,0.03623417841371318,0.011377150258674888,0.0016694566691158091,0.025181223914739544,0.02177413857096327,0.21375105098508548,0.08270021739295101,5.816666666666666,5.9,7.051381889981362e-4,1.0092329940486122,0.34672673674842874,0.12381111296512598,0.8031034258878524,3.4133152018504282,6.531805625081114,5.802955025367213,6.2888554251764806,5.422967602946497,4.882718331191663
01073,Pooled,Alabama,AL,Jefferson County,659587,499627,480567,0.6375235926000796,0.6628087238616052,33486,44646.16414242148,33932.48,48076.670778111955,0.514267045454913,0.5260321989366074,0.5328167474495404,0.46718325255045956,0.4094365110288711,0.03351794380422901,0.011240367078186805,0.0015358095292963628,0.010996274941743848,0.010679409994435913,0.18733995666985553,0.12308004857585125,5.616666666666667,6,0.006809720708001809,0.9985241249680645,0.3006633453775685,0.10337968538997773,0.7795803546080987,2.933539340034426,6.017114371570739,5.130867274517107,5.721698672552861,5.208215363918853,4.4381496740397886
01073,Pooled,Alabama,AL,Jefferson County,660859,506126,482615,0.6004789321236214,0.6297317737741264,31349.999999999996,42307.25220283154,31381.35,44915.50779776705,0.5103720439592716,0.5284924620834399,0.5099650606256403,0.4900349393743597,0.42384986812618125,0.03911273055220554,0.015818805524325158,0.0020836517320638745,0.00848441195474375,0.014919975365395645,0.19433948845366408,0.12670024922108952,7.733333333333333,7.1,-2.537191203734013e-4,1.0140060646214586,0.32157643978228867,0.12500084796161334,0.762689197594858,3.417436588731266,6.403889015769071,4.648262788424515,5.818680273320885,4.66634012531061,4.527242764518029
01073,Pooled,Alabama,AL,Jefferson County,660095,507971,485106,0.5988353665858878,0.627060889784913,30500,45429.016519151424,35000,49289.5216229528,0.5443208158379939,0.5268665873851491,0.501556594126603,0.49844340587339697,0.42241798528999613,0.03623417841371318,0.011377150258674888,0.0016694566691158091,0.025181223914739544,0.02177413857096327,0.21375105098508548,0.08270021739295101,5.816666666666666,5.9,7.051381889981362e-4,1.0092329940486122,0.34672673674842874,0.12381111296512598,0.8031034258878524,3.4133152018504282,6.531805625081114,5.802955025367213,6.2888554251764806,5.422967602946497,4.882718331191663
01081,2008,Alabama,AL,Lee County,133137,106030,102711,0.5123549938696595,0.5289112169095812,22324,33832.009414344386,26230.7,38844.78860664937,0.5066463733134061,0.50139330163666,0.7369251222425021,0.26307487775749794,0.21576271059134575,0.01810165468652591,0.018822716449972583,0.0032447779355100387,0.007143018094143626,0.0025086940519915574,0.13628067329142163,0.0953679292758587,5.4,5.5,0.005223348188043423,1.1985280872854533,0.3636164792465454,0.15061372584339056,0.8056872962897906,3.892411983380714,8.085055282502594,5.876779893994018,7.348963486333068,3.423370055376209,4.609278107182656
01081,2012,Alabama,AL,Lee County,147540,115323,109992,0.4713630411973327,0.4942086697214343,20900,35874.804671206104,23721.5,37883.53338528466,0.5489528870453914,0.5102480683204554,0.6911278297410871,0.3088721702589129,0.22215670326691067,0.0361596855090145,0.028880303646468753,0.0031652433238443813,0.018510234512674528,0.027456960824183273,0.15294157516605666,0.101667344448963,7.1,6.4,4.207718085400236e-4,1.217014815605613,0.3823825961116449,0.15360070222886493,0.8640073155161407,4.0850453893932155,8.35332075964082,7.543066157604023,8.083235892295221,2.7262666593023854,4.481776109743314
01081,2016,Alabama,AL,Lee County,158607,125771,118869,0.470625183865915,0.49795152647031604,25700,34104.99517645211,27000,37276.23799160927,0.49643094385064224,0.49678765754348797,0.6752350148480206,0.3247649851519794,0.23097971716254642,0.03787979092978242,0.03984691722307338,0,0.0160585598365772,0.0058194152843191035,0.161014331019438,0.06746864892470067,5.35,5.2,4.383563020312313e-4,1.1768673546804684,0.41060497406957047,0.15492782090855237,0.8448624308608708,4.83354325076581,8.282667664390608,6.9960694531677365,7.853801593982984,3.62377787145022,5.162210396616224
01081,Pooled,Alabama,AL,Lee County,133137,106030,102711,0.5123549938696595,0.5289112169095812,22324,33832.009414344386,26230.7,38844.78860664937,0.5066463733134061,0.50139330163666,0.7369251222425021,0.26307487775749794,0.21576271059134575,0.01810165468652591,0.018822716449972583,0.0032447779355100387,0.007143018094143626,0.0025086940519915574,0.13628067329142163,0.0953679292758587,5.4,5.5,0.005223348188043423,1.1985280872854533,0.3636164792465454,0.15061372584339056,0.8056872962897906,3.892411983380714,8.085055282502594,5.876779893994018,7.348963486333068,3.423370055376209,4.609278107182656
01081,Pooled,Alabama,AL,Lee County,147540,115323,109992,0.4713630411973327,0.4942086697214343,20900,35874.804671206104,23721.5,37883.53338528466,0.5489528870453914,0.5102480683204554,0.6911278297410871,0.3088721702589129,0.22215670326691067,0.0361596855090145,0.028880303646468753,0.0031652433238443813,0.018510234512674528,0.027456960824183273,0.15294157516605666,0.101667344448963,7.1,6.4,4.207718085400236e-4,1.217014815605613,0.3823825961116449,0.15360070222886493,0.8640073155161407,4.0850453893932155,8.35332075964082,7.543066157604023,8.083235892295221,2.7262666593023854,4.481776109743314
01081,Pooled,Alabama,AL,Lee County,158607,125771,118869,0.470625183865915,0.49795152647031604,25700,34104.99517645211,27000,37276.23799160927,0.49643094385064224,0.49678765754348797,0.6752350148480206,0.3247649851519794,0.23097971716254642,0.03787979092978242,0.03984691722307338,0,0.0160585598365772,0.0058194152843191035,0.161014331019438,0.06746864892470067,5.35,5.2,4.383563020312313e-4,1.1768673546804684,0.41060497406957047,0.15492782090855237,0.8448624308608708,4.83354325076581,8.282667664390608,6.9960694531677365,7.853801593982984,3.62377787145022,5.162210396616224
01097,2008,Alabama,AL,Mobile County,406412,299521,289406,0.6057137896841958,0.6268840314298944,27905.000000000004,38666.91964295768,32369.800000000003,41450.15209607774,0.49451347800071344,0.5201224373296064,0.604344852022086,0.395655147977914,0.34388256252276017,0.014162967628908596,0.020341426926370285,0.005452594903693789,0.01013011426827948,0.0039614971998858306,0.17706908260582857,0.15327549383384348,5.933333333333334,6.3,0.00722370992619521,0.9633057482922631,0.19887354679083777,0.06863603881883774,0.7666532501509358,3.0441236323589265,4.872102226012925,4.76152143288388,4.8352419616365765,4.881347001041117,4.157255596106857
01097,2012,Alabama,AL,Mobile County,413342,311791,296651,0.560837227501756,0.5894603422877388,26125,35998.28922943523,28214.999999999996,38901.08183160876,0.4944091255521833,0.5215753540651566,0.5845691945168892,0.41543080548311084,0.3468314374053447,0.026164773964416875,0.020266510540908014,0.010925577366926177,0.011242506205515045,0.00270720130061789,0.1953225174310861,0.16817066738923217,9.533333333333333,8.7,4.4488768532799383e-4,0.9580927643784787,0.22879035250463822,0.08174768089053804,0.750242954324587,3.1375183120680328,5.124205318491032,4.292655837845343,4.847022158275802,3.9289467028228895,3.9094212621811892
01097,2016,Alabama,AL,Mobile County,415126,317422,304975,0.5441872333990713,0.566397245675875,28000,40180.2196130158,30000,42412.81287454691,0.49815417161758424,0.5259270679263646,0.571303652385059,0.428696347614941,0.3554559338610446,0.027825286780399205,0.017845184353666117,0.007840992855181318,0.017577795657222145,0.011382086402682559,0.21311119997302025,0.11928426550011322,6.666666666666667,6.7,9.872437060074748e-5,0.9813500512577873,0.24059616749467708,0.07656766386361843,0.7699315108489818,3.287490345566435,5.323425884107218,4.855186024256624,5.167345930823686,4.354241763469901,4.197733409875419
01097,Pooled,Alabama,AL,Mobile County,406412,299521,289406,0.6057137896841958,0.6268840314298944,27905.000000000004,38666.91964295768,32369.800000000003,41450.15209607774,0.49451347800071344,0.5201224373296064,0.604344852022086,0.395655147977914,0.34388256252276017,0.014162967628908596,0.020341426926370285,0.005452594903693789,0.01013011426827948,0.0039614971998858306,0.17706908260582857,0.15327549383384348,5.933333333333334,6.3,0.00722370992619521,0.9633057482922631,0.19887354679083777,0.06863603881883774,0.7666532501509358,3.0441236323589265,4.872102226012925,4.76152143288388,4.8352419616365765,4.881347001041117,4.157255596106857
01097,Pooled,Alabama,AL,Mobile County,413342,311791,296651,0.560837227501756,0.5894603422877388,26125,35998.28922943523,28214.999999999996,38901.08183160876,0.4944091255521833,0.5215753540651566,0.5845691945168892,0.41543080548311084,0.3468314374053447,0.026164773964416875,0.020266510540908014,0.010925577366926177,0.011242506205515045,0.00270720130061789,0.1953225174310861,0.16817066738923217,9.533333333333333,8.7,4.4488768532799383e-4,0.9580927643784787,0.22879035250463822,0.08174768089053804,0.750242954324587,3.1375183120680328,5.124205318491032,4.292655837845343,4.847022158275802,3.9289467028228895,3.9094212621811892
01097,Pooled,Alabama,AL,Mobile County,415126,317422,304975,0.5441872333990713,0.566397245675875,28000,40180.2196130158,30000,42412.81287454691,0.49815417161758424,0.5259270679263646,0.571303652385059,0.428696347614941,0.3554559338610446,0.027825286780399205,0.017845184353666117,0.007840992855181318,0.017577795657222145,0.011382086402682559,0.21311119997302025,0.11928426550011322,6.666666666666667,6.7,9.872437060074748e-5,0.9813500512577873,0.24059616749467708,0.07656766386361843,0.7699315108489818,3.287490345566435,5.323425884107218,4.855186024256624,5.167345930823686,4.354241763469901,4.197733409875419
01117,2008,Alabama,AL,Shelby County,187828,135672,130077,0.6681039566012147,0.6968411018089286,42415.600000000006,57895.56287433163,44648,62656.21070880408,0.5091238130993023,0.5090721298209,0.8345401111655344,0.1654598888344656,0.09561939646911004,0.042554890644632325,0.010184849969120684,0.0026194177651894285,0.014481333986413101,0.012138765253316865,0.13745554443426966,0.07178375960985582,3.8666666666666667,4.1,0.004594074528107456,1.0456281474972116,0.4636411261702775,0.141328962044141,0.7886067261496225,5.088243323537442,7.670654904744199,5.388763604274929,6.910024471254442,7.11088454860616,6.299755506127541
01117,2012,Alabama,AL,Shelby County,200834,150788,141889,0.6134904634321033,0.6519673829542811,36575,50148.56499765436,37620,52925.34985078127,0.5025129180992597,0.5137875060995648,0.7924654192019279,0.20753458079807208,0.11398966310485277,0.05982054831353257,0.023312785683698975,0.0035900295766653056,0.006821554119322426,0.03618411225190954,0.17389983767688738,0.08593664419371222,5.2,4.9,1.728304503137543e-4,1.0058348925092997,0.4036872970914281,0.13371443784619252,0.8085063325294702,5.166822069972027,6.954910849646136,5.957323786556294,6.622381828616188,5.92344497378694,5.874046235432753
01117,2016,Alabama,AL,Shelby County,210713,160855,153301,0.6294737496503062,0.6604914514582423,40000,51380.03319848114,41000,54963.13597004862,0.517967954524321,0.5052132521486572,0.7817410411317764,0.21825895886822355,0.11707868048008428,0.057376621281079,0.02182589588682236,0.0023776416262878894,0.016605525050661325,0.034563600727055284,0.20579650994480644,0.07174687845552956,4.366666666666667,4.4,6.802686910605359e-4,1.0080792609304603,0.4179344413856864,0.1499527387383658,0.7906009741857741,5.613728912158232,7.173109607030085,5.445742119593548,6.597320444551238,6.519933785568148,6.227122371971983
01117,Pooled,Alabama,AL,Shelby County,187828,135672,130077,0.6681039566012147,0.6968411018089286,42415.600000000006,57895.56287433163,44648,62656.21070880408,0.5091238130993023,0.5090721298209,0.8345401111655344,0.1654598888344656,0.09561939646911004,0.042554890644632325,0.010184849969120684,0.0026194177651894285,0.014481333986413101,0.012138765253316865,0.13745554443426966,0.07178375960985582,3.8666666666666667,4.1,0.004594074528107456,1.0456281474972116,0.4636411261702775,0.141328962044141,0.7886067261496225,5.088243323537442,7.670654904744199,5.388763604274929,6.910024471254442,7.11088454860616,6.299755506127541
01117,Pooled,Alabama,AL,Shelby County,200834,150788,141889,0.6134904634321033,0.6519673829542811,36575,50148.56499765436,37620,52925.34985078127,0.5025129180992597,0.5137875060995648,0.7924654192019279,0.20753458079807208,0.11398966310485277,0.05982054831353257,0.023312785683698975,0.0035900295766653056,0.006821554119322426,0.03618411225190954,0.17389983767688738,0.08593664419371222,5.2,4.9,1.728304503137543e-4,1.0058348925092997,0.4036872970914281,0.13371443784619252,0.8085063325294702,5.166822069972027,6.954910849646136,5.957323786556294,6.622381828616188,5.92344497378694,5.874046235432753
01117,Pooled,Alabama,AL,Shelby County,210713,160855,153301,0.6294737496503062,0.6604914514582423,40000,51380.03319848114,41000,54963.13597004862,0.517967954524321,0.5052132521486572,0.7817410411317764,0.21825895886822355,0.11707868048008428,0.057376621281079,0.02182589588682236,0.0023776416262878894,0.016605525050661325,0.034563600727055284,0.20579650994480644,0.07174687845552956,4.366666666666667,4.4,6.802686910605359e-4,1.0080792609304603,0.4179344413856864,0.1499527387383658,0.7906009741857741,5.613728912158232,7.173109607030085,5.445742119593548,6.597320444551238,6.519933785568148,6.227122371971983
04005,2008,Arizona,AZ,Coconino County,128339,95253,89788,0.570522713195385,0.6052479173163452,27905.000000000004,34697.35541689577,29021.2,37139.38048807154,0.4874759373291574,0.49878836518906955,0.557429931665355,0.44257006833464496,0.009786580852274055,0.11453260505380282,0.01290332634662885,0.2847224927730464,0.01960432915949166,0.027988374539306058,0.12047000522054871,0.2486149962209461,5.683333333333334,6,0.006270881586020687,1.095533531033765,0.34483117423651216,0.12275636023099734,0.7823312936872591,4.716143161247837,7.087473770008498,5.209465533921689,6.461471024646228,4.12426889339789,5.009047128844214
04005,2012,Arizona,AZ,Coconino County,136531,105850,102105,0.4887198866320265,0.506645120219382,21213.5,34935.25744474021,23512.5,37931.54020570735,0.571594117838886,0.5128871831305711,0.5528854252880299,0.44711457471197014,0.014238524584160374,0.1369286096197933,0.015359149204210033,0.25704052559491986,0.023049710322197887,0.038672535907596076,0.1408105118983967,0.2017417289846262,8.416666666666666,7.8,-0.0035699033857685995,1.178522864625302,0.32707997582594683,0.13022512087026591,0.7785592783012557,5.240121083203796,7.572186408810099,5.101693665750164,6.7486888277901205,2.6649123238785326,4.550731551549064
04005,2016,Arizona,AZ,Coconino County,140682,111862,108842,0.5344442259212243,0.5492732584847762,24000,30809.061762467918,25000,33398.77798269258,0.5106237591804317,0.4976329594404401,0.5466726375797899,0.4533273624202101,0.015296910763281728,0.13731678537410613,0.019071380844742043,0.2515815811546609,0.027914018851025717,0.01985328613468674,0.1769807082640281,0.10166190415262791,5.983333333333333,5.8,-0.0017298117454367836,1.248495302407516,0.37411920140927774,0.15876394597768645,0.8237873237873238,5.6789186952623965,8.542522998629869,6.39392353678068,7.826323178013472,3.090207384525532,5.159453287974025
04005,Pooled,Arizona,AZ,Coconino County,128339,95253,89788,0.570522713195385,0.6052479173163452,27905.000000000004,34697.35541689577,29021.2,37139.38048807154,0.4874759373291574,0.49878836518906955,0.557429931665355,0.44257006833464496,0.009786580852274055,0.11453260505380282,0.01290332634662885,0.2847224927730464,0.01960432915949166,0.027988374539306058,0.12047000522054871,0.2486149962209461,5.683333333333334,6,0.006270881586020687,1.095533531033765,0.34483117423651216,0.12275636023099734,0.7823312936872591,4.716143161247837,7.087473770008498,5.209465533921689,6.461471024646228,4.12426889339789,5.009047128844214
04005,Pooled,Arizona,AZ,Coconino County,136531,105850,102105,0.4887198866320265,0.506645120219382,21213.5,34935.25744474021,23512.5,37931.54020570735,0.571594117838886,0.5128871831305711,0.5528854252880299,0.44711457471197014,0.014238524584160374,0.1369286096197933,0.015359149204210033,0.25704052559491986,0.023049710322197887,0.038672535907596076,0.1408105118983967,0.2017417289846262,8.416666666666666,7.8,-0.0035699033857685995,1.178522864625302,0.32707997582594683,0.13022512087026591,0.7785592783012557,5.240121083203796,7.572186408810099,5.101693665750164,6.7486888277901205,2.6649123238785326,4.550731551549064
