fips,state,state_name,county,division,region,ur12mo,ur6mo
18037,IN,Indiana,Dubois County,East North Central,North Central,3.191666666666667,3.0166666666666666
18039,IN,Indiana,Elkhart County,East North Central,North Central,3.591666666666667,3.466666666666667
18041,IN,Indiana,Fayette County,East North Central,North Central,5.941666666666666,5.483333333333333
18043,IN,Indiana,Floyd County,East North Central,North Central,4.158333333333333,4
18045,IN,Indiana,Fountain County,East North Central,North Central,6,5.55
18047,IN,Indiana,Franklin County,East North Central,North Central,4.458333333333333,3.9166666666666665
18049,IN,Indiana,Fulton County,East North Central,North Central,4.841666666666667,4.4
18051,IN,Indiana,Gibson County,East North Central,North Central,3.675,3.5
18053,IN,Indiana,Grant County,East North Central,North Central,5.033333333333333,4.816666666666666
18055,IN,Indiana,Greene County,East North Central,North Central,6.758333333333333,6.116666666666666
18057,IN,Indiana,Hamilton County,East North Central,North Central,3.25,3.1666666666666665
18059,IN,Indiana,Hancock County,East North Central,North Central,3.8833333333333333,3.6166666666666667
18061,IN,Indiana,Harrison County,East North Central,North Central,4.258333333333333,3.9499999999999997
18063,IN,Indiana,Hendricks County,East North Central,North Central,3.575,3.3833333333333333
18065,IN,Indiana,Henry County,East North Central,North Central,4.75,4.35
18067,IN,Indiana,Howard County,East North Central,North Central,4.741666666666666,4.416666666666667
18069,IN,Indiana,Huntington County,East North Central,North Central,4.133333333333333,3.8833333333333333
18071,IN,Indiana,Jackson County,East North Central,North Central,3.7416666666666667,3.6333333333333333
18073,IN,Indiana,Jasper County,East North Central,North Central,5.45,4.783333333333333
18075,IN,Indiana,Jay County,East North Central,North Central,4.658333333333333,4.433333333333334
18077,IN,Indiana,Jefferson County,East North Central,North Central,4.683333333333334,4.55
18079,IN,Indiana,Jennings County,East North Central,North Central,4.8,4.35
18081,IN,Indiana,Johnson County,East North Central,North Central,3.7416666666666667,3.533333333333333
18083,IN,Indiana,Knox County,East North Central,North Central,4.5,4.3
18085,IN,Indiana,Kosciusko County,East North Central,North Central,3.8666666666666667,3.6333333333333333
18087,IN,Indiana,LaGrange County,East North Central,North Central,3.5416666666666665,3.4166666666666665
18089,IN,Indiana,Lake County,East North Central,North Central,6.466666666666667,6.066666666666666
18091,IN,Indiana,LaPorte County,East North Central,North Central,6.008333333333334,5.45
18093,IN,Indiana,Lawrence County,East North Central,North Central,5.85,5.266666666666667
18095,IN,Indiana,Madison County,East North Central,North Central,5.15,4.716666666666667
18097,IN,Indiana,Marion County,East North Central,North Central,4.575,4.366666666666667
18099,IN,Indiana,Marshall County,East North Central,North Central,3.841666666666667,3.5666666666666664
18101,IN,Indiana,Martin County,East North Central,North Central,4.158333333333333,3.966666666666667
18103,IN,Indiana,Miami County,East North Central,North Central,4.825,4.416666666666667
18105,IN,Indiana,Monroe County,East North Central,North Central,4.791666666666667,4.716666666666667
18107,IN,Indiana,Montgomery County,East North Central,North Central,3.933333333333333,3.8
18109,IN,Indiana,Morgan County,East North Central,North Central,4.366666666666666,4
18111,IN,Indiana,Newton County,East North Central,North Central,5.633333333333334,5.116666666666667
18113,IN,Indiana,Noble County,East North Central,North Central,4.141666666666667,3.9
18115,IN,Indiana,Ohio County,East North Central,North Central,5.058333333333334,4.7
18117,IN,Indiana,Orange County,East North Central,North Central,5.258333333333333,4.75
18119,IN,Indiana,Owen County,East North Central,North Central,5.766666666666667,5.216666666666667
18121,IN,Indiana,Parke County,East North Central,North Central,5.3,4.8
18123,IN,Indiana,Perry County,East North Central,North Central,4.6,4.316666666666666
18125,IN,Indiana,Pike County,East North Central,North Central,4.425,4.25
18127,IN,Indiana,Porter County,East North Central,North Central,5.233333333333333,4.883333333333333
18129,IN,Indiana,Posey County,East North Central,North Central,3.9749999999999996,3.8833333333333333
18131,IN,Indiana,Pulaski County,East North Central,North Central,4.525,4.15
18133,IN,Indiana,Putnam County,East North Central,North Central,4.641666666666667,4.316666666666666
18135,IN,Indiana,Randolph County,East North Central,North Central,4.583333333333333,4.116666666666666
18137,IN,Indiana,Ripley County,East North Central,North Central,4.708333333333333,4.15
18139,IN,Indiana,Rush County,East North Central,North Central,3.875,3.6333333333333333
18141,IN,Indiana,St. Joseph County,East North Central,North Central,4.608333333333333,4.466666666666667
18143,IN,Indiana,Scott County,East North Central,North Central,4.975,4.716666666666667
18145,IN,Indiana,Shelby County,East North Central,North Central,4.108333333333333,3.75
18147,IN,Indiana,Spencer County,East North Central,North Central,4.133333333333334,3.8333333333333335
18149,IN,Indiana,Starke County,East North Central,North Central,5.533333333333333,4.95
18151,IN,Indiana,Steuben County,East North Central,North Central,3.7333333333333334,3.55
18153,IN,Indiana,Sullivan County,East North Central,North Central,6.058333333333334,5.583333333333333
18155,IN,Indiana,Switzerland County,East North Central,North Central,4.883333333333333,4.666666666666666
18157,IN,Indiana,Tippecanoe County,East North Central,North Central,4.158333333333333,4.133333333333333
18159,IN,Indiana,Tipton County,East North Central,North Central,3.933333333333333,3.533333333333333
18161,IN,Indiana,Union County,East North Central,North Central,4.158333333333333,3.8166666666666664
18163,IN,Indiana,Vanderburgh County,East North Central,North Central,4.175,4.066666666666666
18165,IN,Indiana,Vermillion County,East North Central,North Central,6.783333333333333,6.1
18167,IN,Indiana,Vigo County,East North Central,North Central,5.55,5.25
18169,IN,Indiana,Wabash County,East North Central,North Central,4.358333333333333,4.166666666666666
18171,IN,Indiana,Warren County,East North Central,North Central,5.008333333333333,4.666666666666667
18173,IN,Indiana,Warrick County,East North Central,North Central,4.066666666666666,4.033333333333333
18175,IN,Indiana,Washington County,East North Central,North Central,4.708333333333333,4.283333333333333
18177,IN,Indiana,Wayne County,East North Central,North Central,4.908333333333333,4.583333333333333
18179,IN,Indiana,Wells County,East North Central,North Central,3.6666666666666665,3.4166666666666665
18181,IN,Indiana,White County,East North Central,North Central,3.966666666666667,3.683333333333333
18183,IN,Indiana,Whitley County,East North Central,North Central,3.975,3.716666666666667
19001,IA,Iowa,Adair County,West North Central,North Central,3.025,2.6666666666666665
19003,IA,Iowa,Adams County,West North Central,North Central,2.625,2.3833333333333333
19005,IA,Iowa,Allamakee County,West North Central,North Central,4.891666666666667,3.933333333333333
19007,IA,Iowa,Appanoose County,West North Central,North Central,4.691666666666666,4.6
19009,IA,Iowa,Audubon County,West North Central,North Central,3.45,3
19011,IA,Iowa,Benton County,West North Central,North Central,3.6333333333333333,3.3333333333333335
19013,IA,Iowa,Black Hawk County,West North Central,North Central,4.608333333333333,4.583333333333333
19015,IA,Iowa,Boone County,West North Central,North Central,2.85,2.683333333333333
19017,IA,Iowa,Bremer County,West North Central,North Central,3.5416666666666665,3.466666666666667
19019,IA,Iowa,Buchanan County,West North Central,North Central,4.15,3.8
19021,IA,Iowa,Buena Vista County,West North Central,North Central,3.5416666666666665,3.466666666666667
19023,IA,Iowa,Butler County,West North Central,North Central,4.366666666666666,3.7
19025,IA,Iowa,Calhoun County,West North Central,North Central,3.9,3.6
19027,IA,Iowa,Carroll County,West North Central,North Central,2.5583333333333336,2.533333333333333
19029,IA,Iowa,Cass County,West North Central,North Central,3.3,2.75
19031,IA,Iowa,Cedar County,West North Central,North Central,3.308333333333333,3
19033,IA,Iowa,Cerro Gordo County,West North Central,North Central,3.625,3.4333333333333336
19035,IA,Iowa,Cherokee County,West North Central,North Central,3.8583333333333334,3.2666666666666666
19037,IA,Iowa,Chickasaw County,West North Central,North Central,4.5,3.9499999999999997
19039,IA,Iowa,Clarke County,West North Central,North Central,3.4916666666666667,2.9166666666666665
19041,IA,Iowa,Clay County,West North Central,North Central,3.6916666666666664,3.4
19043,IA,Iowa,Clayton County,West North Central,North Central,4.233333333333333,3.4833333333333334
19045,IA,Iowa,Clinton County,West North Central,North Central,4.95,4.816666666666666
19047,IA,Iowa,Crawford County,West North Central,North Central,5.591666666666667,4.666666666666667
19049,IA,Iowa,Dallas County,West North Central,North Central,2.675,2.6166666666666667
19051,IA,Iowa,Davis County,West North Central,North Central,4.233333333333333,4.316666666666666
19053,IA,Iowa,Decatur County,West North Central,North Central,3.225,3.0833333333333335
19055,IA,Iowa,Delaware County,West North Central,North Central,3.408333333333333,3.1833333333333336
19057,IA,Iowa,Des Moines County,West North Central,North Central,4.941666666666666,4.85
19059,IA,Iowa,Dickinson County,West North Central,North Central,4.058333333333334,3.316666666666667
19061,IA,Iowa,Dubuque County,West North Central,North Central,3.591666666666667,3.283333333333333
19063,IA,Iowa,Emmet County,West North Central,North Central,3.975,4.016666666666667
19065,IA,Iowa,Fayette County,West North Central,North Central,4.425,4.1
19067,IA,Iowa,Floyd County,West North Central,North Central,3.6416666666666666,3.3
19069,IA,Iowa,Franklin County,West North Central,North Central,3.466666666666667,3.033333333333333
19071,IA,Iowa,Fremont County,West North Central,North Central,3.2583333333333333,3.35
19073,IA,Iowa,Greene County,West North Central,North Central,3.191666666666667,3.15
19075,IA,Iowa,Grundy County,West North Central,North Central,3.5,3.216666666666667
19077,IA,Iowa,Guthrie County,West North Central,North Central,3.675,3.216666666666667
19079,IA,Iowa,Hamilton County,West North Central,North Central,3.8833333333333333,3.3833333333333333
19081,IA,Iowa,Hancock County,West North Central,North Central,2.6916666666666664,2.5166666666666666
19083,IA,Iowa,Hardin County,West North Central,North Central,3.9333333333333336,3.55
19085,IA,Iowa,Harrison County,West North Central,North Central,3.433333333333333,3.1166666666666667
19087,IA,Iowa,Henry County,West North Central,North Central,3.583333333333333,3.466666666666667
19089,IA,Iowa,Howard County,West North Central,North Central,3.65,3.1166666666666667
19091,IA,Iowa,Humboldt County,West North Central,North Central,2.941666666666667,2.5833333333333335
19093,IA,Iowa,Ida County,West North Central,North Central,2.6416666666666666,2.2666666666666666
19095,IA,Iowa,Iowa County,West North Central,North Central,3.1416666666666666,2.7
19097,IA,Iowa,Jackson County,West North Central,North Central,4.25,3.7
19099,IA,Iowa,Jasper County,West North Central,North Central,3.6333333333333333,3.35
19101,IA,Iowa,Jefferson County,West North Central,North Central,3.65,3.7
19103,IA,Iowa,Johnson County,West North Central,North Central,2.6166666666666667,2.65
19105,IA,Iowa,Jones County,West North Central,North Central,4.316666666666666,3.7
19107,IA,Iowa,Keokuk County,West North Central,North Central,4.308333333333334,3.9833333333333334
19109,IA,Iowa,Kossuth County,West North Central,North Central,2.658333333333333,2.3833333333333333
19111,IA,Iowa,Lee County,West North Central,North Central,5.916666666666667,6.1
19113,IA,Iowa,Linn County,West North Central,North Central,3.6750000000000003,3.5166666666666666
19115,IA,Iowa,Louisa County,West North Central,North Central,3.8916666666666666,3.6333333333333333
19117,IA,Iowa,Lucas County,West North Central,North Central,3.225,3.1
19119,IA,Iowa,Lyon County,West North Central,North Central,2,1.8666666666666667
19121,IA,Iowa,Madison County,West North Central,North Central,3.591666666666667,3.1666666666666665
19123,IA,Iowa,Mahaska County,West North Central,North Central,3.75,3.55
19125,IA,Iowa,Marion County,West North Central,North Central,3.0416666666666665,2.8333333333333335
19127,IA,Iowa,Marshall County,West North Central,North Central,4.925,4.1000000000000005
19129,IA,Iowa,Mills County,West North Central,North Central,3.7333333333333334,3.3666666666666667
19131,IA,Iowa,Mitchell County,West North Central,North Central,2.658333333333333,2.466666666666667
19133,IA,Iowa,Monona County,West North Central,North Central,4.141666666666667,3.5666666666666664
19135,IA,Iowa,Monroe County,West North Central,North Central,4.508333333333333,4.383333333333333
19137,IA,Iowa,Montgomery County,West North Central,North Central,3.4833333333333334,3.35
19139,IA,Iowa,Muscatine County,West North Central,North Central,3.85,3.5833333333333335
19141,IA,Iowa,O'Brien County,West North Central,North Central,2.7416666666666667,2.4833333333333334
19143,IA,Iowa,Osceola County,West North Central,North Central,2.6,2.4499999999999997
19145,IA,Iowa,Page County,West North Central,North Central,4.841666666666667,4.85
19147,IA,Iowa,Palo Alto County,West North Central,North Central,3.058333333333333,2.9833333333333334
19149,IA,Iowa,Plymouth County,West North Central,North Central,2.533333333333333,2.3833333333333333
19151,IA,Iowa,Pocahontas County,West North Central,North Central,2.8833333333333333,2.7333333333333334
19153,IA,Iowa,Polk County,West North Central,North Central,3.4833333333333334,3.35
19155,IA,Iowa,Pottawattamie County,West North Central,North Central,3.433333333333333,3.216666666666667
19157,IA,Iowa,Poweshiek County,West North Central,North Central,3.4583333333333335,3.2
19159,IA,Iowa,Ringgold County,West North Central,North Central,3.5166666666666666,3.066666666666667
19161,IA,Iowa,Sac County,West North Central,North Central,3.0416666666666665,2.6166666666666667
19163,IA,Iowa,Scott County,West North Central,North Central,4.566666666666666,4.366666666666667
19165,IA,Iowa,Shelby County,West North Central,North Central,2.966666666666667,2.7
19167,IA,Iowa,Sioux County,West North Central,North Central,2.3083333333333336,2.0833333333333335
19169,IA,Iowa,Story County,West North Central,North Central,2.3833333333333333,2.4833333333333334
19171,IA,Iowa,Tama County,West North Central,North Central,4.208333333333333,3.583333333333333
19173,IA,Iowa,Taylor County,West North Central,North Central,3.0416666666666665,2.8833333333333333
19175,IA,Iowa,Union County,West North Central,North Central,3.8583333333333334,3.5
19177,IA,Iowa,Van Buren County,West North Central,North Central,3.7416666666666667,3.6833333333333336
19179,IA,Iowa,Wapello County,West North Central,North Central,5.625,6.083333333333333
19181,IA,Iowa,Warren County,West North Central,North Central,3.225,3.05
19183,IA,Iowa,Washington County,West North Central,North Central,2.875,2.75
19185,IA,Iowa,Wayne County,West North Central,North Central,3.833333333333333,3.6333333333333333
19187,IA,Iowa,Webster County,West North Central,North Central,4.025,3.783333333333333
19189,IA,Iowa,Winnebago County,West North Central,North Central,3.4833333333333334,3.283333333333333
19191,IA,Iowa,Winneshiek County,West North Central,North Central,3.6,2.8666666666666667
19193,IA,Iowa,Woodbury County,West North Central,North Central,3.533333333333333,3.316666666666667
19195,IA,Iowa,Worth County,West North Central,North Central,3.5166666666666666,3.066666666666667
19197,IA,Iowa,Wright County,West North Central,North Central,4.016666666666667,3.783333333333333
20001,KS,Kansas,Allen County,West North Central,North Central,5.625,5.75
20003,KS,Kansas,Anderson County,West North Central,North Central,4.358333333333333,4.2
20005,KS,Kansas,Atchison County,West North Central,North Central,6.225,6.666666666666667
20007,KS,Kansas,Barber County,West North Central,North Central,3.783333333333333,3.85
20009,KS,Kansas,Barton County,West North Central,North Central,4.45,4.466666666666667
20011,KS,Kansas,Bourbon County,West North Central,North Central,4.766666666666667,5.033333333333333
20013,KS,Kansas,Brown County,West North Central,North Central,3.6166666666666667,3.7666666666666666
20015,KS,Kansas,Butler County,West North Central,North Central,4.133333333333333,4.333333333333333
20017,KS,Kansas,Chase County,West North Central,North Central,3.575,3.466666666666667
20019,KS,Kansas,Chautauqua County,West North Central,North Central,5.283333333333333,5.25
20021,KS,Kansas,Cherokee County,West North Central,North Central,4.433333333333334,4.65
20023,KS,Kansas,Cheyenne County,West North Central,North Central,2.7333333333333334,3.0166666666666666
20025,KS,Kansas,Clark County,West North Central,North Central,2.75,2.8666666666666667
20027,KS,Kansas,Clay County,West North Central,North Central,4.091666666666667,4.083333333333333
20029,KS,Kansas,Cloud County,West North Central,North Central,3.966666666666667,4.483333333333333
20031,KS,Kansas,Coffey County,West North Central,North Central,6.108333333333333,6.416666666666667
20033,KS,Kansas,Comanche County,West North Central,North Central,3.1,3.1
20035,KS,Kansas,Cowley County,West North Central,North Central,4.491666666666667,4.633333333333334
20037,KS,Kansas,Crawford County,West North Central,North Central,4.833333333333333,5.016666666666667
20039,KS,Kansas,Decatur County,West North Central,North Central,3.933333333333333,4
20041,KS,Kansas,Dickinson County,West North Central,North Central,4.466666666666667,4.366666666666666
20043,KS,Kansas,Doniphan County,West North Central,North Central,3.8916666666666666,4
20045,KS,Kansas,Douglas County,West North Central,North Central,3.525,3.75
20047,KS,Kansas,Edwards County,West North Central,North Central,2.841666666666667,3.4
20049,KS,Kansas,Elk County,West North Central,North Central,5,5.116666666666666
20051,KS,Kansas,Ellis County,West North Central,North Central,3.0416666666666665,3.183333333333333
20053,KS,Kansas,Ellsworth County,West North Central,North Central,3.825,3.966666666666667
20055,KS,Kansas,Finney County,West North Central,North Central,3.1416666666666666,3.183333333333333
20057,KS,Kansas,Ford County,West North Central,North Central,3.1333333333333333,3.2333333333333334
20059,KS,Kansas,Franklin County,West North Central,North Central,4.191666666666666,4.3
20061,KS,Kansas,Geary County,West North Central,North Central,5.691666666666666,5.85
20063,KS,Kansas,Gove County,West North Central,North Central,2.4166666666666665,2.5666666666666664
20065,KS,Kansas,Graham County,West North Central,North Central,4.475,4.216666666666667
20067,KS,Kansas,Grant County,West North Central,North Central,3.5416666666666665,3.7
20069,KS,Kansas,Gray County,West North Central,North Central,2.225,2.3333333333333335
20071,KS,Kansas,Greeley County,West North Central,North Central,2.091666666666667,2.2333333333333334
20073,KS,Kansas,Greenwood County,West North Central,North Central,4.825,4.866666666666667
20075,KS,Kansas,Hamilton County,West North Central,North Central,2.5416666666666665,3.05
20077,KS,Kansas,Harper County,West North Central,North Central,3.55,3.8666666666666667
20079,KS,Kansas,Harvey County,West North Central,North Central,4.116666666666666,4.633333333333333
20081,KS,Kansas,Haskell County,West North Central,North Central,2.5833333333333335,2.6666666666666665
20083,KS,Kansas,Hodgeman County,West North Central,North Central,2.658333333333333,2.6333333333333333
20085,KS,Kansas,Jackson County,West North Central,North Central,3.433333333333333,3.5
20087,KS,Kansas,Jefferson County,West North Central,North Central,3.8833333333333333,3.75
20089,KS,Kansas,Jewell County,West North Central,North Central,4.358333333333333,4.85
20091,KS,Kansas,Johnson County,West North Central,North Central,3.2416666666666667,3.3833333333333333
20093,KS,Kansas,Kearny County,West North Central,North Central,3.2416666666666667,3.2
20095,KS,Kansas,Kingman County,West North Central,North Central,4.416666666666666,4.433333333333334
20097,KS,Kansas,Kiowa County,West North Central,North Central,2.7,2.85
20099,KS,Kansas,Labette County,West North Central,North Central,5.425,5.6
20101,KS,Kansas,Lane County,West North Central,North Central,3.125,3.25
20103,KS,Kansas,Leavenworth County,West North Central,North Central,4.325,4.25
20105,KS,Kansas,Lincoln County,West North Central,North Central,3.4166666666666665,3.6166666666666667
20107,KS,Kansas,Linn County,West North Central,North Central,6.45,6.333333333333333
20109,KS,Kansas,Logan County,West North Central,North Central,2.566666666666667,2.683333333333333
20111,KS,Kansas,Lyon County,West North Central,North Central,4.05,4.033333333333333
20113,KS,Kansas,McPherson County,West North Central,North Central,3.1416666666666666,3.35
20115,KS,Kansas,Marion County,West North Central,North Central,3.908333333333333,4.216666666666667
20117,KS,Kansas,Marshall County,West North Central,North Central,2.9916666666666667,3.05
20119,KS,Kansas,Meade County,West North Central,North Central,2.675,2.7333333333333334
20121,KS,Kansas,Miami County,West North Central,North Central,4.158333333333333,4.1
20123,KS,Kansas,Mitchell County,West North Central,North Central,3.4,3.6833333333333336
20125,KS,Kansas,Montgomery County,West North Central,North Central,6.2,6.316666666666666
20127,KS,Kansas,Morris County,West North Central,North Central,3.908333333333333,3.6166666666666667
20129,KS,Kansas,Morton County,West North Central,North Central,3.808333333333333,3.833333333333333
20131,KS,Kansas,Nemaha County,West North Central,North Central,2.6416666666666666,2.783333333333333
20133,KS,Kansas,Neosho County,West North Central,North Central,7.316666666666666,7.4
20135,KS,Kansas,Ness County,West North Central,North Central,3.3916666666666666,3.5833333333333335
20137,KS,Kansas,Norton County,West North Central,North Central,2.425,2.533333333333333
20139,KS,Kansas,Osage County,West North Central,North Central,4.408333333333333,4.116666666666666
20141,KS,Kansas,Osborne County,West North Central,North Central,3.45,3.6666666666666665
20143,KS,Kansas,Ottawa County,West North Central,North Central,3.8249999999999997,3.933333333333333
20145,KS,Kansas,Pawnee County,West North Central,North Central,3.325,3.3
20147,KS,Kansas,Phillips County,West North Central,North Central,3.183333333333333,3.216666666666667
20149,KS,Kansas,Pottawatomie County,West North Central,North Central,3.4916666666666667,3.5833333333333335
20151,KS,Kansas,Pratt County,West North Central,North Central,4.091666666666667,4.283333333333333
20153,KS,Kansas,Rawlins County,West North Central,North Central,2.475,2.4166666666666665
20155,KS,Kansas,Reno County,West North Central,North Central,4.358333333333333,4.55
20157,KS,Kansas,Republic County,West North Central,North Central,2.6916666666666664,2.8166666666666664
20159,KS,Kansas,Rice County,West North Central,North Central,3.975,4.166666666666667
20161,KS,Kansas,Riley County,West North Central,North Central,3.35,3.6166666666666667
20163,KS,Kansas,Rooks County,West North Central,North Central,4.8,4.616666666666667
20165,KS,Kansas,Rush County,West North Central,North Central,3.975,4.133333333333334
20167,KS,Kansas,Russell County,West North Central,North Central,4.15,4.3
20169,KS,Kansas,Saline County,West North Central,North Central,3.6916666666666664,3.833333333333333
20171,KS,Kansas,Scott County,West North Central,North Central,2.533333333333333,2.4833333333333334
20173,KS,Kansas,Sedgwick County,West North Central,North Central,4.625,4.8
20175,KS,Kansas,Seward County,West North Central,North Central,4.425,4.45
20177,KS,Kansas,Shawnee County,West North Central,North Central,4.016666666666667,4.05
20179,KS,Kansas,Sheridan County,West North Central,North Central,2.3583333333333334,2.6
20181,KS,Kansas,Sherman County,West North Central,North Central,3.216666666666667,3.4
20183,KS,Kansas,Smith County,West North Central,North Central,3.2416666666666667,3.15
20185,KS,Kansas,Stafford County,West North Central,North Central,3.7,3.95
20187,KS,Kansas,Stanton County,West North Central,North Central,2.775,2.8333333333333335
20189,KS,Kansas,Stevens County,West North Central,North Central,4.1,4.033333333333333
20191,KS,Kansas,Sumner County,West North Central,North Central,4.25,4.416666666666666
20193,KS,Kansas,Thomas County,West North Central,North Central,2.691666666666667,2.9
20195,KS,Kansas,Trego County,West North Central,North Central,3.975,4
20197,KS,Kansas,Wabaunsee County,West North Central,North Central,3.5416666666666665,3.45
20199,KS,Kansas,Wallace County,West North Central,North Central,2.7083333333333335,2.7
20201,KS,Kansas,Washington County,West North Central,North Central,3.2083333333333335,3.3166666666666664
20203,KS,Kansas,Wichita County,West North Central,North Central,2.283333333333333,2.4166666666666665
20205,KS,Kansas,Wilson County,West North Central,North Central,6.083333333333333,6.183333333333334
20207,KS,Kansas,Woodson County,West North Central,North Central,5.766666666666667,5.916666666666667
20209,KS,Kansas,Wyandotte County,West North Central,North Central,5.55,5.633333333333333
21001,KY,Kentucky,Adair County,East South Central,South,6.7250000000000005,6.4
21003,KY,Kentucky,Allen County,East South Central,South,4.458333333333333,4.2
21005,KY,Kentucky,Anderson County,East South Central,South,4.066666666666666,4
21007,KY,Kentucky,Ballard County,East South Central,South,8.833333333333334,8.9
21009,KY,Kentucky,Barren County,East South Central,South,4.833333333333333,4.45
21011,KY,Kentucky,Bath County,East South Central,South,7.5,6.666666666666666
21013,KY,Kentucky,Bell County,East South Central,South,9.3,9.166666666666666
21015,KY,Kentucky,Boone County,East South Central,South,3.875,3.7
21017,KY,Kentucky,Bourbon County,East South Central,South,4.8,4.816666666666666
21019,KY,Kentucky,Boyd County,East South Central,South,8.025,8.1
21021,KY,Kentucky,Boyle County,East South Central,South,5.075,4.883333333333333
21023,KY,Kentucky,Bracken County,East South Central,South,6.066666666666666,5.65
21025,KY,Kentucky,Breathitt County,East South Central,South,10.008333333333333,9.616666666666667
21027,KY,Kentucky,Breckinridge County,East South Central,South,6.383333333333333,6.05
21029,KY,Kentucky,Bullitt County,East South Central,South,4.225,4.016666666666667
21031,KY,Kentucky,Butler County,East South Central,South,5.533333333333333,5.133333333333334
21033,KY,Kentucky,Caldwell County,East South Central,South,5.508333333333333,5.366666666666667
21035,KY,Kentucky,Calloway County,East South Central,South,4.591666666666667,4.55
21037,KY,Kentucky,Campbell County,East South Central,South,3.875,3.716666666666667
21039,KY,Kentucky,Carlisle County,East South Central,South,6.391666666666667,6.15
21041,KY,Kentucky,Carroll County,East South Central,South,5.083333333333333,4.733333333333333
21043,KY,Kentucky,Carter County,East South Central,South,10.608333333333333,10.483333333333333
21045,KY,Kentucky,Casey County,East South Central,South,4.941666666666666,4.633333333333333
21047,KY,Kentucky,Christian County,East South Central,South,6.225,6.333333333333333
21049,KY,Kentucky,Clark County,East South Central,South,4.908333333333333,4.75
21051,KY,Kentucky,Clay County,East South Central,South,10.333333333333334,10.183333333333334
21053,KY,Kentucky,Clinton County,East South Central,South,7.925,6.983333333333333
21055,KY,Kentucky,Crittenden County,East South Central,South,5.333333333333333,5.133333333333333
21057,KY,Kentucky,Cumberland County,East South Central,South,5.891666666666667,5.066666666666666
21059,KY,Kentucky,Daviess County,East South Central,South,4.525,4.366666666666667
21061,KY,Kentucky,Edmonson County,East South Central,South,6.391666666666667,5.783333333333333
21063,KY,Kentucky,Elliott County,East South Central,South,11.6,11.983333333333333
21065,KY,Kentucky,Estill County,East South Central,South,5.925,5.733333333333333
21067,KY,Kentucky,Fayette County,East South Central,South,3.625,3.5666666666666664
21069,KY,Kentucky,Fleming County,East South Central,South,6.241666666666666,6.15
21071,KY,Kentucky,Floyd County,East South Central,South,11.383333333333333,11.316666666666666
21073,KY,Kentucky,Franklin County,East South Central,South,4.108333333333333,4.016666666666667
21075,KY,Kentucky,Fulton County,East South Central,South,7.15,6.95
21077,KY,Kentucky,Gallatin County,East South Central,South,4.875,4.716666666666667
21079,KY,Kentucky,Garrard County,East South Central,South,4.933333333333334,4.766666666666667
21081,KY,Kentucky,Grant County,East South Central,South,4.941666666666666,4.616666666666667
21083,KY,Kentucky,Graves County,East South Central,South,6.216666666666667,6.35
21085,KY,Kentucky,Grayson County,East South Central,South,6.658333333333333,6.9
21087,KY,Kentucky,Green County,East South Central,South,4.566666666666666,4.283333333333333
21089,KY,Kentucky,Greenup County,East South Central,South,8.625,8.616666666666667
21091,KY,Kentucky,Hancock County,East South Central,South,5.508333333333333,5.183333333333334
21093,KY,Kentucky,Hardin County,East South Central,South,4.558333333333334,4.416666666666666
21095,KY,Kentucky,Harlan County,East South Central,South,13.391666666666666,13.283333333333333
21097,KY,Kentucky,Harrison County,East South Central,South,4.75,4.633333333333333
21099,KY,Kentucky,Hart County,East South Central,South,4.816666666666666,4.6
21101,KY,Kentucky,Henderson County,East South Central,South,4.8,4.65
21103,KY,Kentucky,Henry County,East South Central,South,4.216666666666667,3.9499999999999997
21105,KY,Kentucky,Hickman County,East South Central,South,5.975,5.85
21107,KY,Kentucky,Hopkins County,East South Central,South,5.766666666666667,5.7
21109,KY,Kentucky,Jackson County,East South Central,South,8.066666666666666,7.916666666666667
21111,KY,Kentucky,Jefferson County,East South Central,South,4.5,4.4
21113,KY,Kentucky,Jessamine County,East South Central,South,4.008333333333333,3.8833333333333333
21115,KY,Kentucky,Johnson County,East South Central,South,10.225,10.283333333333333
21117,KY,Kentucky,Kenton County,East South Central,South,4.191666666666666,4
21119,KY,Kentucky,Knott County,East South Central,South,11.666666666666666,11.766666666666667
21121,KY,Kentucky,Knox County,East South Central,South,8.15,7.916666666666667
21123,KY,Kentucky,Larue County,East South Central,South,4.691666666666666,4.433333333333334
21125,KY,Kentucky,Laurel County,East South Central,South,6.291666666666667,6.15
21127,KY,Kentucky,Lawrence County,East South Central,South,10.975,10.85
21129,KY,Kentucky,Lee County,East South Central,South,10.041666666666666,9.616666666666667
21131,KY,Kentucky,Leslie County,East South Central,South,13.391666666666667,14.083333333333334
21133,KY,Kentucky,Letcher County,East South Central,South,12.758333333333333,12.816666666666666
21135,KY,Kentucky,Lewis County,East South Central,South,9.858333333333334,9.516666666666666
21137,KY,Kentucky,Lincoln County,East South Central,South,6.258333333333333,5.816666666666666
21139,KY,Kentucky,Livingston County,East South Central,South,7.133333333333334,6.733333333333333
21141,KY,Kentucky,Logan County,East South Central,South,4.458333333333333,4.35
21143,KY,Kentucky,Lyon County,East South Central,South,5.816666666666666,5.266666666666667
21145,KY,Kentucky,McCracken County,East South Central,South,5.766666666666667,5.716666666666667
21147,KY,Kentucky,McCreary County,East South Central,South,8.325,7.9
21149,KY,Kentucky,McLean County,East South Central,South,4.8,4.733333333333333
21151,KY,Kentucky,Madison County,East South Central,South,4.216666666666667,4.216666666666667
