fips,state,state_name,county,division,region,ur12mo,ur6mo
47025,TN,Tennessee,Claiborne County,East South Central,South,6.208333333333333,6.316666666666666
47027,TN,Tennessee,Clay County,East South Central,South,6.766666666666667,6.266666666666667
47029,TN,Tennessee,Cocke County,East South Central,South,6.366666666666666,5.866666666666667
47031,TN,Tennessee,Coffee County,East South Central,South,4.733333333333333,4.833333333333333
47033,TN,Tennessee,Crockett County,East South Central,South,5.358333333333333,5.016666666666667
47035,TN,Tennessee,Cumberland County,East South Central,South,5.975,5.666666666666667
47037,TN,Tennessee,Davidson County,East South Central,South,3.658333333333333,3.7333333333333334
47039,TN,Tennessee,Decatur County,East South Central,South,6.95,6.75
47041,TN,Tennessee,DeKalb County,East South Central,South,5.65,5.666666666666667
47043,TN,Tennessee,Dickson County,East South Central,South,4.433333333333334,4.433333333333334
47045,TN,Tennessee,Dyer County,East South Central,South,6.333333333333333,6.166666666666667
47047,TN,Tennessee,Fayette County,East South Central,South,5.091666666666667,5.133333333333333
47049,TN,Tennessee,Fentress County,East South Central,South,6.25,6.133333333333334
47051,TN,Tennessee,Franklin County,East South Central,South,4.8,5.266666666666667
47053,TN,Tennessee,Gibson County,East South Central,South,5.983333333333333,5.85
47055,TN,Tennessee,Giles County,East South Central,South,4.075,4.15
47057,TN,Tennessee,Grainger County,East South Central,South,5.483333333333333,5.416666666666667
47059,TN,Tennessee,Greene County,East South Central,South,5.475,5.433333333333334
47061,TN,Tennessee,Grundy County,East South Central,South,6.425,6.566666666666666
47063,TN,Tennessee,Hamblen County,East South Central,South,5.183333333333334,5.25
47065,TN,Tennessee,Hamilton County,East South Central,South,4.633333333333333,4.8
47067,TN,Tennessee,Hancock County,East South Central,South,8.233333333333334,8.05
47069,TN,Tennessee,Hardeman County,East South Central,South,6.3,6.166666666666667
47071,TN,Tennessee,Hardin County,East South Central,South,6.058333333333334,6.1
47073,TN,Tennessee,Hawkins County,East South Central,South,5.416666666666667,5.483333333333333
47075,TN,Tennessee,Haywood County,East South Central,South,6.716666666666667,6.5
47077,TN,Tennessee,Henderson County,East South Central,South,6.941666666666666,6.716666666666667
47079,TN,Tennessee,Henry County,East South Central,South,5.9,5.783333333333333
47081,TN,Tennessee,Hickman County,East South Central,South,4.758333333333333,4.7
47083,TN,Tennessee,Houston County,East South Central,South,7.675,7.383333333333333
47085,TN,Tennessee,Humphreys County,East South Central,South,6.141666666666667,5.916666666666667
47087,TN,Tennessee,Jackson County,East South Central,South,6.983333333333333,7.166666666666667
47089,TN,Tennessee,Jefferson County,East South Central,South,5.375,5.266666666666667
47091,TN,Tennessee,Johnson County,East South Central,South,4.808333333333334,4.550000000000001
47093,TN,Tennessee,Knox County,East South Central,South,3.9833333333333334,4.15
47095,TN,Tennessee,Lake County,East South Central,South,7.7250000000000005,7.466666666666667
47097,TN,Tennessee,Lauderdale County,East South Central,South,7.941666666666666,7.716666666666667
47099,TN,Tennessee,Lawrence County,East South Central,South,5.866666666666667,5.9
47101,TN,Tennessee,Lewis County,East South Central,South,6.1,5.816666666666666
47103,TN,Tennessee,Lincoln County,East South Central,South,4.058333333333334,4.183333333333334
47105,TN,Tennessee,Loudon County,East South Central,South,4.691666666666666,4.783333333333333
47107,TN,Tennessee,McMinn County,East South Central,South,5.475,5.583333333333333
47109,TN,Tennessee,McNairy County,East South Central,South,7.066666666666666,7.216666666666667
47111,TN,Tennessee,Macon County,East South Central,South,4.391666666666667,4.533333333333333
47113,TN,Tennessee,Madison County,East South Central,South,4.933333333333334,4.983333333333333
47115,TN,Tennessee,Marion County,East South Central,South,6.291666666666667,6.416666666666667
47117,TN,Tennessee,Marshall County,East South Central,South,4.7749999999999995,4.733333333333333
47119,TN,Tennessee,Maury County,East South Central,South,4.175,4.116666666666667
47121,TN,Tennessee,Meigs County,East South Central,South,6.85,7.033333333333333
47123,TN,Tennessee,Monroe County,East South Central,South,5.341666666666667,5.383333333333334
47125,TN,Tennessee,Montgomery County,East South Central,South,5.133333333333333,5.366666666666667
47127,TN,Tennessee,Moore County,East South Central,South,3.775,3.9166666666666665
47129,TN,Tennessee,Morgan County,East South Central,South,6.525,6.483333333333333
47131,TN,Tennessee,Obion County,East South Central,South,7.141666666666667,7.116666666666666
47133,TN,Tennessee,Overton County,East South Central,South,5.425,5.366666666666667
47135,TN,Tennessee,Perry County,East South Central,South,6.241666666666666,6.1
47137,TN,Tennessee,Pickett County,East South Central,South,6.733333333333333,6.1
47139,TN,Tennessee,Polk County,East South Central,South,5.741666666666667,5.8
47141,TN,Tennessee,Putnam County,East South Central,South,4.925,5.116666666666667
47143,TN,Tennessee,Rhea County,East South Central,South,6.933333333333334,7.083333333333333
47145,TN,Tennessee,Roane County,East South Central,South,5.6,5.666666666666667
47147,TN,Tennessee,Robertson County,East South Central,South,4.191666666666666,4.266666666666667
47149,TN,Tennessee,Rutherford County,East South Central,South,3.7416666666666667,3.9
47151,TN,Tennessee,Scott County,East South Central,South,7.55,7.4
47153,TN,Tennessee,Sequatchie County,East South Central,South,5.841666666666667,6.033333333333333
47155,TN,Tennessee,Sevier County,East South Central,South,5.016666666666667,4.116666666666666
47157,TN,Tennessee,Shelby County,East South Central,South,5.391666666666667,5.516666666666667
47159,TN,Tennessee,Smith County,East South Central,South,4.641666666666667,4.616666666666666
47161,TN,Tennessee,Stewart County,East South Central,South,6.833333333333333,6.666666666666667
47163,TN,Tennessee,Sullivan County,East South Central,South,5.158333333333333,5.383333333333333
47165,TN,Tennessee,Sumner County,East South Central,South,3.908333333333333,3.9833333333333334
47167,TN,Tennessee,Tipton County,East South Central,South,5.816666666666666,5.7
47169,TN,Tennessee,Trousdale County,East South Central,South,4.941666666666666,4.833333333333333
47171,TN,Tennessee,Unicoi County,East South Central,South,7.158333333333333,6.9
47173,TN,Tennessee,Union County,East South Central,South,5.808333333333334,5.916666666666667
47175,TN,Tennessee,Van Buren County,East South Central,South,6.325,6.033333333333333
47177,TN,Tennessee,Warren County,East South Central,South,4.808333333333334,5.1
47179,TN,Tennessee,Washington County,East South Central,South,4.808333333333334,4.966666666666667
47181,TN,Tennessee,Wayne County,East South Central,South,6.558333333333334,6.483333333333333
47183,TN,Tennessee,Weakley County,East South Central,South,5.916666666666667,6.5
47185,TN,Tennessee,White County,East South Central,South,4.966666666666667,5.066666666666666
47187,TN,Tennessee,Williamson County,East South Central,South,3.4333333333333336,3.6333333333333333
47189,TN,Tennessee,Wilson County,East South Central,South,3.8916666666666666,3.966666666666667
48001,TX,Texas,Anderson County,West South Central,South,4.3,4.5
48003,TX,Texas,Andrews County,West South Central,South,4.675,5.016666666666667
48005,TX,Texas,Angelina County,West South Central,South,5.9,6.133333333333333
48007,TX,Texas,Aransas County,West South Central,South,5.483333333333333,5.65
48009,TX,Texas,Archer County,West South Central,South,4.366666666666666,4.416666666666667
48011,TX,Texas,Armstrong County,West South Central,South,2.7666666666666666,3
48013,TX,Texas,Atascosa County,West South Central,South,5.35,5.5
48015,TX,Texas,Austin County,West South Central,South,5.275,5.633333333333334
48017,TX,Texas,Bailey County,West South Central,South,4.3,4.5
48019,TX,Texas,Bandera County,West South Central,South,4.075,4.216666666666667
48021,TX,Texas,Bastrop County,West South Central,South,3.716666666666667,3.933333333333333
48023,TX,Texas,Baylor County,West South Central,South,3.4499999999999997,3.583333333333333
48025,TX,Texas,Bee County,West South Central,South,7.333333333333334,8
48027,TX,Texas,Bell County,West South Central,South,4.491666666666667,4.716666666666667
48029,TX,Texas,Bexar County,West South Central,South,3.716666666666667,3.8833333333333333
48031,TX,Texas,Blanco County,West South Central,South,3.083333333333333,3.1999999999999997
48033,TX,Texas,Borden County,West South Central,South,3.5833333333333335,3.666666666666667
48035,TX,Texas,Bosque County,West South Central,South,4.325,4.35
48037,TX,Texas,Bowie County,West South Central,South,4.633333333333334,4.916666666666667
48039,TX,Texas,Brazoria County,West South Central,South,5.05,5.416666666666667
48041,TX,Texas,Brazos County,West South Central,South,3.433333333333333,3.7333333333333334
48043,TX,Texas,Brewster County,West South Central,South,3.7416666666666667,3.9
48045,TX,Texas,Briscoe County,West South Central,South,4.225,4.583333333333333
48047,TX,Texas,Brooks County,West South Central,South,11.858333333333333,12.316666666666666
48049,TX,Texas,Brown County,West South Central,South,4.358333333333333,4.616666666666667
48051,TX,Texas,Burleson County,West South Central,South,4.641666666666667,4.933333333333334
48053,TX,Texas,Burnet County,West South Central,South,3.45,3.55
48055,TX,Texas,Caldwell County,West South Central,South,4.333333333333333,4.5
48057,TX,Texas,Calhoun County,West South Central,South,5.233333333333333,5.833333333333333
48059,TX,Texas,Callahan County,West South Central,South,4.308333333333334,4.383333333333333
48061,TX,Texas,Cameron County,West South Central,South,7.133333333333334,7.366666666666667
48063,TX,Texas,Camp County,West South Central,South,6.75,7.416666666666667
48065,TX,Texas,Carson County,West South Central,South,3.2666666666666666,3.3666666666666667
48067,TX,Texas,Cass County,West South Central,South,7.075,7.683333333333334
48069,TX,Texas,Castro County,West South Central,South,3.0416666666666665,3.1666666666666665
48071,TX,Texas,Chambers County,West South Central,South,5.875,6.35
48073,TX,Texas,Cherokee County,West South Central,South,5.075,5.216666666666667
48075,TX,Texas,Childress County,West South Central,South,2.9916666666666667,3.1166666666666667
48077,TX,Texas,Clay County,West South Central,South,4.425,4.366666666666667
48079,TX,Texas,Cochran County,West South Central,South,5,5.233333333333333
48081,TX,Texas,Coke County,West South Central,South,4.116666666666666,4.2
48083,TX,Texas,Coleman County,West South Central,South,5.8,6
48085,TX,Texas,Collin County,West South Central,South,3.5166666666666666,3.683333333333333
48087,TX,Texas,Collingsworth County,West South Central,South,3.45,3.5833333333333335
48089,TX,Texas,Colorado County,West South Central,South,4.566666666666666,5.05
48091,TX,Texas,Comal County,West South Central,South,3.6,3.7666666666666666
48093,TX,Texas,Comanche County,West South Central,South,4.241666666666666,4.466666666666667
48095,TX,Texas,Concho County,West South Central,South,3.5166666666666666,3.35
48097,TX,Texas,Cooke County,West South Central,South,3.9833333333333334,4.083333333333333
48099,TX,Texas,Coryell County,West South Central,South,4.658333333333333,4.833333333333333
48101,TX,Texas,Cottle County,West South Central,South,5.383333333333333,4.966666666666667
48103,TX,Texas,Crane County,West South Central,South,8.525,9.016666666666666
48105,TX,Texas,Crockett County,West South Central,South,7.583333333333333,7.533333333333333
48107,TX,Texas,Crosby County,West South Central,South,4.325,4.783333333333333
48109,TX,Texas,Culberson County,West South Central,South,3.9916666666666667,4.266666666666667
48111,TX,Texas,Dallam County,West South Central,South,2.175,2.333333333333333
48113,TX,Texas,Dallas County,West South Central,South,4.008333333333334,4.116666666666667
48115,TX,Texas,Dawson County,West South Central,South,4.958333333333334,5.383333333333333
48117,TX,Texas,Deaf Smith County,West South Central,South,3.1,3.2
48119,TX,Texas,Delta County,West South Central,South,3.8166666666666664,3.9
48121,TX,Texas,Denton County,West South Central,South,3.425,3.566666666666667
48123,TX,Texas,DeWitt County,West South Central,South,5.233333333333333,5.983333333333333
48125,TX,Texas,Dickens County,West South Central,South,4.866666666666666,5.133333333333333
48127,TX,Texas,Dimmit County,West South Central,South,6.975,7.666666666666666
48129,TX,Texas,Donley County,West South Central,South,4.058333333333334,4.283333333333333
48131,TX,Texas,Duval County,West South Central,South,10.808333333333334,11.266666666666667
48133,TX,Texas,Eastland County,West South Central,South,5.441666666666666,5.583333333333333
48135,TX,Texas,Ector County,West South Central,South,6.283333333333333,6.8
48137,TX,Texas,Edwards County,West South Central,South,4.658333333333333,4.9
48139,TX,Texas,Ellis County,West South Central,South,3.7583333333333333,3.933333333333333
48141,TX,Texas,El Paso County,West South Central,South,4.916666666666667,5.083333333333333
48143,TX,Texas,Erath County,West South Central,South,4.041666666666667,4.35
48145,TX,Texas,Falls County,West South Central,South,4.333333333333333,4.583333333333333
48147,TX,Texas,Fannin County,West South Central,South,3.775,3.9166666666666665
48149,TX,Texas,Fayette County,West South Central,South,3.583333333333333,3.8
48151,TX,Texas,Fisher County,West South Central,South,4.25,4.466666666666667
48153,TX,Texas,Floyd County,West South Central,South,4.958333333333333,5
48155,TX,Texas,Foard County,West South Central,South,3.6083333333333334,3.85
48157,TX,Texas,Fort Bend County,West South Central,South,4.891666666666667,5.283333333333333
48159,TX,Texas,Franklin County,West South Central,South,4.841666666666667,5.066666666666666
48161,TX,Texas,Freestone County,West South Central,South,6.558333333333334,6.933333333333334
48163,TX,Texas,Frio County,West South Central,South,4.825,5.083333333333333
48165,TX,Texas,Gaines County,West South Central,South,3.675,3.85
48167,TX,Texas,Galveston County,West South Central,South,5.241666666666667,5.583333333333333
48169,TX,Texas,Garza County,West South Central,South,3.925,3.816666666666667
48171,TX,Texas,Gillespie County,West South Central,South,2.8083333333333336,2.966666666666667
48173,TX,Texas,Glasscock County,West South Central,South,3.8583333333333334,4.116666666666666
48175,TX,Texas,Goliad County,West South Central,South,5.583333333333333,6.15
48177,TX,Texas,Gonzales County,West South Central,South,4.216666666666667,4.45
48179,TX,Texas,Gray County,West South Central,South,6.891666666666667,7.166666666666667
48181,TX,Texas,Grayson County,West South Central,South,3.8666666666666667,3.95
48183,TX,Texas,Gregg County,West South Central,South,5.933333333333334,6.566666666666666
48185,TX,Texas,Grimes County,West South Central,South,6.45,7.183333333333334
48187,TX,Texas,Guadalupe County,West South Central,South,3.5583333333333336,3.75
48189,TX,Texas,Hale County,West South Central,South,5.641666666666667,5.933333333333334
48191,TX,Texas,Hall County,West South Central,South,6.291666666666667,7.133333333333333
48193,TX,Texas,Hamilton County,West South Central,South,4.875,5.016666666666667
48195,TX,Texas,Hansford County,West South Central,South,3.1166666666666667,3.2
48197,TX,Texas,Hardeman County,West South Central,South,3.9583333333333335,4
48199,TX,Texas,Hardin County,West South Central,South,6.008333333333334,6.333333333333334
48201,TX,Texas,Harris County,West South Central,South,5.2,5.566666666666666
48203,TX,Texas,Harrison County,West South Central,South,5.966666666666667,6.333333333333333
48205,TX,Texas,Hartley County,West South Central,South,2.0166666666666666,2.1
48207,TX,Texas,Haskell County,West South Central,South,3.95,4.466666666666667
48209,TX,Texas,Hays County,West South Central,South,3.3000000000000003,3.4833333333333334
48211,TX,Texas,Hemphill County,West South Central,South,3.7583333333333333,3.8
48213,TX,Texas,Henderson County,West South Central,South,4.683333333333334,4.866666666666666
48215,TX,Texas,Hidalgo County,West South Central,South,7.8,7.883333333333334
48217,TX,Texas,Hill County,West South Central,South,4.408333333333333,4.55
48219,TX,Texas,Hockley County,West South Central,South,4.675,4.85
48221,TX,Texas,Hood County,West South Central,South,4.666666666666667,4.8
48223,TX,Texas,Hopkins County,West South Central,South,3.9916666666666667,4.15
48225,TX,Texas,Houston County,West South Central,South,4.6,4.7
48227,TX,Texas,Howard County,West South Central,South,5.4,5.800000000000001
48229,TX,Texas,Hudspeth County,West South Central,South,5.925,6.2
48231,TX,Texas,Hunt County,West South Central,South,4.316666666666666,4.4
48233,TX,Texas,Hutchinson County,West South Central,South,5.441666666666666,6.066666666666666
48235,TX,Texas,Irion County,West South Central,South,3.125,3.3
48237,TX,Texas,Jack County,West South Central,South,4.933333333333334,5.183333333333334
48239,TX,Texas,Jackson County,West South Central,South,4.558333333333334,5.033333333333333
48241,TX,Texas,Jasper County,West South Central,South,7.633333333333334,7.75
48243,TX,Texas,Jeff Davis County,West South Central,South,3,2.9
48245,TX,Texas,Jefferson County,West South Central,South,6.933333333333334,7.15
48247,TX,Texas,Jim Hogg County,West South Central,South,9.275,9.933333333333334
48249,TX,Texas,Jim Wells County,West South Central,South,10.45,11.233333333333333
48251,TX,Texas,Johnson County,West South Central,South,4.35,4.483333333333333
48253,TX,Texas,Jones County,West South Central,South,5.716666666666667,6.033333333333333
48255,TX,Texas,Karnes County,West South Central,South,4.85,5.066666666666666
48257,TX,Texas,Kaufman County,West South Central,South,3.7916666666666665,3.8833333333333333
48259,TX,Texas,Kendall County,West South Central,South,3.1916666666666664,3.35
48261,TX,Texas,Kenedy County,West South Central,South,4.475,4.916666666666667
48263,TX,Texas,Kent County,West South Central,South,2.95,2.783333333333333
48265,TX,Texas,Kerr County,West South Central,South,3.5833333333333335,3.75
48267,TX,Texas,Kimble County,West South Central,South,3.8666666666666667,3.8333333333333335
48269,TX,Texas,King County,West South Central,South,3.7666666666666666,3.8666666666666667
48271,TX,Texas,Kinney County,West South Central,South,5.833333333333333,5.783333333333333
48273,TX,Texas,Kleberg County,West South Central,South,6.65,7.083333333333333
48275,TX,Texas,Knox County,West South Central,South,4.208333333333333,4.516666666666667
48277,TX,Texas,Lamar County,West South Central,South,4.566666666666666,4.883333333333333
48279,TX,Texas,Lamb County,West South Central,South,6.825,6.45
48281,TX,Texas,Lampasas County,West South Central,South,4.175,4.35
48283,TX,Texas,La Salle County,West South Central,South,5.091666666666667,5.466666666666667
48285,TX,Texas,Lavaca County,West South Central,South,4.166666666666667,4.45
48287,TX,Texas,Lee County,West South Central,South,3.716666666666667,4
48289,TX,Texas,Leon County,West South Central,South,6.383333333333334,6.733333333333333
48291,TX,Texas,Liberty County,West South Central,South,7.408333333333333,7.833333333333334
48293,TX,Texas,Limestone County,West South Central,South,5.591666666666667,5.8
48295,TX,Texas,Lipscomb County,West South Central,South,4.416666666666667,4.666666666666667
48297,TX,Texas,Live Oak County,West South Central,South,5.641666666666667,6.25
48299,TX,Texas,Llano County,West South Central,South,4.175,4.233333333333333
48301,TX,Texas,Loving County,West South Central,South,4.866666666666666,5.116666666666666
48303,TX,Texas,Lubbock County,West South Central,South,3.375,3.5666666666666664
48305,TX,Texas,Lynn County,West South Central,South,3.9333333333333336,4.266666666666667
48307,TX,Texas,McCulloch County,West South Central,South,4.666666666666667,4.583333333333333
48309,TX,Texas,McLennan County,West South Central,South,3.9166666666666665,4.15
48311,TX,Texas,McMullen County,West South Central,South,2.066666666666667,2.2
48313,TX,Texas,Madison County,West South Central,South,4.983333333333333,5.35
48315,TX,Texas,Marion County,West South Central,South,6.933333333333334,7.433333333333334
48317,TX,Texas,Martin County,West South Central,South,4.266666666666667,4.7
48319,TX,Texas,Mason County,West South Central,South,3.55,3.7666666666666666
48321,TX,Texas,Matagorda County,West South Central,South,7.225,7.416666666666667
48323,TX,Texas,Maverick County,West South Central,South,11.383333333333333,10.966666666666667
48325,TX,Texas,Medina County,West South Central,South,4.408333333333333,4.566666666666666
48327,TX,Texas,Menard County,West South Central,South,4.6,4.583333333333333
48329,TX,Texas,Midland County,West South Central,South,4.375,4.683333333333334
48331,TX,Texas,Milam County,West South Central,South,5.058333333333334,5.316666666666666
48333,TX,Texas,Mills County,West South Central,South,4.116666666666666,4.433333333333334
48335,TX,Texas,Mitchell County,West South Central,South,6.908333333333333,7.183333333333334
48337,TX,Texas,Montague County,West South Central,South,4.933333333333334,5.15
48339,TX,Texas,Montgomery County,West South Central,South,4.825,5.183333333333334
48341,TX,Texas,Moore County,West South Central,South,2.975,3.033333333333333
48343,TX,Texas,Morris County,West South Central,South,10.633333333333333,12.05
48345,TX,Texas,Motley County,West South Central,South,3.5166666666666666,3.533333333333333
48347,TX,Texas,Nacogdoches County,West South Central,South,4.666666666666667,4.95
48349,TX,Texas,Navarro County,West South Central,South,4.158333333333333,4.383333333333334
48351,TX,Texas,Newton County,West South Central,South,7.816666666666666,8.183333333333334
48353,TX,Texas,Nolan County,West South Central,South,4.725,4.95
48355,TX,Texas,Nueces County,West South Central,South,5.533333333333333,5.783333333333333
48357,TX,Texas,Ochiltree County,West South Central,South,5.208333333333333,5.516666666666667
48359,TX,Texas,Oldham County,West South Central,South,2.908333333333333,3.1166666666666667
48361,TX,Texas,Orange County,West South Central,South,6.65,6.916666666666667
48363,TX,Texas,Palo Pinto County,West South Central,South,5.525,5.533333333333333
48365,TX,Texas,Panola County,West South Central,South,7.041666666666667,7.583333333333333
48367,TX,Texas,Parker County,West South Central,South,4.091666666666667,4.2
48369,TX,Texas,Parmer County,West South Central,South,2.4833333333333334,2.6666666666666665
48371,TX,Texas,Pecos County,West South Central,South,5.741666666666667,6.083333333333333
48373,TX,Texas,Polk County,West South Central,South,6.275,6.416666666666667
48375,TX,Texas,Potter County,West South Central,South,3.275,3.466666666666667
48377,TX,Texas,Presidio County,West South Central,South,10.55,10.666666666666666
48379,TX,Texas,Rains County,West South Central,South,4.066666666666666,4.216666666666667
48381,TX,Texas,Randall County,West South Central,South,2.8916666666666666,3.0833333333333335
48383,TX,Texas,Reagan County,West South Central,South,6.266666666666667,6.466666666666667
48385,TX,Texas,Real County,West South Central,South,5.508333333333333,5.766666666666667
48387,TX,Texas,Red River County,West South Central,South,5.791666666666667,5.966666666666667
48389,TX,Texas,Reeves County,West South Central,South,5.383333333333333,5.533333333333333
48391,TX,Texas,Refugio County,West South Central,South,6.458333333333333,7.066666666666666
48393,TX,Texas,Roberts County,West South Central,South,4.233333333333333,4.983333333333333
48395,TX,Texas,Robertson County,West South Central,South,5.016666666666667,5.333333333333334
48397,TX,Texas,Rockwall County,West South Central,South,3.5083333333333333,3.6166666666666667
48399,TX,Texas,Runnels County,West South Central,South,3.9,4.216666666666667
48401,TX,Texas,Rusk County,West South Central,South,5.658333333333333,6.233333333333333
48403,TX,Texas,Sabine County,West South Central,South,9.25,9.483333333333334
48405,TX,Texas,San Augustine County,West South Central,South,8.95,9.116666666666667
48407,TX,Texas,San Jacinto County,West South Central,South,6.191666666666666,6.516666666666667
48409,TX,Texas,San Patricio County,West South Central,South,7.3,7.65
48411,TX,Texas,San Saba County,West South Central,South,3.3916666666666666,3.45
48413,TX,Texas,Schleicher County,West South Central,South,5.325,5.666666666666667
48415,TX,Texas,Scurry County,West South Central,South,5.75,6.266666666666667
48417,TX,Texas,Shackelford County,West South Central,South,3.7333333333333334,3.9
48419,TX,Texas,Shelby County,West South Central,South,5.933333333333334,6.3
48421,TX,Texas,Sherman County,West South Central,South,2.8916666666666666,2.966666666666667
48423,TX,Texas,Smith County,West South Central,South,4.508333333333333,4.733333333333333
48425,TX,Texas,Somervell County,West South Central,South,4.866666666666666,4.883333333333333
48427,TX,Texas,Starr County,West South Central,South,13.35,13.183333333333334
48429,TX,Texas,Stephens County,West South Central,South,5.191666666666666,5.5
48431,TX,Texas,Sterling County,West South Central,South,3.6166666666666667,3.966666666666667
48433,TX,Texas,Stonewall County,West South Central,South,4.425,4.383333333333334
48435,TX,Texas,Sutton County,West South Central,South,8.108333333333334,8.133333333333333
48437,TX,Texas,Swisher County,West South Central,South,4.35,4.383333333333333
48439,TX,Texas,Tarrant County,West South Central,South,3.9833333333333334,4.116666666666667
48441,TX,Texas,Taylor County,West South Central,South,3.6999999999999997,3.9166666666666665
48443,TX,Texas,Terrell County,West South Central,South,4.008333333333333,3.833333333333333
48445,TX,Texas,Terry County,West South Central,South,4.725,4.95
48447,TX,Texas,Throckmorton County,West South Central,South,3.35,3.5166666666666666
48449,TX,Texas,Titus County,West South Central,South,6.041666666666667,6.633333333333333
48451,TX,Texas,Tom Green County,West South Central,South,4.458333333333333,4.683333333333334
48453,TX,Texas,Travis County,West South Central,South,3.158333333333333,3.3
48455,TX,Texas,Trinity County,West South Central,South,6.108333333333333,6.233333333333333
48457,TX,Texas,Tyler County,West South Central,South,7.225,7.45
48459,TX,Texas,Upshur County,West South Central,South,6.275,6.933333333333334
48461,TX,Texas,Upton County,West South Central,South,5.275,5.533333333333333
48463,TX,Texas,Uvalde County,West South Central,South,5.308333333333334,5.333333333333334
48465,TX,Texas,Val Verde County,West South Central,South,6.266666666666667,6.333333333333334
48467,TX,Texas,Van Zandt County,West South Central,South,4.333333333333333,4.466666666666667
48469,TX,Texas,Victoria County,West South Central,South,5.233333333333333,5.833333333333333
48471,TX,Texas,Walker County,West South Central,South,5.225,5.583333333333333
48473,TX,Texas,Waller County,West South Central,South,5.5,5.95
48475,TX,Texas,Ward County,West South Central,South,5.616666666666667,5.933333333333334
48477,TX,Texas,Washington County,West South Central,South,5.141666666666667,5.316666666666666
48479,TX,Texas,Webb County,West South Central,South,4.883333333333334,5.05
48481,TX,Texas,Wharton County,West South Central,South,4.941666666666666,5.2
48483,TX,Texas,Wheeler County,West South Central,South,4.608333333333333,4.9
48485,TX,Texas,Wichita County,West South Central,South,4.358333333333333,4.466666666666667
48487,TX,Texas,Wilbarger County,West South Central,South,4.658333333333333,4.9
48489,TX,Texas,Willacy County,West South Central,South,12.425,12.6
48491,TX,Texas,Williamson County,West South Central,South,3.325,3.4833333333333334
48493,TX,Texas,Wilson County,West South Central,South,3.8833333333333333,4.066666666666666
48495,TX,Texas,Winkler County,West South Central,South,7.475,8.316666666666666
48497,TX,Texas,Wise County,West South Central,South,4.758333333333334,4.916666666666667
48499,TX,Texas,Wood County,West South Central,South,5.258333333333333,5.483333333333333
48501,TX,Texas,Yoakum County,West South Central,South,4.675,4.883333333333333
48503,TX,Texas,Young County,West South Central,South,4.325,4.516666666666667
48505,TX,Texas,Zapata County,West South Central,South,10.625,11.433333333333334
48507,TX,Texas,Zavala County,West South Central,South,13.883333333333333,15.350000000000001
49001,UT,Utah,Beaver County,Mountain,West,4.7,5.433333333333334
49003,UT,Utah,Box Elder County,Mountain,West,3.5166666666666666,3.3666666666666667
49005,UT,Utah,Cache County,Mountain,West,3.0833333333333335,3.05
49007,UT,Utah,Carbon County,Mountain,West,6.041666666666667,5.766666666666667
49009,UT,Utah,Daggett County,Mountain,West,5.433333333333334,3.9166666666666665
49011,UT,Utah,Davis County,Mountain,West,3.225,3.166666666666667
49013,UT,Utah,Duchesne County,Mountain,West,9.091666666666667,8.2
49015,UT,Utah,Emery County,Mountain,West,6.508333333333333,5.6
49017,UT,Utah,Garfield County,Mountain,West,9.208333333333334,5.266666666666667
49019,UT,Utah,Grand County,Mountain,West,6.1000000000000005,3.5666666666666664
49021,UT,Utah,Iron County,Mountain,West,4.358333333333333,4.4
49023,UT,Utah,Juab County,Mountain,West,3.725,3.4333333333333336
49025,UT,Utah,Kane County,Mountain,West,4.066666666666666,3.05
49027,UT,Utah,Millard County,Mountain,West,3.3916666666666666,3.15
49029,UT,Utah,Morgan County,Mountain,West,3.0166666666666666,2.9
49031,UT,Utah,Piute County,Mountain,West,6.2,5.166666666666667
49033,UT,Utah,Rich County,Mountain,West,3.3333333333333335,2.6666666666666665
49035,UT,Utah,Salt Lake County,Mountain,West,3.2083333333333335,3.1333333333333333
49037,UT,Utah,San Juan County,Mountain,West,8.208333333333334,7.15
49039,UT,Utah,Sanpete County,Mountain,West,4,3.95
49041,UT,Utah,Sevier County,Mountain,West,4.433333333333334,4.1
49043,UT,Utah,Summit County,Mountain,West,3.216666666666667,3.4
49045,UT,Utah,Tooele County,Mountain,West,3.875,3.75
49047,UT,Utah,Uintah County,Mountain,West,9.325,8.933333333333334
49049,UT,Utah,Utah County,Mountain,West,3.1166666666666667,3.15
49051,UT,Utah,Wasatch County,Mountain,West,3.45,3.3333333333333335
49053,UT,Utah,Washington County,Mountain,West,3.8166666666666664,3.6166666666666667
49055,UT,Utah,Wayne County,Mountain,West,8.275,5.3
49057,UT,Utah,Weber County,Mountain,West,3.9,3.716666666666667
50001,VT,Vermont,Addison County,New England,Northeast,3.05,2.6833333333333336
50003,VT,Vermont,Bennington County,New England,Northeast,3.8583333333333334,3.5166666666666666
50005,VT,Vermont,Caledonia County,New England,Northeast,4.158333333333333,3.7
50007,VT,Vermont,Chittenden County,New England,Northeast,2.525,2.5666666666666664
50009,VT,Vermont,Essex County,New England,Northeast,5.108333333333333,4.216666666666667
50011,VT,Vermont,Franklin County,New England,Northeast,3.125,2.8666666666666667
50013,VT,Vermont,Grand Isle County,New England,Northeast,3.75,2.8833333333333333
50015,VT,Vermont,Lamoille County,New England,Northeast,4.35,3.533333333333333
50017,VT,Vermont,Orange County,New England,Northeast,3.1416666666666666,2.7
