year,state,st,county,fips,poptotal,pop16o,popu18,pop25o,pop324,pop60o,popnc,popnc18o,pophh,popinst,popogq,popmetro,malepop,femalepop,whitepop,blackpop,hisppop,aapipop,aianpop,multipop,otherpop,enroll,nohs,hsplus,bacc,grad,empop,unempop,cnoninst,hcnone,hcpub,hcpvt,earnmed,earnpc,incmed,incpc,maleprop,femaleprop,whiteprop,nonwhprop,blackprop,hispprop,aapiprop,aianprop,multiprop,otherprop,oldprop,uninsprop,pvtinsprop,metroprop,death,health_index,hsprop,baccprop,gradprop,attain_score,attain_index,enrollprop,enroll_index,ed_index,inc_index,hdi,ur.6mo,ur.oct,ur.trend,totalvotes,vap,vep,to.vap,to.vep,gini
2016,New York,NY,Queens County,36081,2334050,1909117,476092,1662500,585260,479221,486954,459854,2305019,15638,13393,2334050,1133852,1200198,578830,397641,654260,585229,4674,58781,310301,476875,798509,982156,353277,200108,1147376,76562,1882465,229374,959782,1144894,35000,45275.48455892558,35000,47165.739773925365,0.48578736530922645,0.5142126346907735,0.24799383046635676,0.7520061695336433,0.17036524496047642,0.2803110473211799,0.2507354169790707,0.002002527795034382,0.025184122019665387,0.1329453096548917,0.2053173668087659,0.09827295901972966,0.4905181979820484,1,18.6046511627907,8.002735978112176,0.9236336842105263,0.33286315789473686,0.12036571428571428,1.3768625563909773,5.845750375939849,0.8148088029251956,6.137394369291305,5.942965040390334,5.422967602946497,6.365407695892657,4.6,4.6,1.1932334869045434e-4,686393,1857958,1382466,0.3694340776271584,0.49649900974056504,0.49094386755569075
2008,New York,NY,Rensselaer County,36083,155414,125357,34503,100835,49218,28028,2332,2238,150727,2692,1995,155414,76305,79109,136424,6175,5018,3024,229,4278,2748,38183,48210,78934,15721,12549,82687,3822,120670,12389,42152,100873,33486,39950.26933846104,36276.5,43009.314829642426,0.49097893368679785,0.5090210663132022,0.8778102358860849,0.12218976411391513,0.039732585223982396,0.03228795346622569,0.019457706512926762,0.0014734837273347318,0.027526477666104728,0.01768180472801678,0.1803441131429601,0.07971611309148469,0.649059930250814,1,12.58336479174531,4.460802818673712,1.0631625923538455,0.28035900233054,0.12445083552337978,1.4679724302077652,6.4531495347184356,0.7757934089154375,5.022668826155358,5.976322631864075,5.671321942202545,5.327340480502739,5,4.9,8.862584719577112e-4,73986,120911,115981,0.6119046240623268,0.6379148308774714,0.45583396497734696
2012,New York,NY,Rensselaer County,36083,160006,130896,33009,107544,47243,32105,3287,2603,153868,1646,4492,160006,78291,81715,136021,8186,6677,3511,194,5340,571,37406,43817,81366,20964,13859,80607,8273,124767,9150,48947,101909,35530,43360.24228837444,36888.5,46062.73536841874,0.48930040123495366,0.5106995987650463,0.8500993712735773,0.14990062872642274,0.05116058147819457,0.041729685136807367,0.02194292714023224,0.0012124545329550143,0.03337374848443184,0.0035686161768933664,0.20064872567278727,0.05718535554916691,0.636907365973776,1,12.626262626262628,4.486036838978016,1.0803857025961467,0.323802350665774,0.12886818418507773,1.5330562374469983,6.887041582979988,0.7917786762059987,5.479390748742822,6.417824638234265,5.787308867394234,5.502699299531951,7.616666666666667,7,-0.0018822944247107326,67990,126997,122748,0.5353669771726891,0.5538990451982925,0.46201926562472173
2016,New York,NY,Rensselaer County,36083,160329,131934,31908,110015,44493,35170,3297,2995,154208,1494,4627,160329,78997,81332,134165,9390,7642,3648,60,4382,2305,34536,40871,79954,22680,16824,83946,4163,125828,7653,57045,95631,40000,44419.8950120032,40000,48531.83822886103,0.49271809841014413,0.5072819015898559,0.8368105582895172,0.16318944171048277,0.05856707145931179,0.04766448989265822,0.022753213704320492,3.742304885579028e-4,0.027331300014345503,0.014376687935432767,0.21936143804302402,0.0477330988155605,0.5964672641880134,1,13.189132155104193,4.817136561825996,1.0858337499431896,0.35907830750352226,0.15292460119074672,1.5978366586374586,7.318911057583057,0.77621198840267,5.034628240076287,6.5574834517474665,6.348740034433939,5.853351012848082,4.15,4,-0.0010060842347479515,71562,128421,123932,0.5572453103464386,0.577429558144789,0.4558444646432289
2008,New York,NY,Richmond County,36085,487479,389283,112408,326916,144701,85349,41228,37303,479211,6290,1978,487479,237261,250218,326207,42794,74925,36062,558,2630,19917,117767,161417,229142,61336,35584,227864,13188,381015,43974,135534,307971,44648,53814.20985595121,44670.324,56538.584949118616,0.4867101967469368,0.5132898032530632,0.6691713899470542,0.33082861005294584,0.08778634566822366,0.15369892856923068,0.07397652001419548,0.0011446646932483245,0.005395104199360383,0.04085714461546036,0.17508241380654346,0.0902069627614728,0.6317625990042648,1,13.30671989354624,4.886305819733082,0.9973877081574472,0.2964675941220375,0.10884753269953137,1.402702834979016,6.018018899860107,0.8138644515241774,6.1104129006907835,6.048816900136999,7.114350179598645,5.946509363544897,5.183333333333334,5.5,0.0032064067845999555,166480,375071,331478,0.4438626286756374,0.5022354424728036,0.46590112561881336
2012,New York,NY,Richmond County,36085,470578,376349,106722,317389,138421,98125,32201,30059,463814,3345,3419,470578,226586,243992,299080,44335,83071,35486,388,7293,22078,110852,148509,221123,62462,38484,208843,15795,369825,37836,140128,292614,41800,52839.544143596926,43890,55562.22313769131,0.4815057227494698,0.5184942772505302,0.6355588234044091,0.36444117659559094,0.09421392415285032,0.17652971452129085,0.07540939015423585,8.245179332650486e-4,0.015497962080675255,0.04691677043975707,0.20852016031348683,0.08040324877066077,0.6218182745474714,1,15.006002400960385,5.885883765270815,1.0147453125344608,0.3180513502358305,0.12125183922568204,1.4540485019959732,6.360323346639821,0.8008322436624501,5.738064104641433,6.152903599307025,6.992170813263549,6.326564505855359,9.533333333333333,9.1,-4.4790216992649775e-4,154169,363856,330452,0.42370882986676045,0.4665397697698909,0.4853062309109192
2016,New York,NY,Richmond County,36085,475834,382540,104946,329758,130003,102080,36540,34789,469456,3774,2604,475834,231461,244373,292322,45746,87622,40254,180,7846,21679,102189,147501,216216,70929,41188,211775,12570,376478,18981,158503,298350,46000,58281.68408919626,50000,61640.646065522895,0.4864322431772425,0.5135677568227576,0.6143360919984701,0.38566390800152994,0.09613856933300269,0.18414405023600666,0.0845967291114128,3.7828318279063705e-4,0.016488943623196323,0.045560006220656785,0.21452859610704572,0.03988996162527268,0.6270043754754809,1,15.096618357487923,5.939187269110543,0.9956786491912251,0.339997816580644,0.12490371727145361,1.4605801830433225,6.403867886955483,0.7860510911286662,5.315745460819036,6.0411604115766675,7.895793083238595,6.567716258285062,5.366666666666667,5.3,6.229934836890981e-4,180960,370888,332325,0.48791009684864434,0.5445271947641616,0.49861228106774547
2008,New York,NY,Rockland County,36087,299200,231429,78550,189234,98909,57144,26833,25466,289224,2180,7796,299200,147377,151823,209191,28781,41424,16572,1105,1553,19008,79546,102677,108942,49406,38175,148577,6225,221495,29209,71086,198905,44648,63873.38936633673,44648,68363.27001225695,0.4925701871657754,0.5074298128342246,0.6991677807486631,0.30083221925133685,0.09619318181818182,0.13844919786096258,0.05538770053475936,0.003693181818181818,0.005190508021390375,0.06352941176470588,0.19098930481283422,0.09762366310160428,0.6647894385026738,1,16.157699143641945,6.563352437436438,1.0385184480590168,0.4628185209846011,0.20173436063286723,1.7030713296764852,8.020475531176569,0.804234195068194,5.835262716234117,7.292071259529084,7.11088454860616,6.981789525855399,4.933333333333334,5,0.003950230859278736,132136,220650,193004,0.5988488556537502,0.6846282978591117,0.5341360874371435
2012,New York,NY,Rockland County,36087,318250,241061,87583,199827,104432,62324,31125,27968,310563,2688,4999,318250,155680,162570,204332,36938,51817,17786,284,5267,21759,87462,113381,119563,49792,35514,145543,14394,233399,29095,112426,176729,38665,56347.98848440655,41800,60530.036567696254,0.4891751767478397,0.5108248232521603,0.6420487038491752,0.35795129615082477,0.11606598586017282,0.16281853888452474,0.05588688138256088,8.923802042419481e-4,0.016549882168106836,0.06837077769049489,0.19583346425765907,0.09142183817753338,0.5553150039277298,1,17.310022503029252,7.241189707664266,1.0252318255290827,0.4268992678667047,0.17772373102733866,1.6298548244231261,7.532365496154174,0.8375019151218017,6.78576900348005,7.283499998596132,6.6539088658066206,7.053569763288985,7.366666666666666,6.8,-2.1729409814157889e-4,124442,230667,200011,0.5394876596999137,0.6221757803320818,0.5280942583763115
2016,New York,NY,Rockland County,36087,326897,247473,90689,205524,107302,68309,33849,29359,320145,2112,4640,326897,158958,167939,203397,36341,57309,20047,46,5522,37743,92491,121410,116736,48588,40163,146786,9172,240745,21895,132937,172065,35000,60355.86782964986,40000,64703.77353488949,0.48626325723392994,0.5137367427660701,0.6222051594233046,0.37779484057669543,0.11116957329066954,0.17531210136526185,0.06132512687482602,1.4071710661156265e-4,0.016892170928457587,0.11545838597478716,0.20896184425063552,0.06697828367956879,0.5263584554156202,1,17.68033946251768,7.459023213245693,0.999819972363325,0.43182791304178586,0.19541756680485003,1.627065452209961,7.51376968139974,0.8619690220126373,7.484829200361065,7.504122854386848,6.348740034433939,7.0830962955312735,4.233333333333333,4.2,0.0011063158476479144,135087,236208,204737,0.5718984962406015,0.6598074603027299,0.5390408111494369
2008,New York,NY,Saratoga County,36091,217014,177936,45157,151561,59675,39777,3845,3450,214324,1250,1440,217014,107359,109655,200976,3674,4392,3760,0,3728,1136,45495,57975,106164,29367,23508,119749,5474,175246,18412,49061,149541,37950.8,46281.766640758186,39848.340000000004,49917.368152661344,0.4947100187084704,0.5052899812915296,0.9260969338383699,0.07390306616163012,0.016929783331950932,0.020238325637977273,0.01732607112905158,0,0.017178615204549014,0.0052346853198411165,0.18329232215433106,0.08484245256066429,0.6890845751886975,1,15.18141794443601,5.989069379080005,1.049339869755412,0.34886943210984356,0.15510586496526152,1.553315166830517,7.022101112203446,0.762379555927943,4.639415883655516,6.227872702687469,6.322403626339877,6.178178186115486,4.35,4.5,8.412924100301874e-4,111255,171857,167157,0.6473696154360893,0.6655718875069545,0.4631981943544319
2012,New York,NY,Saratoga County,36091,222137,179515,48045,154988,60733,47804,6149,5510,218017,1722,2398,222137,109026,113111,204355,2202,5942,5750,112,3776,987,50553,59420,103315,36765,22637,114094,7942,175459,10229,53152,158756,39710,52109.18805189713,41800,55501.21714757797,0.4908052238033286,0.5091947761966714,0.9199503009404106,0.08004969905958936,0.009912801559398028,0.02674925834057361,0.025884926869454435,5.041933581528517e-4,0.016998518932010424,0.004443203968722005,0.21520052940302606,0.04604815946915642,0.7146760782760189,1,15.554518587649712,6.208540345676301,1.0498683769065993,0.38326838206828917,0.1460564688879139,1.5791932278628025,7.19462151908535,0.8323810778324798,6.639459366642281,7.009567468270994,6.6539088658066206,6.615853180547856,6.666666666666667,6.3,-0.001707956732097727,105510,174092,166860,0.6060588654274751,0.6323265012585401,0.49047365939628285
2016,New York,NY,Saratoga County,36091,226979,186626,46876,161055,58809,54286,6038,5107,222997,1506,2476,226979,113953,113026,205987,2245,7104,7704,272,3667,431,45855,58249,101689,37811,29230,118163,3681,182804,10417,66959,149603,40000,53894.363726085634,43900,58388.88361676283,0.5020420391313734,0.4979579608686266,0.9075156732561162,0.09248432674388385,0.009890782847752435,0.03129804959930214,0.03394146595059455,0.001198348745919226,0.01615567960031545,0.0018988540790117147,0.23916750007709964,0.045894113552355065,0.6591050273373308,1,15.239256324291372,6.023091955465513,1.0476545279562883,0.4162615255658005,0.18149079507000715,1.6454068485920958,7.636045657280639,0.7797275927154007,5.135074077582878,6.802388464048052,6.9937502630154755,6.592705578239006,3.65,3.7,-0.0010736589311642084,114094,180103,173490,0.6334930567508592,0.6576402098103638,0.4969144249379289
2008,New York,NY,Schenectady County,36093,151185,120962,33935,101583,43386,31076,7242,6715,142721,2572,5892,151185,73233,77952,120000,12716,8619,7842,789,1128,1427,33948,45450,72376,18550,14809,72907,4334,112498,15453,44511,91221,33486,40689.676456557914,35941.64,44538.07108243267,0.4843932929854152,0.5156067070145848,0.7937295366603829,0.20627046333961707,0.08410887323477859,0.05700962397063201,0.05187022522075603,0.005218771703542018,0.0074610576446076,0.009438767073453053,0.20554949234381717,0.10221252108344082,0.6033733505308067,1,13.937282229965156,5.257224841155974,1.0408729807152772,0.3283915615801857,0.14578226671785632,1.5150468090133193,6.766978726755463,0.7824643894343798,5.213268269553709,6.249075241021545,5.607027867927247,5.689861213232109,5.033333333333333,5,0.0018735021779650628,69778,117250,107963,0.5951215351812367,0.6463140149866158,0.4627962058534153
2012,New York,NY,Schenectady County,36093,155302,124737,34606,104232,45024,32497,4663,4595,150622,1468,3212,155302,74091,81211,118329,14845,9412,5403,146,5358,4164,35865,48497,74715,16132,15958,75343,6942,120125,7659,54513,93130,33440,43002.450286974534,36575,46304.39711424217,0.4770769210956717,0.5229230789043283,0.7619283718174911,0.23807162818250893,0.09558795121762759,0.060604499620095044,0.03479027958429383,9.401037977617803e-4,0.03450052156443575,0.02681227543753461,0.2092503638072916,0.04931681497984572,0.5996703197640726,1,13.614703880190605,5.067472870700356,1.0246853173689463,0.3078709033694067,0.15310077519379844,1.4856569959321515,6.571046639547676,0.7965751599147122,5.616433140420348,6.252842139838567,5.728136434319179,5.661881168413765,7.65,7.1,-0.0010090987193464604,64933,120696,114633,0.5379880029164181,0.5664424729353676,0.48795488735249115
2016,New York,NY,Schenectady County,36093,154336,124432,33617,105463,43260,34552,4688,4085,149958,1499,2879,154336,73943,80393,113349,14134,10608,6772,170,4560,6888,33681,46606,73170,21237,13323,72819,6030,120072,6303,63688,84345,30000,40840.98977158171,33000,43818.995807823754,0.47910403275969315,0.5208959672403068,0.7344300746423388,0.2655699253576612,0.09157941115488286,0.06873315363881402,0.04387829151980095,0.0011014928467758657,0.029545925772340866,0.04462989840348331,0.22387518142235124,0.04083946713663695,0.5465024362430023,1,13.80071763731714,5.176892727833612,1.0214956904317154,0.3276978656021543,0.1263286650294416,1.4755222210633112,6.503481473755408,0.7785714285714286,5.102040816326532,6.036334587945783,5.015026730725233,5.391445764947546,4.283333333333333,4.3,2.763277548621206e-5,67280,120719,115135,0.5573273469793487,0.5843574933773397,0.4947136976735177
2008,New York,NY,St. Lawrence County,36089,109708,92133,21532,71101,35174,21694,2456,2115,94185,4145,11378,0,55705,54003,96333,6786,1934,2388,1111,1156,795,28751,33059,62926,6958,6765,47888,5844,76610,16186,41056,52466,22324,29993.918261752497,24556.4,31889.74101643367,0.5077569548255368,0.4922430451744631,0.8780854632296642,0.12191453677033581,0.06185510628213075,0.017628614139351732,0.02176687206037846,0.010126882269296679,0.010537062019178181,0.007246508914573231,0.19774309986509644,0.1475370984796004,0.4782331279396215,0,11.490290704354821,3.8178180613851893,1.0780298448685672,0.1930071307013966,0.09514634112037805,1.3661833166903419,5.77455544460228,0.8173935293114232,6.211243694612092,5.92011819460555,2.9660838171484416,4.062340678620133,6.683333333333334,6.8,5.777762147116805e-4,41242,88176,81916,0.4677236436218472,0.503466966160457,0.5053546805825491
2012,New York,NY,St. Lawrence County,36089,111634,91377,23369,72065,35703,22528,1779,1590,100979,3333,7322,0,57144,54490,103176,2545,2105,755,609,2415,309,26811,33779,60245,10982,6628,43931,6866,80750,16103,41424,54107,25289,33267.73682262828,26438.5,35768.29124584718,0.5118870594980024,0.4881129405019976,0.9242345521973593,0.07576544780264072,0.02279771395811312,0.018856262429009084,0.006763172510167154,0.00545532723005536,0.021633194188150563,0.002767973914757153,0.20180231829012665,0.14424816812082342,0.4846820861028002,0,12.46261216350947,4.389771860887924,1.080344133768126,0.2443627280926941,0.0919725248039964,1.4166793866648166,6.111195911098778,0.7509452987143937,4.312722820411251,5.511704880869602,3.4780769339620616,4.382168069343535,9.9,9,-0.0039153130793462615,37191,88265,83342,0.42135614343171135,0.4462455904585923,0.5153682424515518
2016,New York,NY,St. Lawrence County,36089,110435,90376,22471,72415,34541,25587,3187,3027,97686,4110,8639,0,55437,54998,100836,2856,3656,1201,389,1420,563,27849,31108,61330,8617,9380,41429,5087,77900,5727,48975,55733,27000,37352.42715851377,30000,40857.95994195593,0.5019875945126092,0.4980124054873908,0.9130800923620229,0.08691990763797708,0.025861366414633043,0.03310544664282157,0.010875175442568026,0.0035224340109566714,0.012858242405034635,0.005098021460587676,0.23169285099832482,0.05185855933354462,0.504667904197039,0,13.572204125950057,5.042473015264739,1.0954498377407995,0.24852585790236828,0.12953117448042534,1.4735068701235932,6.490045800823955,0.8062592281636316,5.893120804675189,6.291070802107699,4.354241763469901,5.1692424038429445,6.166666666666667,5.7,-0.0035206668039931503,39158,87964,80827,0.4451593833841117,0.48446682420478304,0.5075471703627192
2008,New York,NY,Suffolk County,36103,1512217,1189648,369046,1003229,454117,275758,113186,103446,1482223,15894,14100,1512217,746440,765777,1129362,109738,201858,52908,1691,15019,40835,368463,483055,684238,203807,141117,772075,33910,1161117,151441,314014,1046762,42415.600000000006,57128.50144554413,44648,61229.18802477385,0.49360640701698233,0.5063935929830177,0.7468253564137951,0.2531746435862049,0.07256762752964686,0.1334848107116902,0.034987042203599085,0.001118225757282189,0.009931775664471435,0.02700339964436321,0.18235345853141446,0.10014501886964636,0.6922035660226012,1,14.245014245014247,5.438243673537793,1.0258495318616188,0.343813825158563,0.1406627998193832,1.510326156839565,6.735507712263766,0.8113834100022681,6.0395260000648046,6.503513808197445,7.11088454860616,6.3121423705693385,5,5.1,0.0032634307849214676,659027,1143171,1023831,0.5764903063496187,0.6436872882340933,0.5104415330887926
2012,New York,NY,Suffolk County,36103,1499596,1201090,344955,1014319,440834,298110,120044,112956,1466243,15112,18241,1499596,739247,760349,1057073,104271,259587,54459,2205,19305,57892,357752,466207,666212,210223,156954,725361,56385,1168930,159137,388572,951887,41800,57690.859472879296,42845,61689.53732977581,0.4929641049989464,0.5070358950010536,0.7049051877972468,0.29509481220275324,0.06953272748126829,0.17310462284508626,0.0363157810503629,0.0014703960266631813,0.012873467253847037,0.03860506429731741,0.19879354172723854,0.10611991496376358,0.6347622959783835,1,15.103458692040476,5.943210995317926,1.0188007914669843,0.3619936134490234,0.1547383022500811,1.5355327071660887,6.903551381107258,0.811534500514933,6.04384287185523,6.616981878023249,6.825102616940818,6.450550206812999,7.7,7.1,-0.0013871653294078032,586258,1154641,1026573,0.5077405011601008,0.5710826214989094,0.522969960789861
2016,New York,NY,Suffolk County,36103,1492514,1210513,322618,1032123,418830,339356,113562,105795,1463742,11958,16814,1492514,734752,757762,1014130,106028,284017,58213,1389,21064,96657,333918,430775,677546,212224,171969,742195,43240,1183474,81660,478142,932712,40000,59530.582289831065,45000,63261.91708437891,0.49229152959369227,0.5077084704063077,0.679477713441884,0.320522286558116,0.07103986964276382,0.19029436239794065,0.039003319231846405,9.306445366676628e-4,0.014113100446628977,0.06476120156996852,0.22737207155175765,0.054713054617913134,0.6249268013566371,1,15.006002400960385,5.885883765270815,1.0286942544638575,0.37223567346139946,0.16661676951293597,1.5675466974381929,7.116977982921285,0.7972638063175991,5.6361087519314035,6.623354905924657,7.165329191218914,6.536951839008397,4.25,4.2,-2.0071443284984332e-4,681254,1169896,1052143,0.582320137858408,0.6474918333344422,0.5203010120013141
2008,North Carolina,NC,Alamance County,37001,148014,116478,35345,98387,44153,27462,8568,8001,144918,935,2161,148014,71000,77014,98978,27502,17425,1418,106,2129,13734,31809,59117,69561,14372,4964,75739,4076,113382,24894,41980,81140,27905.000000000004,36240.67740402914,29802.54,38418.68896126047,0.47968435418271244,0.5203156458172875,0.6687070142013594,0.33129298579864064,0.18580674801032335,0.11772535030470091,0.009580174848325159,7.161484724417961e-4,0.014383774507816829,0.0927885200048644,0.18553650330374155,0.16818679314118934,0.5481913873012012,1,11.743981209630064,3.967047770370626,0.9035441674204926,0.19653002937379938,0.05045382011851159,1.1505280169128036,4.336853446085358,0.7204266980726112,3.4407628020746057,4.03815656474844,4.308457952284637,4.1019542668313225,6.25,6.3,0.00533814980983612,64353,112669,103733,0.5711686444363578,0.6203715307568469,0.4722803245290371
2012,North Carolina,NC,Alamance County,37001,154643,123443,35104,103040,47285,31785,9728,9328,149726,1130,3787,154643,72645,81998,103122,26551,17988,2818,505,3550,9241,34658,55070,77000,15731,6842,72221,5844,118526,29278,50144,75221,26125,37053.12325925036,29050.999999999996,39283.9218320519,0.46975938128463623,0.5302406187153638,0.6668391068460907,0.3331608931539093,0.17169222014575505,0.11631952303046371,0.01822261596063191,0.0032655858978421267,0.02295609888582089,0.05975698867714672,0.20553791636220198,0.18932638399410254,0.4864171026169953,1,11.880717595342757,4.047480938436916,0.9663528726708075,0.21907026397515528,0.06640139751552795,1.2518245341614906,5.012163561076605,0.7329597123823622,3.7988489252103506,4.6077253491211865,4.131384286266993,4.255223051052279,8.65,8,-0.0014248463868889948,67776,119539,109081,0.5669781410251048,0.6213364380597904,0.4908804153829468
2016,North Carolina,NC,Alamance County,37001,160066,128923,35620,107412,48287,36781,9677,9425,155152,1019,3895,160066,77159,82907,103065,30081,20186,2758,611,3345,10293,37815,52392,80787,18569,8318,78392,3660,124116,19767,59087,81212,28000,35742.90936065325,30000,38524.507902760415,0.4820449064760786,0.5179550935239213,0.6438906451088926,0.3561093548911074,0.18792872939912286,0.12611047942723627,0.01723039246310897,0.003817175415141254,0.02089762972773731,0.06430472430122575,0.22978646308397785,0.12349280921619832,0.5073657116439468,1,12.431626056688215,4.371544739228361,1.0024392060477414,0.2503165381894016,0.07744013704241612,1.3301958812795591,5.534639208530394,0.7831300349990681,5.232286714259089,5.433855043773292,4.354241763469901,4.69409460770811,4.816666666666666,4.6,-6.189741708911307e-4,71157,124446,114002,0.5717901740513958,0.6241732601182436,0.46494262495406447
2008,North Carolina,NC,Catawba County,37035,157088,122227,39290,104974,45937,28863,9746,7176,154862,1157,1069,157088,77347,79741,123478,12247,13827,4470,50,2781,6801,36091,62351,71402,16065,7270,76533,5840,120128,23707,42664,90717,30137.4,39387.46596217256,32369.800000000003,42744.05429813022,0.4923800672234671,0.507619932776533,0.7860434915461397,0.21395650845386027,0.0779626706050112,0.08802072723568954,0.028455388062741904,3.1829293135058055e-4,0.01770345284171929,0.043294204522305965,0.18373777755143614,0.15091541047056428,0.57749159706661235,1,11.195700850873264,3.64452991227839,0.9024806142473374,0.22229313925352945,0.0692552441556957,1.1940289976565626,4.6268599843770835,0.7856629732024294,5.304656377212269,4.852792115322146,4.881347001041117,4.419681389614587,6.883333333333334,7.2,0.005589105652660928,69451,117798,109465,0.5895770726158339,0.6344585027177637,0.4697976666797219
2012,North Carolina,NC,Catawba County,37035,154253,121948,35611,105581,42422,33588,7304,7030,151933,1476,844,154253,73905,80348,119204,13989,13084,5856,380,1375,2341,33747,55821,76041,14362,8029,72518,5864,119653,24800,52286,77167,26125,36104.51228866134,29259.999999999996,38933.03374462645,0.47911547911547914,0.5208845208845209,0.7727823770040129,0.22721762299598713,0.09068867380213026,0.08482168904332493,0.037963605245927144,0.002463485313089535,0.008913927119731869,0.015176366099848949,0.21774617025276655,0.16077483095952752,0.5002625556715267,1,11.154489682097045,3.6202880482923794,0.9322889535048919,0.21207414212784498,0.07604587946694955,1.2204089750996865,4.802726500664576,0.7955070482296921,5.58591566370549,5.063789555011548,4.181083385514523,4.24785028217253,10.116666666666667,9.6,-0.0037977481800049,69601,118642,110136,0.5866472244230543,0.6319550374082952,0.4843247869148062
2016,North Carolina,NC,Catawba County,37035,156512,126341,35280,108787,42411,36186,7189,6419,153949,1582,981,156512,77688,78824,119185,13259,14807,6537,550,2034,11046,33178,53171,79985,16766,6590,71788,6777,123806,15628,57259,83625,30000,39294.57205449097,32000,43004.33356835293,0.4963708852995298,0.5036291147004702,0.7615071048865263,0.2384928951134737,0.08471554896749131,0.09460616438356165,0.04176676548763034,0.0035141075444694338,0.012995808628092414,0.07057605806583521,0.23120271928031078,0.09985176855448784,0.5343040789204662,1,11.482374555057985,3.813161502975286,0.94993887137249855,0.2146947705148593,0.060577091012712914,1.2252107329000705,4.834738219333803,0.7822970455777982,5.2084870165085215,4.9593211517253755,4.801686985629295,4.494697062783467,4.75,4.6,-0.0010759197946130995,72351,121232,113231,0.5967978751484756,0.6389681271030019,0.4873958868231999
2008,North Carolina,NC,Cumberland County,37051,312731,237028,86149,187424,109624,41076,7264,6519,293434,1914,17383,312731,152515,160216,162861,109593,17764,6879,1957,12967,7059,74759,107348,161680,28632,15071,155858,9349,217944,30714,92981,189036,30807.120000000003,39185.58096742188,33486,43480.88800131095,0.4876875013989659,0.5123124986010341,0.5207702466336884,0.4792297533663116,0.3504385558195382,0.05680281136184133,0.021996540157515565,0.006257774253271981,0.041463749996002955,0.022572114692819067,0.13134610895625953,0.09821220154062117,0.6044683769757395,1,10.972130787798992,3.5130181104699956,1.0958201724432304,0.23317718115075978,0.08041126003073246,1.4094086136247226,6.062724090831484,0.6819583302926366,2.341666579789619,4.822371587150862,5.116386277642122,4.425558935590137,6.133333333333333,5.8,0.0033164354724449737,127575,226582,218149,0.5630411947992339,0.5848067146766659,0.4686454608315317
2012,North Carolina,NC,Cumberland County,37051,325115,249181,85254,197285,112310,47002,8650,7748,313961,2103,9051,325115,159056,166059,149467,115134,33252,7793,4600,13366,7396,76704,109116,170670,29903,15426,144351,19755,238148,45314,98576,181225,29259.999999999996,35016.45059852865,31349.999999999996,38399.31277896521,0.4892299647816926,0.5107700352183073,0.45973578579887114,0.5402642142011289,0.354133152884364,0.10227765559878813,0.023969979853282683,0.014148839641357673,0.04111160666225797,0.022748873475539423,0.144570382787629,0.13937837380619167,0.5574181443489227,1,11.209505660800358,3.6526503887060935,1.0948576931849863,0.22976404693717212,0.07819144891907646,1.4028131890412348,6.018754593608232,0.682966788353664,2.370479667247543,4.802662951488002,4.659410594842571,4.339840142842987,10.816666666666666,10.2,0.0020305065841367525,127641,239861,230010,0.5321457010518592,0.5549367418807878,0.4606343492092655
2016,North Carolina,NC,Cumberland County,37051,327172,253543,82614,204664,106606,53719,7541,7142,316044,2387,8741,327172,161058,166114,142773,120215,37208,8541,3925,13549,7816,74259,106968,165471,35711,19022,146071,14277,242506,29882,126586,170704,26500,33650.858257640386,28004,37331.472744266575,0.4922731774112699,0.5077268225887301,0.4363851429828958,0.5636148570171042,0.36743669996209943,0.11372611348159378,0.026105534703458732,0.011996747887961073,0.041412468059613905,0.023889574902497768,0.16419192351423717,0.0913342217549179,0.5217561405010208,1,11.574074074074073,3.86710239651416,1.075929328069421,0.26742856584450614,0.09294257905640464,1.436300472970332,6.2420031531355455,0.6965743016340543,2.7592657609729816,5.081090689081357,3.87690491121176,4.2391220678069494,6.483333333333333,6.6,-4.677475268665517e-4,127506,244558,235029,0.5213732529706654,0.5425117751426419,0.4656799965804507
2008,North Carolina,NC,Davidson County,37057,158109,125252,36671,110711,41915,30241,5401,4709,156158,1951,0,158109,78024,80085,129591,15241,9534,1907,943,893,5494,31190,64985,75357,14130,3637,74916,6736,123301,23362,47360,87387,31253.600000000002,35474.115822060965,33486,38420.28709721826,0.4934823444585697,0.5065176555414302,0.8196307610572453,0.1803692389427547,0.09639552460644239,0.06030017266569265,0.012061299483267873,0.005964239859843526,0.005648002327508238,0.03474818005300141,0.1912667843070287,0.1477588246083398,0.5527009847636757,1,11.580775911986102,3.871044654109472,0.8411449630118055,0.1604808916909792,0.03285129752237809,1.0344771522251628,3.5631810148344183,0.7441250149111297,4.117857568889421,3.748073199519419,5.116386277642122,4.20274645212938,6.9,7.3,0.005705414516752895,68581,121438,114778,0.5647408554159324,0.5975099757793305,0.4532662577836639
